Territorio;Anual;Medida;Sexo;Edad;Valor;
Abla;2016;Demandantes;Ambos sexos;De 30 a 44 años;33,49999998;
Abla;2016;Demandantes;Ambos sexos;De 45 a 64 años;42,58333332;
Abla;2016;Demandantes;Ambos sexos;TOTAL;95,41666664;
Abla;2017;Demandantes;Hombres;De 16 a 29 años;5,91666667;
Abla;2017;Demandantes;Hombres;De 30 a 44 años;12,41666666;
Abla;2017;Demandantes;Hombres;De 45 a 64 años;32,25000001;
Abla;2017;Demandantes;Hombres;TOTAL;50,58333334;
Abla;2017;Demandantes;Mujeres;De 16 a 29 años;7,75;
Abla;2017;Demandantes;Mujeres;De 30 a 44 años;17,58333333;
Abla;2017;Demandantes;Mujeres;De 45 a 64 años;7,74999999;
Abla;2017;Demandantes;Mujeres;TOTAL;33,08333332;
Abla;2017;Demandantes;Ambos sexos;De 16 a 29 años;13,66666667;
Abla;2017;Demandantes;Ambos sexos;De 30 a 44 años;29,99999999;
Abla;2017;Demandantes;Ambos sexos;De 45 a 64 años;40;
Abla;2017;Demandantes;Ambos sexos;TOTAL;83,66666666;
Abla;2018;Demandantes;Hombres;De 16 a 29 años;5,91666667;
Abla;2018;Demandantes;Hombres;De 30 a 44 años;11,5;
Abla;2018;Demandantes;Hombres;De 45 a 64 años;23,33333333;
Abla;2018;Demandantes;Hombres;TOTAL;40,75;
Abla;2018;Demandantes;Mujeres;De 16 a 29 años;8,75;
Abla;2018;Demandantes;Mujeres;De 30 a 44 años;13,16666667;
Abla;2018;Demandantes;Mujeres;De 45 a 64 años;8,58333333;
Abla;2018;Demandantes;Mujeres;TOTAL;30,5;
Abla;2018;Demandantes;Ambos sexos;De 16 a 29 años;14,66666667;
Abla;2018;Demandantes;Ambos sexos;De 30 a 44 años;24,66666667;
Abla;2018;Demandantes;Ambos sexos;De 45 a 64 años;31,91666666;
Abla;2018;Demandantes;Ambos sexos;TOTAL;71,25;
Abrucena;2016;Demandantes;Hombres;De 16 a 29 años;8,41666667;
Abrucena;2016;Demandantes;Hombres;De 30 a 44 años;11,16666668;
Abrucena;2016;Demandantes;Hombres;De 45 a 64 años;21,5;
Abrucena;2016;Demandantes;Hombres;TOTAL;41,08333335;
Abrucena;2016;Demandantes;Mujeres;De 16 a 29 años;14,25;
Abrucena;2016;Demandantes;Mujeres;De 30 a 44 años;13,33333333;
Abrucena;2016;Demandantes;Mujeres;De 45 a 64 años;10,83333333;
Abrucena;2016;Demandantes;Mujeres;TOTAL;38,41666666;
Abrucena;2016;Demandantes;Ambos sexos;De 16 a 29 años;22,66666667;
Abrucena;2016;Demandantes;Ambos sexos;De 30 a 44 años;24,50000001;
Abrucena;2016;Demandantes;Ambos sexos;De 45 a 64 años;32,33333333;
Abrucena;2016;Demandantes;Ambos sexos;TOTAL;79,50000001;
Abrucena;2017;Demandantes;Hombres;De 16 a 29 años;7,33333333;
Abrucena;2017;Demandantes;Hombres;De 30 a 44 años;9,58333333;
Abrucena;2017;Demandantes;Hombres;De 45 a 64 años;20,66666667;
Abrucena;2017;Demandantes;Hombres;TOTAL;37,58333333;
Abrucena;2017;Demandantes;Mujeres;De 16 a 29 años;10,66666666;
Abrucena;2017;Demandantes;Mujeres;De 30 a 44 años;17,16666669;
Abrucena;2017;Demandantes;Mujeres;De 45 a 64 años;9,25;
Abrucena;2017;Demandantes;Mujeres;TOTAL;37,08333335;
Abrucena;2017;Demandantes;Ambos sexos;De 16 a 29 años;17,99999999;
Abrucena;2017;Demandantes;Ambos sexos;De 30 a 44 años;26,75000002;
Abrucena;2017;Demandantes;Ambos sexos;De 45 a 64 años;29,91666667;
Abrucena;2017;Demandantes;Ambos sexos;TOTAL;74,66666668;
Abrucena;2018;Demandantes;Hombres;De 16 a 29 años;6,66666667;
Abrucena;2018;Demandantes;Hombres;De 30 a 44 años;10,16666665;
Abrucena;2018;Demandantes;Hombres;De 45 a 64 años;18,33333334;
Abrucena;2018;Demandantes;Hombres;TOTAL;35,16666666;
Abrucena;2018;Demandantes;Mujeres;De 16 a 29 años;8,58333333;
Abrucena;2018;Demandantes;Mujeres;De 30 a 44 años;14,33333334;
Abrucena;2018;Demandantes;Mujeres;De 45 a 64 años;11,08333334;
Abrucena;2018;Demandantes;Mujeres;TOTAL;34,00000001;
Abrucena;2018;Demandantes;Ambos sexos;De 16 a 29 años;15,25;
Abrucena;2018;Demandantes;Ambos sexos;De 30 a 44 años;24,49999999;
Abrucena;2018;Demandantes;Ambos sexos;De 45 a 64 años;29,41666668;
Abrucena;2018;Demandantes;Ambos sexos;TOTAL;69,16666667;
Adra;2016;Demandantes;Hombres;De 16 a 29 años;260,91666667;
Adra;2016;Demandantes;Hombres;De 30 a 44 años;380,08333332;
Adra;2016;Demandantes;Hombres;De 45 a 64 años;541,00000002;
Adra;2016;Demandantes;Hombres;TOTAL;1182,00000001;
Adra;2016;Demandantes;Mujeres;De 16 a 29 años;314,75000001;
Adra;2016;Demandantes;Mujeres;De 30 a 44 años;613,41666667;
Adra;2016;Demandantes;Mujeres;De 45 a 64 años;592,83333335;
Adra;2016;Demandantes;Mujeres;TOTAL;1521,00000003;
Adra;2016;Demandantes;Ambos sexos;De 16 a 29 años;575,66666668;
Adra;2016;Demandantes;Ambos sexos;De 30 a 44 años;993,49999999;
Adra;2016;Demandantes;Ambos sexos;De 45 a 64 años;1133,83333337;
Adra;2016;Demandantes;Ambos sexos;TOTAL;2703,00000004;
Adra;2017;Demandantes;Hombres;De 16 a 29 años;207,58333336;
Adra;2017;Demandantes;Hombres;De 30 a 44 años;327,91666667;
Adra;2017;Demandantes;Hombres;De 45 a 64 años;461,99999998;
Adra;2017;Demandantes;Hombres;TOTAL;997,50000001;
Adra;2017;Demandantes;Mujeres;De 16 a 29 años;294,50000002;
Adra;2017;Demandantes;Mujeres;De 30 a 44 años;566,16666668;
Adra;2017;Demandantes;Mujeres;De 45 a 64 años;575,58333334;
Adra;2017;Demandantes;Mujeres;TOTAL;1436,25000004;
Adra;2017;Demandantes;Ambos sexos;De 16 a 29 años;502,08333338;
Adra;2017;Demandantes;Ambos sexos;De 30 a 44 años;894,08333335;
Adra;2017;Demandantes;Ambos sexos;De 45 a 64 años;1037,58333332;
Adra;2017;Demandantes;Ambos sexos;TOTAL;2433,75000005;
Adra;2018;Demandantes;Hombres;De 16 a 29 años;212,08333332;
Adra;2018;Demandantes;Hombres;De 30 a 44 años;319,50000001;
Adra;2018;Demandantes;Hombres;De 45 a 64 años;441,41666668;
Adra;2018;Demandantes;Hombres;TOTAL;973,00000001;
Adra;2018;Demandantes;Mujeres;De 16 a 29 años;311,75;
Adra;2018;Demandantes;Mujeres;De 30 a 44 años;553,91666668;
Adra;2018;Demandantes;Mujeres;De 45 a 64 años;580,91666667;
Adra;2018;Demandantes;Mujeres;TOTAL;1446,58333335;
Adra;2018;Demandantes;Ambos sexos;De 16 a 29 años;523,83333332;
Adra;2018;Demandantes;Ambos sexos;De 30 a 44 años;873,41666669;
Adra;2018;Demandantes;Ambos sexos;De 45 a 64 años;1022,33333335;
Adra;2018;Demandantes;Ambos sexos;TOTAL;2419,58333336;
Albanchez;2016;Demandantes;Hombres;De 16 a 29 años;2,16666666;
Albanchez;2016;Demandantes;Hombres;De 30 a 44 años;6,50000001;
Albanchez;2016;Demandantes;Hombres;De 45 a 64 años;5,66666666;
Albanchez;2016;Demandantes;Hombres;TOTAL;14,33333333;
Albanchez;2016;Demandantes;Mujeres;De 16 a 29 años;2,91666667;
Albanchez;2016;Demandantes;Mujeres;De 30 a 44 años;4,83333334;
Albanchez;2016;Demandantes;Mujeres;De 45 a 64 años;4,41666668;
Albanchez;2016;Demandantes;Mujeres;TOTAL;12,16666669;
Albanchez;2016;Demandantes;Ambos sexos;De 16 a 29 años;5,08333333;
Albanchez;2016;Demandantes;Ambos sexos;De 30 a 44 años;11,33333335;
Albanchez;2016;Demandantes;Ambos sexos;De 45 a 64 años;10,08333334;
Albanchez;2016;Demandantes;Ambos sexos;TOTAL;26,50000002;
Albanchez;2017;Demandantes;Hombres;De 16 a 29 años;0,5;
Albanchez;2017;Demandantes;Hombres;De 30 a 44 años;4,91666666;
Albanchez;2017;Demandantes;Hombres;De 45 a 64 años;8,16666666;
Albanchez;2017;Demandantes;Hombres;TOTAL;13,58333332;
Albanchez;2017;Demandantes;Mujeres;De 16 a 29 años;3,66666667;
Albanchez;2017;Demandantes;Mujeres;De 30 a 44 años;5;
Albanchez;2017;Demandantes;Mujeres;De 45 a 64 años;2,5;
Albanchez;2017;Demandantes;Mujeres;TOTAL;11,16666667;
Albanchez;2017;Demandantes;Ambos sexos;De 16 a 29 años;4,16666667;
Albanchez;2017;Demandantes;Ambos sexos;De 30 a 44 años;9,91666666;
Albanchez;2017;Demandantes;Ambos sexos;De 45 a 64 años;10,66666666;
Albanchez;2017;Demandantes;Ambos sexos;TOTAL;24,74999999;
Albanchez;2018;Demandantes;Hombres;De 16 a 29 años;2,66666666;
Albanchez;2018;Demandantes;Hombres;De 30 a 44 años;3,66666666;
Albanchez;2018;Demandantes;Hombres;De 45 a 64 años;7,16666666;
Albanchez;2018;Demandantes;Hombres;TOTAL;13,49999998;
Albanchez;2018;Demandantes;Mujeres;De 16 a 29 años;3,83333333;
Albanchez;2018;Demandantes;Mujeres;De 30 a 44 años;6,16666667;
Albanchez;2018;Demandantes;Mujeres;De 45 a 64 años;2,5;
Albanchez;2018;Demandantes;Mujeres;TOTAL;12,5;
Albanchez;2018;Demandantes;Ambos sexos;De 16 a 29 años;6,49999999;
Albanchez;2018;Demandantes;Ambos sexos;De 30 a 44 años;9,83333333;
Albanchez;2018;Demandantes;Ambos sexos;De 45 a 64 años;9,66666666;
Albanchez;2018;Demandantes;Ambos sexos;TOTAL;25,99999998;
Alboloduy;2016;Demandantes;Hombres;De 16 a 29 años;6,16666666;
Alboloduy;2016;Demandantes;Hombres;De 30 a 44 años;5,66666668;
Alboloduy;2016;Demandantes;Hombres;De 45 a 64 años;14,50000001;
Alboloduy;2016;Demandantes;Hombres;TOTAL;26,33333335;
Alboloduy;2016;Demandantes;Mujeres;De 16 a 29 años;6,50000001;
Alboloduy;2016;Demandantes;Mujeres;De 30 a 44 años;6,83333332;
Alboloduy;2016;Demandantes;Mujeres;De 45 a 64 años;6,5;
Alboloduy;2016;Demandantes;Mujeres;TOTAL;19,83333333;
Alboloduy;2016;Demandantes;Ambos sexos;De 16 a 29 años;12,66666667;
Alboloduy;2016;Demandantes;Ambos sexos;De 30 a 44 años;12,5;
Alboloduy;2016;Demandantes;Ambos sexos;De 45 a 64 años;21,00000001;
Alboloduy;2016;Demandantes;Ambos sexos;TOTAL;46,16666668;
Alboloduy;2017;Demandantes;Hombres;De 16 a 29 años;3,83333333;
Alboloduy;2017;Demandantes;Hombres;De 30 a 44 años;4,74999999;
Alboloduy;2017;Demandantes;Hombres;De 45 a 64 años;13,75;
Alboloduy;2017;Demandantes;Hombres;TOTAL;22,33333332;
Alboloduy;2017;Demandantes;Mujeres;De 16 a 29 años;4,33333333;
Alboloduy;2017;Demandantes;Mujeres;De 30 a 44 años;5,5;
Alboloduy;2017;Demandantes;Mujeres;De 45 a 64 años;3,24999999;
Alboloduy;2017;Demandantes;Mujeres;TOTAL;13,08333332;
Alboloduy;2017;Demandantes;Ambos sexos;De 16 a 29 años;8,16666666;
Alboloduy;2017;Demandantes;Ambos sexos;De 30 a 44 años;10,24999999;
Alboloduy;2017;Demandantes;Ambos sexos;De 45 a 64 años;16,99999999;
Alboloduy;2017;Demandantes;Ambos sexos;TOTAL;35,41666664;
Alboloduy;2018;Demandantes;Hombres;De 16 a 29 años;2,08333333;
Alboloduy;2018;Demandantes;Hombres;De 30 a 44 años;4,83333334;
Alboloduy;2018;Demandantes;Hombres;De 45 a 64 años;11,5;
Alboloduy;2018;Demandantes;Hombres;TOTAL;18,41666667;
Alboloduy;2018;Demandantes;Mujeres;De 16 a 29 años;4,16666667;
Alboloduy;2018;Demandantes;Mujeres;De 30 a 44 años;4,16666665;
Alboloduy;2018;Demandantes;Mujeres;De 45 a 64 años;4,00000001;
Alboloduy;2018;Demandantes;Mujeres;TOTAL;12,33333333;
Alboloduy;2018;Demandantes;Ambos sexos;De 16 a 29 años;6,25;
Alboloduy;2018;Demandantes;Ambos sexos;De 30 a 44 años;8,99999999;
Alboloduy;2018;Demandantes;Ambos sexos;De 45 a 64 años;15,50000001;
Alboloduy;2018;Demandantes;Ambos sexos;TOTAL;30,75;
Albox;2016;Demandantes;Hombres;De 16 a 29 años;91,4166667;
Albox;2016;Demandantes;Hombres;De 30 a 44 años;141,33333334;
Albox;2016;Demandantes;Hombres;De 45 a 64 años;191,33333333;
Albox;2016;Demandantes;Hombres;TOTAL;424,08333337;
Albox;2016;Demandantes;Mujeres;De 16 a 29 años;122,58333335;
Albox;2016;Demandantes;Mujeres;De 30 a 44 años;197,83333333;
Albox;2016;Demandantes;Mujeres;De 45 a 64 años;157,75000002;
Albox;2016;Demandantes;Mujeres;TOTAL;478,1666667;
Albox;2016;Demandantes;Ambos sexos;De 16 a 29 años;214,00000005;
Albox;2016;Demandantes;Ambos sexos;De 30 a 44 años;339,16666667;
Albox;2016;Demandantes;Ambos sexos;De 45 a 64 años;349,08333335;
Albox;2016;Demandantes;Ambos sexos;TOTAL;902,25000007;
Albox;2017;Demandantes;Hombres;De 16 a 29 años;80,25000002;
Albox;2017;Demandantes;Hombres;De 30 a 44 años;112,83333331;
Albox;2017;Demandantes;Hombres;De 45 a 64 años;174,75;
Albox;2017;Demandantes;Hombres;TOTAL;367,83333333;
Albox;2017;Demandantes;Mujeres;De 16 a 29 años;101,99999998;
Albox;2017;Demandantes;Mujeres;De 30 a 44 años;176,99999999;
Albox;2017;Demandantes;Mujeres;De 45 a 64 años;162,08333331;
Albox;2017;Demandantes;Mujeres;TOTAL;441,08333328;
Albox;2017;Demandantes;Ambos sexos;De 16 a 29 años;182,25;
Albox;2017;Demandantes;Ambos sexos;De 30 a 44 años;289,8333333;
Albox;2017;Demandantes;Ambos sexos;De 45 a 64 años;336,83333331;
Albox;2017;Demandantes;Ambos sexos;TOTAL;808,91666661;
Albox;2018;Demandantes;Hombres;De 16 a 29 años;69,66666664;
Albox;2018;Demandantes;Hombres;De 30 a 44 años;115,24999998;
Albox;2018;Demandantes;Hombres;De 45 a 64 años;170,25000001;
Albox;2018;Demandantes;Hombres;TOTAL;355,16666663;
Albox;2018;Demandantes;Mujeres;De 16 a 29 años;103,83333332;
Albox;2018;Demandantes;Mujeres;De 30 a 44 años;173,41666666;
Albox;2018;Demandantes;Mujeres;De 45 a 64 años;162,16666668;
Albox;2018;Demandantes;Mujeres;TOTAL;439,41666666;
Albox;2018;Demandantes;Ambos sexos;De 16 a 29 años;173,49999996;
Albox;2018;Demandantes;Ambos sexos;De 30 a 44 años;288,66666664;
Albox;2018;Demandantes;Ambos sexos;De 45 a 64 años;332,41666669;
Albox;2018;Demandantes;Ambos sexos;TOTAL;794,58333329;
Alcolea;2016;Demandantes;Hombres;De 16 a 29 años;10,66666666;
Alcolea;2016;Demandantes;Hombres;De 30 a 44 años;5,58333333;
Alcolea;2016;Demandantes;Hombres;De 45 a 64 años;30,91666666;
Alcolea;2016;Demandantes;Hombres;TOTAL;47,16666665;
Alcolea;2016;Demandantes;Mujeres;De 16 a 29 años;16,16666666;
Alcolea;2016;Demandantes;Mujeres;De 30 a 44 años;9,83333333;
Alcolea;2016;Demandantes;Mujeres;De 45 a 64 años;6,91666667;
Alcolea;2016;Demandantes;Mujeres;TOTAL;32,91666666;
Alcolea;2016;Demandantes;Ambos sexos;De 16 a 29 años;26,83333332;
Alcolea;2016;Demandantes;Ambos sexos;De 30 a 44 años;15,41666666;
Alcolea;2016;Demandantes;Ambos sexos;De 45 a 64 años;37,83333333;
Alcolea;2016;Demandantes;Ambos sexos;TOTAL;80,08333331;
Alcolea;2017;Demandantes;Hombres;De 16 a 29 años;8,99999999;
Alcolea;2017;Demandantes;Hombres;De 30 a 44 años;6,33333333;
Alcolea;2017;Demandantes;Hombres;De 45 a 64 años;31,41666667;
Alcolea;2017;Demandantes;Hombres;TOTAL;46,74999999;
Alcolea;2017;Demandantes;Mujeres;De 16 a 29 años;15,08333334;
Alcolea;2017;Demandantes;Mujeres;De 30 a 44 años;9,41666666;
Alcolea;2017;Demandantes;Mujeres;De 45 a 64 años;9,33333334;
Alcolea;2017;Demandantes;Mujeres;TOTAL;33,83333334;
Alcolea;2017;Demandantes;Ambos sexos;De 16 a 29 años;24,08333333;
Alcolea;2017;Demandantes;Ambos sexos;De 30 a 44 años;15,74999999;
Alcolea;2017;Demandantes;Ambos sexos;De 45 a 64 años;40,75000001;
Alcolea;2017;Demandantes;Ambos sexos;TOTAL;80,58333333;
Alcolea;2018;Demandantes;Hombres;De 16 a 29 años;7,16666665;
Alcolea;2018;Demandantes;Hombres;De 30 a 44 años;6,66666666;
Alcolea;2018;Demandantes;Hombres;De 45 a 64 años;29,75;
Alcolea;2018;Demandantes;Hombres;TOTAL;43,58333331;
Alcolea;2018;Demandantes;Mujeres;De 16 a 29 años;9,83333333;
Alcolea;2018;Demandantes;Mujeres;De 30 a 44 años;10,25;
Alcolea;2018;Demandantes;Mujeres;De 45 a 64 años;7,91666667;
Alcolea;2018;Demandantes;Mujeres;TOTAL;28;
Alcolea;2018;Demandantes;Ambos sexos;De 16 a 29 años;16,99999998;
Alcolea;2018;Demandantes;Ambos sexos;De 30 a 44 años;16,91666666;
Alcolea;2018;Demandantes;Ambos sexos;De 45 a 64 años;37,66666667;
Alcolea;2018;Demandantes;Ambos sexos;TOTAL;71,58333331;
Alcóntar;2016;Demandantes;Hombres;De 16 a 29 años;1,33333334;
Alcóntar;2016;Demandantes;Hombres;De 30 a 44 años;3,08333334;
Alcóntar;2016;Demandantes;Hombres;De 45 a 64 años;8,50000001;
Alcóntar;2016;Demandantes;Hombres;TOTAL;12,91666669;
Alcóntar;2016;Demandantes;Mujeres;De 16 a 29 años;1,66666666;
Alcóntar;2016;Demandantes;Mujeres;De 30 a 44 años;3,5;
Alcóntar;2016;Demandantes;Mujeres;De 45 a 64 años;5,91666668;
Alcóntar;2016;Demandantes;Mujeres;TOTAL;11,08333334;
Alcóntar;2016;Demandantes;Ambos sexos;De 16 a 29 años;3;
Alcóntar;2016;Demandantes;Ambos sexos;De 30 a 44 años;6,58333334;
Alcóntar;2016;Demandantes;Ambos sexos;De 45 a 64 años;14,41666669;
Alcóntar;2016;Demandantes;Ambos sexos;TOTAL;24,00000003;
Alcóntar;2017;Demandantes;Hombres;De 16 a 29 años;1,41666666;
Alcóntar;2017;Demandantes;Hombres;De 30 a 44 años;4,08333333;
Alcóntar;2017;Demandantes;Hombres;De 45 a 64 años;10,75000001;
Alcóntar;2017;Demandantes;Hombres;TOTAL;16,25;
Alcóntar;2017;Demandantes;Mujeres;De 16 a 29 años;2,83333333;
Alcóntar;2017;Demandantes;Mujeres;De 30 a 44 años;3,5;
Alcóntar;2017;Demandantes;Mujeres;De 45 a 64 años;4,83333334;
Alcóntar;2017;Demandantes;Mujeres;TOTAL;11,16666667;
Alcóntar;2017;Demandantes;Ambos sexos;De 16 a 29 años;4,24999999;
Alcóntar;2017;Demandantes;Ambos sexos;De 30 a 44 años;7,58333333;
Alcóntar;2017;Demandantes;Ambos sexos;De 45 a 64 años;15,58333335;
Alcóntar;2017;Demandantes;Ambos sexos;TOTAL;27,41666667;
Alcóntar;2018;Demandantes;Hombres;De 16 a 29 años;1,5;
Alcóntar;2018;Demandantes;Hombres;De 30 a 44 años;2,5;
Alcóntar;2018;Demandantes;Hombres;De 45 a 64 años;9,33333334;
Alcóntar;2018;Demandantes;Hombres;TOTAL;13,33333334;
Alcóntar;2018;Demandantes;Mujeres;De 16 a 29 años;1,75;
Alcóntar;2018;Demandantes;Mujeres;De 30 a 44 años;4,00000001;
Alcóntar;2018;Demandantes;Mujeres;De 45 a 64 años;3,66666667;
Alcóntar;2018;Demandantes;Mujeres;TOTAL;9,41666668;
Alcóntar;2018;Demandantes;Ambos sexos;De 16 a 29 años;3,25;
Alcóntar;2018;Demandantes;Ambos sexos;De 30 a 44 años;6,50000001;
Alcóntar;2018;Demandantes;Ambos sexos;De 45 a 64 años;13,00000001;
Alcóntar;2018;Demandantes;Ambos sexos;TOTAL;22,75000002;
Alcudia de Monteagud;2016;Demandantes;Hombres;De 16 a 29 años;1,16666667;
Alcudia de Monteagud;2016;Demandantes;Hombres;De 30 a 44 años;0,33333333;
Alcudia de Monteagud;2016;Demandantes;Hombres;De 45 a 64 años;2,83333332;
Alcudia de Monteagud;2016;Demandantes;Hombres;TOTAL;4,33333332;
Alcudia de Monteagud;2016;Demandantes;Mujeres;De 16 a 29 años;0,66666667;
Alcudia de Monteagud;2016;Demandantes;Mujeres;De 30 a 44 años;0,66666667;
Alcudia de Monteagud;2016;Demandantes;Mujeres;De 45 a 64 años;0,33333333;
Alcudia de Monteagud;2016;Demandantes;Mujeres;TOTAL;1,66666667;
Alcudia de Monteagud;2016;Demandantes;Ambos sexos;De 16 a 29 años;1,83333334;
Alcudia de Monteagud;2016;Demandantes;Ambos sexos;De 30 a 44 años;1;
Alcudia de Monteagud;2016;Demandantes;Ambos sexos;De 45 a 64 años;3,16666665;
Alcudia de Monteagud;2016;Demandantes;Ambos sexos;TOTAL;5,99999999;
Alcudia de Monteagud;2017;Demandantes;Hombres;De 16 a 29 años;0,33333333;
Alcudia de Monteagud;2017;Demandantes;Hombres;De 30 a 44 años;0,5;
Alcudia de Monteagud;2017;Demandantes;Hombres;De 45 a 64 años;2,83333332;
Alcudia de Monteagud;2017;Demandantes;Hombres;TOTAL;3,66666665;
