Lugar de residencia;Anual;Sexo;Medida;Valor;
Abrucena;1998;Ambos sexos;Crecimiento vegetativo;-2;
Abrucena;1998;Hombres;Crecimiento vegetativo;-2;
Abrucena;1998;Mujeres;Crecimiento vegetativo;0;
Abrucena;1999;Ambos sexos;Crecimiento vegetativo;-3;
Abrucena;1999;Hombres;Crecimiento vegetativo;-3;
Abrucena;1999;Mujeres;Crecimiento vegetativo;0;
Abrucena;2000;Ambos sexos;Crecimiento vegetativo;-3;
Abrucena;2000;Hombres;Crecimiento vegetativo;-2;
Abrucena;2000;Mujeres;Crecimiento vegetativo;-1;
Abrucena;2001;Ambos sexos;Crecimiento vegetativo;-7;
Abrucena;2001;Hombres;Crecimiento vegetativo;-4;
Abrucena;2001;Mujeres;Crecimiento vegetativo;-3;
Abrucena;2002;Ambos sexos;Crecimiento vegetativo;-4;
Abrucena;2002;Hombres;Crecimiento vegetativo;1;
Abrucena;2002;Mujeres;Crecimiento vegetativo;-5;
Abrucena;2003;Ambos sexos;Crecimiento vegetativo;-11;
Abrucena;2003;Hombres;Crecimiento vegetativo;-7;
Abrucena;2003;Mujeres;Crecimiento vegetativo;-4;
Abrucena;2004;Ambos sexos;Crecimiento vegetativo;-8;
Abrucena;2004;Hombres;Crecimiento vegetativo;-2;
Abrucena;2004;Mujeres;Crecimiento vegetativo;-6;
Abrucena;2005;Ambos sexos;Crecimiento vegetativo;-17;
Abrucena;2005;Hombres;Crecimiento vegetativo;-12;
Abrucena;2005;Mujeres;Crecimiento vegetativo;-5;
Abrucena;2006;Ambos sexos;Crecimiento vegetativo;-6;
Abrucena;2006;Hombres;Crecimiento vegetativo;-7;
Abrucena;2006;Mujeres;Crecimiento vegetativo;1;
Abrucena;2007;Ambos sexos;Crecimiento vegetativo;-5;
Abrucena;2007;Hombres;Crecimiento vegetativo;-1;
Abrucena;2007;Mujeres;Crecimiento vegetativo;-4;
Abrucena;2008;Ambos sexos;Crecimiento vegetativo;-9;
Abrucena;2008;Hombres;Crecimiento vegetativo;-2;
Abrucena;2008;Mujeres;Crecimiento vegetativo;-7;
Abrucena;2009;Ambos sexos;Crecimiento vegetativo;-10;
Abrucena;2009;Hombres;Crecimiento vegetativo;-3;
Abrucena;2009;Mujeres;Crecimiento vegetativo;-7;
Abrucena;2010;Ambos sexos;Crecimiento vegetativo;-9;
Abrucena;2010;Hombres;Crecimiento vegetativo;-6;
Abrucena;2010;Mujeres;Crecimiento vegetativo;-3;
Abrucena;2011;Ambos sexos;Crecimiento vegetativo;-2;
Abrucena;2011;Hombres;Crecimiento vegetativo;3;
Abrucena;2011;Mujeres;Crecimiento vegetativo;-5;
Abrucena;2012;Ambos sexos;Crecimiento vegetativo;-12;
Abrucena;2012;Hombres;Crecimiento vegetativo;-2;
Abrucena;2012;Mujeres;Crecimiento vegetativo;-10;
Abrucena;2013;Ambos sexos;Crecimiento vegetativo;-7;
Abrucena;2013;Hombres;Crecimiento vegetativo;-3;
Abrucena;2013;Mujeres;Crecimiento vegetativo;-4;
