Territorio;Anual;Medida;Sexo;Edad;Valor;
Almería;2023;Demandantes;Mujeres;De 45 a 64 años;15919,41666681;
Almería;2023;Demandantes;Mujeres;TOTAL;31681,91666678;
Almería;2023;Demandantes;Ambos sexos;De 16 a 29 años;9039,08333313;
Almería;2023;Demandantes;Ambos sexos;De 30 a 44 años;17025,66666653;
Almería;2023;Demandantes;Ambos sexos;De 45 a 64 años;27448,50000013;
Almería;2023;Demandantes;Ambos sexos;TOTAL;53513,24999979;
Almería;2024;Demandantes;Hombres;De 16 a 29 años;3797,58333308;
Almería;2024;Demandantes;Hombres;De 30 a 44 años;5685,58333331;
Almería;2024;Demandantes;Hombres;De 45 a 64 años;10844,58333311;
Almería;2024;Demandantes;Hombres;TOTAL;20327,7499995;
Almería;2024;Demandantes;Mujeres;De 16 a 29 años;4232,58333328;
Almería;2024;Demandantes;Mujeres;De 30 a 44 años;9498,49999988;
Almería;2024;Demandantes;Mujeres;De 45 a 64 años;15143,16666655;
Almería;2024;Demandantes;Mujeres;TOTAL;28874,24999971;
Almería;2024;Demandantes;Ambos sexos;De 16 a 29 años;8030,16666636;
Almería;2024;Demandantes;Ambos sexos;De 30 a 44 años;15184,08333319;
Almería;2024;Demandantes;Ambos sexos;De 45 a 64 años;25987,74999966;
Almería;2024;Demandantes;Ambos sexos;TOTAL;49201,99999921;
Abla;2022;Demandantes;Hombres;De 16 a 29 años;3,50000001;
Abla;2022;Demandantes;Hombres;De 30 a 44 años;10,08333334;
Abla;2022;Demandantes;Hombres;De 45 a 64 años;29,66666667;
Abla;2022;Demandantes;Hombres;TOTAL;43,25000002;
Abla;2022;Demandantes;Mujeres;De 16 a 29 años;11,49999998;
Abla;2022;Demandantes;Mujeres;De 30 a 44 años;17,66666665;
Abla;2022;Demandantes;Mujeres;De 45 a 64 años;15,91666667;
Abla;2022;Demandantes;Mujeres;TOTAL;45,0833333;
Abla;2022;Demandantes;Ambos sexos;De 16 a 29 años;14,99999999;
Abla;2022;Demandantes;Ambos sexos;De 30 a 44 años;27,74999999;
Abla;2022;Demandantes;Ambos sexos;De 45 a 64 años;45,58333334;
Abla;2022;Demandantes;Ambos sexos;TOTAL;88,33333332;
Abla;2023;Demandantes;Hombres;De 16 a 29 años;5;
Abla;2023;Demandantes;Hombres;De 30 a 44 años;7,5;
Abla;2023;Demandantes;Hombres;De 45 a 64 años;29,91666667;
Abla;2023;Demandantes;Hombres;TOTAL;42,41666667;
Abla;2023;Demandantes;Mujeres;De 16 a 29 años;8,83333333;
Abla;2023;Demandantes;Mujeres;De 30 a 44 años;16,91666666;
Abla;2023;Demandantes;Mujeres;De 45 a 64 años;19,08333332;
Abla;2023;Demandantes;Mujeres;TOTAL;44,83333331;
Abla;2023;Demandantes;Ambos sexos;De 16 a 29 años;13,83333333;
Abla;2023;Demandantes;Ambos sexos;De 30 a 44 años;24,41666666;
Abla;2023;Demandantes;Ambos sexos;De 45 a 64 años;48,99999999;
Abla;2023;Demandantes;Ambos sexos;TOTAL;87,24999998;
Abla;2024;Demandantes;Hombres;De 16 a 29 años;5,16666667;
Abla;2024;Demandantes;Hombres;De 30 a 44 años;4,49999998;
Abla;2024;Demandantes;Hombres;De 45 a 64 años;27,33333333;
Abla;2024;Demandantes;Hombres;TOTAL;36,99999998;
Abla;2024;Demandantes;Mujeres;De 16 a 29 años;5,08333333;
Abla;2024;Demandantes;Mujeres;De 30 a 44 años;13,58333333;
Abla;2024;Demandantes;Mujeres;De 45 a 64 años;17,91666665;
Abla;2024;Demandantes;Mujeres;TOTAL;36,58333331;
Abla;2024;Demandantes;Ambos sexos;De 16 a 29 años;10,25;
Abla;2024;Demandantes;Ambos sexos;De 30 a 44 años;18,08333331;
Abla;2024;Demandantes;Ambos sexos;De 45 a 64 años;45,24999998;
Abla;2024;Demandantes;Ambos sexos;TOTAL;73,58333329;
Abrucena;2022;Demandantes;Hombres;De 16 a 29 años;6,08333334;
Abrucena;2022;Demandantes;Hombres;De 30 a 44 años;5,25;
Abrucena;2022;Demandantes;Hombres;De 45 a 64 años;15,08333334;
Abrucena;2022;Demandantes;Hombres;TOTAL;26,41666668;
Abrucena;2022;Demandantes;Mujeres;De 16 a 29 años;8,91666667;
Abrucena;2022;Demandantes;Mujeres;De 30 a 44 años;12,33333332;
Abrucena;2022;Demandantes;Mujeres;De 45 a 64 años;11,49999999;
Abrucena;2022;Demandantes;Mujeres;TOTAL;32,74999998;
Abrucena;2022;Demandantes;Ambos sexos;De 16 a 29 años;15,00000001;
Abrucena;2022;Demandantes;Ambos sexos;De 30 a 44 años;17,58333332;
Abrucena;2022;Demandantes;Ambos sexos;De 45 a 64 años;26,58333333;
Abrucena;2022;Demandantes;Ambos sexos;TOTAL;59,16666666;
Abrucena;2023;Demandantes;Hombres;De 16 a 29 años;6,58333332;
Abrucena;2023;Demandantes;Hombres;De 30 a 44 años;5,33333332;
Abrucena;2023;Demandantes;Hombres;De 45 a 64 años;16,33333334;
Abrucena;2023;Demandantes;Hombres;TOTAL;28,24999998;
Abrucena;2023;Demandantes;Mujeres;De 16 a 29 años;8,66666666;
Abrucena;2023;Demandantes;Mujeres;De 30 a 44 años;9,33333334;
Abrucena;2023;Demandantes;Mujeres;De 45 a 64 años;10;
Abrucena;2023;Demandantes;Mujeres;TOTAL;28;
Abrucena;2023;Demandantes;Ambos sexos;De 16 a 29 años;15,24999998;
Abrucena;2023;Demandantes;Ambos sexos;De 30 a 44 años;14,66666666;
Abrucena;2023;Demandantes;Ambos sexos;De 45 a 64 años;26,33333334;
Abrucena;2023;Demandantes;Ambos sexos;TOTAL;56,24999998;
Abrucena;2024;Demandantes;Hombres;De 16 a 29 años;2,41666667;
Abrucena;2024;Demandantes;Hombres;De 30 a 44 años;4,16666667;
Abrucena;2024;Demandantes;Hombres;De 45 a 64 años;17,33333333;
Abrucena;2024;Demandantes;Hombres;TOTAL;23,91666667;
Abrucena;2024;Demandantes;Mujeres;De 16 a 29 años;4,99999999;
Abrucena;2024;Demandantes;Mujeres;De 30 a 44 años;12,5;
Abrucena;2024;Demandantes;Mujeres;De 45 a 64 años;10,58333334;
Abrucena;2024;Demandantes;Mujeres;TOTAL;28,08333333;
Abrucena;2024;Demandantes;Ambos sexos;De 16 a 29 años;7,41666666;
Abrucena;2024;Demandantes;Ambos sexos;De 30 a 44 años;16,66666667;
Abrucena;2024;Demandantes;Ambos sexos;De 45 a 64 años;27,91666667;
Abrucena;2024;Demandantes;Ambos sexos;TOTAL;52;
Adra;2022;Demandantes;Hombres;De 16 a 29 años;177,83333334;
Adra;2022;Demandantes;Hombres;De 30 a 44 años;265,66666667;
Adra;2022;Demandantes;Hombres;De 45 a 64 años;434,74999999;
Adra;2022;Demandantes;Hombres;TOTAL;878,25;
Adra;2022;Demandantes;Mujeres;De 16 a 29 años;233,91666664;
Adra;2022;Demandantes;Mujeres;De 30 a 44 años;527,5;
Adra;2022;Demandantes;Mujeres;De 45 a 64 años;654,41666663;
Adra;2022;Demandantes;Mujeres;TOTAL;1415,83333327;
Adra;2022;Demandantes;Ambos sexos;De 16 a 29 años;411,74999998;
Adra;2022;Demandantes;Ambos sexos;De 30 a 44 años;793,16666667;
Adra;2022;Demandantes;Ambos sexos;De 45 a 64 años;1089,16666662;
Adra;2022;Demandantes;Ambos sexos;TOTAL;2294,08333327;
Adra;2023;Demandantes;Hombres;De 16 a 29 años;150;
Adra;2023;Demandantes;Hombres;De 30 a 44 años;208,41666667;
Adra;2023;Demandantes;Hombres;De 45 a 64 años;382,16666664;
Adra;2023;Demandantes;Hombres;TOTAL;740,58333331;
Adra;2023;Demandantes;Mujeres;De 16 a 29 años;183,66666668;
Adra;2023;Demandantes;Mujeres;De 30 a 44 años;428,58333334;
Adra;2023;Demandantes;Mujeres;De 45 a 64 años;592,66666669;
Adra;2023;Demandantes;Mujeres;TOTAL;1204,91666671;
Adra;2023;Demandantes;Ambos sexos;De 16 a 29 años;333,66666668;
Adra;2023;Demandantes;Ambos sexos;De 30 a 44 años;637,00000001;
Adra;2023;Demandantes;Ambos sexos;De 45 a 64 años;974,83333333;
Adra;2023;Demandantes;Ambos sexos;TOTAL;1945,50000002;
Adra;2024;Demandantes;Hombres;De 16 a 29 años;142,58333331;
Adra;2024;Demandantes;Hombres;De 30 a 44 años;184,75;
Adra;2024;Demandantes;Hombres;De 45 a 64 años;354,33333334;
Adra;2024;Demandantes;Hombres;TOTAL;681,66666665;
Adra;2024;Demandantes;Mujeres;De 16 a 29 años;159,41666666;
Adra;2024;Demandantes;Mujeres;De 30 a 44 años;358,41666666;
Adra;2024;Demandantes;Mujeres;De 45 a 64 años;557,33333334;
Adra;2024;Demandantes;Mujeres;TOTAL;1075,16666666;
Adra;2024;Demandantes;Ambos sexos;De 16 a 29 años;301,99999997;
Adra;2024;Demandantes;Ambos sexos;De 30 a 44 años;543,16666666;
Adra;2024;Demandantes;Ambos sexos;De 45 a 64 años;911,66666668;
Adra;2024;Demandantes;Ambos sexos;TOTAL;1756,83333331;
Albanchez;2022;Demandantes;Hombres;De 16 a 29 años;2,33333332;
Albanchez;2022;Demandantes;Hombres;De 30 a 44 años;1,25;
Albanchez;2022;Demandantes;Hombres;De 45 a 64 años;8,75;
Albanchez;2022;Demandantes;Hombres;TOTAL;12,33333332;
Albanchez;2022;Demandantes;Mujeres;De 16 a 29 años;0,66666667;
Albanchez;2022;Demandantes;Mujeres;De 30 a 44 años;4;
Albanchez;2022;Demandantes;Mujeres;De 45 a 64 años;7,58333333;
Albanchez;2022;Demandantes;Mujeres;TOTAL;12,25;
Albanchez;2022;Demandantes;Ambos sexos;De 16 a 29 años;2,99999999;
Albanchez;2022;Demandantes;Ambos sexos;De 30 a 44 años;5,25;
Albanchez;2022;Demandantes;Ambos sexos;De 45 a 64 años;16,33333333;
Albanchez;2022;Demandantes;Ambos sexos;TOTAL;24,58333332;
Albanchez;2023;Demandantes;Hombres;De 16 a 29 años;1,41666666;
Albanchez;2023;Demandantes;Hombres;De 30 a 44 años;2,16666667;
Albanchez;2023;Demandantes;Hombres;De 45 a 64 años;8,00000002;
Albanchez;2023;Demandantes;Hombres;TOTAL;11,58333335;
Albanchez;2023;Demandantes;Mujeres;De 16 a 29 años;1,5;
Albanchez;2023;Demandantes;Mujeres;De 30 a 44 años;3;
Albanchez;2023;Demandantes;Mujeres;De 45 a 64 años;8,25;
Albanchez;2023;Demandantes;Mujeres;TOTAL;12,75;
Albanchez;2023;Demandantes;Ambos sexos;De 16 a 29 años;2,91666666;
Albanchez;2023;Demandantes;Ambos sexos;De 30 a 44 años;5,16666667;
Albanchez;2023;Demandantes;Ambos sexos;De 45 a 64 años;16,25000002;
Albanchez;2023;Demandantes;Ambos sexos;TOTAL;24,33333335;
Albanchez;2024;Demandantes;Hombres;De 16 a 29 años;1,66666667;
Albanchez;2024;Demandantes;Hombres;De 30 a 44 años;1,5;
Albanchez;2024;Demandantes;Hombres;De 45 a 64 años;8,91666667;
Albanchez;2024;Demandantes;Hombres;TOTAL;12,08333334;
Albanchez;2024;Demandantes;Mujeres;De 16 a 29 años;0,83333333;
Albanchez;2024;Demandantes;Mujeres;De 30 a 44 años;2,66666666;
Albanchez;2024;Demandantes;Mujeres;De 45 a 64 años;7,99999999;
Albanchez;2024;Demandantes;Mujeres;TOTAL;11,49999998;
Albanchez;2024;Demandantes;Ambos sexos;De 16 a 29 años;2,5;
Albanchez;2024;Demandantes;Ambos sexos;De 30 a 44 años;4,16666666;
Albanchez;2024;Demandantes;Ambos sexos;De 45 a 64 años;16,91666666;
Albanchez;2024;Demandantes;Ambos sexos;TOTAL;23,58333332;
Alboloduy;2022;Demandantes;Hombres;De 16 a 29 años;0,99999999;
Alboloduy;2022;Demandantes;Hombres;De 30 a 44 años;3,75;
Alboloduy;2022;Demandantes;Hombres;De 45 a 64 años;12,41666667;
Alboloduy;2022;Demandantes;Hombres;TOTAL;17,16666666;
Alboloduy;2022;Demandantes;Mujeres;De 16 a 29 años;2,83333333;
Alboloduy;2022;Demandantes;Mujeres;De 30 a 44 años;7,75;
Alboloduy;2022;Demandantes;Mujeres;De 45 a 64 años;4,25;
Alboloduy;2022;Demandantes;Mujeres;TOTAL;14,83333333;
Alboloduy;2022;Demandantes;Ambos sexos;De 16 a 29 años;3,83333332;
Alboloduy;2022;Demandantes;Ambos sexos;De 30 a 44 años;11,5;
Alboloduy;2022;Demandantes;Ambos sexos;De 45 a 64 años;16,66666667;
Alboloduy;2022;Demandantes;Ambos sexos;TOTAL;31,99999999;
Alboloduy;2023;Demandantes;Hombres;De 16 a 29 años;1,58333333;
Alboloduy;2023;Demandantes;Hombres;De 30 a 44 años;3,16666667;
Alboloduy;2023;Demandantes;Hombres;De 45 a 64 años;15,08333335;
Alboloduy;2023;Demandantes;Hombres;TOTAL;19,83333335;
Alboloduy;2023;Demandantes;Mujeres;De 16 a 29 años;2,58333333;
Alboloduy;2023;Demandantes;Mujeres;De 30 a 44 años;5,58333333;
Alboloduy;2023;Demandantes;Mujeres;De 45 a 64 años;5,25000001;
Alboloduy;2023;Demandantes;Mujeres;TOTAL;13,41666667;
Alboloduy;2023;Demandantes;Ambos sexos;De 16 a 29 años;4,16666666;
Alboloduy;2023;Demandantes;Ambos sexos;De 30 a 44 años;8,75;
Alboloduy;2023;Demandantes;Ambos sexos;De 45 a 64 años;20,33333336;
Alboloduy;2023;Demandantes;Ambos sexos;TOTAL;33,25000002;
Alboloduy;2024;Demandantes;Hombres;De 16 a 29 años;1;
Alboloduy;2024;Demandantes;Hombres;De 30 a 44 años;3,16666666;
Alboloduy;2024;Demandantes;Hombres;De 45 a 64 años;10,58333334;
Alboloduy;2024;Demandantes;Hombres;TOTAL;14,75;
Alboloduy;2024;Demandantes;Mujeres;De 16 a 29 años;2,08333334;
Alboloduy;2024;Demandantes;Mujeres;De 30 a 44 años;5,5;
Alboloduy;2024;Demandantes;Mujeres;De 45 a 64 años;6,08333334;
Alboloduy;2024;Demandantes;Mujeres;TOTAL;13,66666668;
Alboloduy;2024;Demandantes;Ambos sexos;De 16 a 29 años;3,08333334;
Alboloduy;2024;Demandantes;Ambos sexos;De 30 a 44 años;8,66666666;
Alboloduy;2024;Demandantes;Ambos sexos;De 45 a 64 años;16,66666668;
Alboloduy;2024;Demandantes;Ambos sexos;TOTAL;28,41666668;
Albox;2022;Demandantes;Hombres;De 16 a 29 años;56,91666667;
Albox;2022;Demandantes;Hombres;De 30 a 44 años;86;
Albox;2022;Demandantes;Hombres;De 45 a 64 años;171,91666664;
Albox;2022;Demandantes;Hombres;TOTAL;314,83333331;
Albox;2022;Demandantes;Mujeres;De 16 a 29 años;82,41666665;
Albox;2022;Demandantes;Mujeres;De 30 a 44 años;168,24999998;
Albox;2022;Demandantes;Mujeres;De 45 a 64 años;191,33333333;
Albox;2022;Demandantes;Mujeres;TOTAL;441,99999996;
Albox;2022;Demandantes;Ambos sexos;De 16 a 29 años;139,33333332;
Albox;2022;Demandantes;Ambos sexos;De 30 a 44 años;254,24999998;
Albox;2022;Demandantes;Ambos sexos;De 45 a 64 años;363,24999997;
Albox;2022;Demandantes;Ambos sexos;TOTAL;756,83333327;
Albox;2023;Demandantes;Hombres;De 16 a 29 años;60,91666667;
Albox;2023;Demandantes;Hombres;De 30 a 44 años;95,75000002;
Albox;2023;Demandantes;Hombres;De 45 a 64 años;166,83333331;
Albox;2023;Demandantes;Hombres;TOTAL;323,5;
Albox;2023;Demandantes;Mujeres;De 16 a 29 años;80,75000003;
Albox;2023;Demandantes;Mujeres;De 30 a 44 años;165,66666668;
Albox;2023;Demandantes;Mujeres;De 45 a 64 años;203,16666665;
Albox;2023;Demandantes;Mujeres;TOTAL;449,58333336;
Albox;2023;Demandantes;Ambos sexos;De 16 a 29 años;141,6666667;
Albox;2023;Demandantes;Ambos sexos;De 30 a 44 años;261,4166667;
Albox;2023;Demandantes;Ambos sexos;De 45 a 64 años;369,99999996;
Albox;2023;Demandantes;Ambos sexos;TOTAL;773,08333336;
Albox;2024;Demandantes;Hombres;De 16 a 29 años;51,00000004;
Albox;2024;Demandantes;Hombres;De 30 a 44 años;82,00000003;
Albox;2024;Demandantes;Hombres;De 45 a 64 años;149,41666664;
Albox;2024;Demandantes;Hombres;TOTAL;282,41666671;
Albox;2024;Demandantes;Mujeres;De 16 a 29 años;72,08333334;
Albox;2024;Demandantes;Mujeres;De 30 a 44 años;148,00000001;
Albox;2024;Demandantes;Mujeres;De 45 a 64 años;204,99999998;
Albox;2024;Demandantes;Mujeres;TOTAL;425,08333333;
Albox;2024;Demandantes;Ambos sexos;De 16 a 29 años;123,08333338;
Albox;2024;Demandantes;Ambos sexos;De 30 a 44 años;230,00000004;
Albox;2024;Demandantes;Ambos sexos;De 45 a 64 años;354,41666662;
Albox;2024;Demandantes;Ambos sexos;TOTAL;707,50000004;
Alcolea;2022;Demandantes;Hombres;De 16 a 29 años;4,49999999;
Alcolea;2022;Demandantes;Hombres;De 30 a 44 años;5,66666666;
Alcolea;2022;Demandantes;Hombres;De 45 a 64 años;22,50000001;
Alcolea;2022;Demandantes;Hombres;TOTAL;32,66666666;
Alcolea;2022;Demandantes;Mujeres;De 16 a 29 años;9,83333333;
Alcolea;2022;Demandantes;Mujeres;De 30 a 44 años;10,83333333;
Alcolea;2022;Demandantes;Mujeres;De 45 a 64 años;16,50000002;
Alcolea;2022;Demandantes;Mujeres;TOTAL;37,16666668;
Alcolea;2022;Demandantes;Ambos sexos;De 16 a 29 años;14,33333332;
Alcolea;2022;Demandantes;Ambos sexos;De 30 a 44 años;16,49999999;
Alcolea;2022;Demandantes;Ambos sexos;De 45 a 64 años;39,00000003;
Alcolea;2022;Demandantes;Ambos sexos;TOTAL;69,83333334;
Alcolea;2023;Demandantes;Hombres;De 16 a 29 años;6,49999999;
Alcolea;2023;Demandantes;Hombres;De 30 a 44 años;4,00000001;
Alcolea;2023;Demandantes;Hombres;De 45 a 64 años;18,66666667;
Alcolea;2023;Demandantes;Hombres;TOTAL;29,16666667;
Alcolea;2023;Demandantes;Mujeres;De 16 a 29 años;7;
Alcolea;2023;Demandantes;Mujeres;De 30 a 44 años;11,16666666;
Alcolea;2023;Demandantes;Mujeres;De 45 a 64 años;17;
Alcolea;2023;Demandantes;Mujeres;TOTAL;35,16666666;
Alcolea;2023;Demandantes;Ambos sexos;De 16 a 29 años;13,49999999;
Alcolea;2023;Demandantes;Ambos sexos;De 30 a 44 años;15,16666667;
Alcolea;2023;Demandantes;Ambos sexos;De 45 a 64 años;35,66666667;
Alcolea;2023;Demandantes;Ambos sexos;TOTAL;64,33333333;
Alcolea;2024;Demandantes;Hombres;De 16 a 29 años;4,41666667;
Alcolea;2024;Demandantes;Hombres;De 30 a 44 años;4,66666667;
Alcolea;2024;Demandantes;Hombres;De 45 a 64 años;18;
Alcolea;2024;Demandantes;Hombres;TOTAL;27,08333334;
Alcolea;2024;Demandantes;Mujeres;De 16 a 29 años;3,75;
Alcolea;2024;Demandantes;Mujeres;De 30 a 44 años;11,83333333;
Alcolea;2024;Demandantes;Mujeres;De 45 a 64 años;16,5;
Alcolea;2024;Demandantes;Mujeres;TOTAL;32,08333333;
Alcolea;2024;Demandantes;Ambos sexos;De 16 a 29 años;8,16666667;
Alcolea;2024;Demandantes;Ambos sexos;De 30 a 44 años;16,5;
Alcolea;2024;Demandantes;Ambos sexos;De 45 a 64 años;34,5;
Alcolea;2024;Demandantes;Ambos sexos;TOTAL;59,16666667;
Alcóntar;2022;Demandantes;Hombres;De 16 a 29 años;1;
Alcóntar;2022;Demandantes;Hombres;De 30 a 44 años;1,58333333;
Alcóntar;2022;Demandantes;Hombres;De 45 a 64 años;11,25;
Alcóntar;2022;Demandantes;Hombres;TOTAL;13,83333333;
Alcóntar;2022;Demandantes;Mujeres;De 16 a 29 años;2,58333334;
Alcóntar;2022;Demandantes;Mujeres;De 30 a 44 años;3,66666667;
Alcóntar;2022;Demandantes;Mujeres;De 45 a 64 años;5,08333333;
Alcóntar;2022;Demandantes;Mujeres;TOTAL;11,33333334;
Alcóntar;2022;Demandantes;Ambos sexos;De 16 a 29 años;3,58333334;
Alcóntar;2022;Demandantes;Ambos sexos;De 30 a 44 años;5,25;
Alcóntar;2022;Demandantes;Ambos sexos;De 45 a 64 años;16,33333333;
Alcóntar;2022;Demandantes;Ambos sexos;TOTAL;25,16666667;
Alcóntar;2023;Demandantes;Hombres;De 16 a 29 años;0,99999999;
Alcóntar;2023;Demandantes;Hombres;De 30 a 44 años;1,58333333;
Alcóntar;2023;Demandantes;Hombres;De 45 a 64 años;9,58333332;
Alcóntar;2023;Demandantes;Hombres;TOTAL;12,16666664;
Alcóntar;2023;Demandantes;Mujeres;De 16 a 29 años;1,41666666;
Alcóntar;2023;Demandantes;Mujeres;De 30 a 44 años;4,66666666;
Alcóntar;2023;Demandantes;Mujeres;De 45 a 64 años;4,41666667;
Alcóntar;2023;Demandantes;Mujeres;TOTAL;10,49999999;
Alcóntar;2023;Demandantes;Ambos sexos;De 16 a 29 años;2,41666665;
Alcóntar;2023;Demandantes;Ambos sexos;De 30 a 44 años;6,24999999;
Alcóntar;2023;Demandantes;Ambos sexos;De 45 a 64 años;13,99999999;
Alcóntar;2023;Demandantes;Ambos sexos;TOTAL;22,66666663;
Alcóntar;2024;Demandantes;Hombres;De 16 a 29 años;0,91666667;
Alcóntar;2024;Demandantes;Hombres;De 30 a 44 años;1,08333333;
Alcóntar;2024;Demandantes;Hombres;De 45 a 64 años;9,08333333;
Alcóntar;2024;Demandantes;Hombres;TOTAL;11,08333333;
Alcóntar;2024;Demandantes;Mujeres;De 16 a 29 años;2;
Alcóntar;2024;Demandantes;Mujeres;De 30 a 44 años;3,5;
Alcóntar;2024;Demandantes;Mujeres;De 45 a 64 años;3,75;
Alcóntar;2024;Demandantes;Mujeres;TOTAL;9,25;
Alcóntar;2024;Demandantes;Ambos sexos;De 16 a 29 años;2,91666667;
Alcóntar;2024;Demandantes;Ambos sexos;De 30 a 44 años;4,58333333;
Alcóntar;2024;Demandantes;Ambos sexos;De 45 a 64 años;12,83333333;
Alcóntar;2024;Demandantes;Ambos sexos;TOTAL;20,33333333;
Alcudia de Monteagud;2022;Demandantes;Hombres;De 16 a 29 años;1;
Alcudia de Monteagud;2022;Demandantes;Hombres;De 30 a 44 años;0,08333333;
Alcudia de Monteagud;2022;Demandantes;Hombres;De 45 a 64 años;2,33333333;
Alcudia de Monteagud;2022;Demandantes;Hombres;TOTAL;3,41666666;
Alcudia de Monteagud;2022;Demandantes;Mujeres;De 16 a 29 años;-;
Alcudia de Monteagud;2022;Demandantes;Mujeres;De 30 a 44 años;1,33333334;
Alcudia de Monteagud;2022;Demandantes;Mujeres;De 45 a 64 años;3,58333333;
Alcudia de Monteagud;2022;Demandantes;Mujeres;TOTAL;4,91666667;
Alcudia de Monteagud;2022;Demandantes;Ambos sexos;De 16 a 29 años;1;
Alcudia de Monteagud;2022;Demandantes;Ambos sexos;De 30 a 44 años;1,41666667;
Alcudia de Monteagud;2022;Demandantes;Ambos sexos;De 45 a 64 años;5,91666666;
Alcudia de Monteagud;2022;Demandantes;Ambos sexos;TOTAL;8,33333333;
Alcudia de Monteagud;2023;Demandantes;Hombres;De 16 a 29 años;0,33333333;
Alcudia de Monteagud;2023;Demandantes;Hombres;De 30 a 44 años;-;
Alcudia de Monteagud;2023;Demandantes;Hombres;De 45 a 64 años;1,75;
Alcudia de Monteagud;2023;Demandantes;Hombres;TOTAL;2,08333333;
Alcudia de Monteagud;2023;Demandantes;Mujeres;De 16 a 29 años;0,16666667;
Alcudia de Monteagud;2023;Demandantes;Mujeres;De 30 a 44 años;-;
