Territorio;Anual;Medida;Sexo;Edad;Valor;
Almería;2014;Demandantes;Hombres;De 16 a 29 años;7856,33333332;
Almería;2014;Demandantes;Hombres;De 30 a 44 años;14720,99999989;
Almería;2014;Demandantes;Hombres;De 45 a 64 años;16394,66666657;
Almería;2014;Demandantes;Hombres;TOTAL;38971,99999978;
Almería;2014;Demandantes;Mujeres;De 16 a 29 años;8993,41666659;
Almería;2014;Demandantes;Mujeres;De 30 a 44 años;16842,00000013;
Almería;2014;Demandantes;Mujeres;De 45 a 64 años;14616,16666666;
Almería;2014;Demandantes;Mujeres;TOTAL;40451,58333338;
Almería;2014;Demandantes;Ambos sexos;De 16 a 29 años;16849,74999991;
Almería;2014;Demandantes;Ambos sexos;De 30 a 44 años;31563,00000002;
Almería;2014;Demandantes;Ambos sexos;De 45 a 64 años;31010,83333323;
Almería;2014;Demandantes;Ambos sexos;TOTAL;79423,58333316;
Almería;2015;Demandantes;Hombres;De 16 a 29 años;7657,49999978;
Almería;2015;Demandantes;Hombres;De 30 a 44 años;13126,83333331;
Almería;2015;Demandantes;Hombres;De 45 a 64 años;15776,24999992;
Almería;2015;Demandantes;Hombres;TOTAL;36560,58333301;
Almería;2015;Demandantes;Mujeres;De 16 a 29 años;8842,33333305;
Almería;2015;Demandantes;Mujeres;De 30 a 44 años;16340,25000001;
Almería;2015;Demandantes;Mujeres;De 45 a 64 años;14982,24999996;
Almería;2015;Demandantes;Mujeres;TOTAL;40164,83333302;
Almería;2015;Demandantes;Ambos sexos;De 16 a 29 años;16499,83333283;
Almería;2015;Demandantes;Ambos sexos;De 30 a 44 años;29467,08333332;
Almería;2015;Demandantes;Ambos sexos;De 45 a 64 años;30758,49999988;
Almería;2015;Demandantes;Ambos sexos;TOTAL;76725,41666603;
Abla;2013;Demandantes;Hombres;De 16 a 29 años;16,16666666;
Abla;2013;Demandantes;Hombres;De 30 a 44 años;25,75000001;
Abla;2013;Demandantes;Hombres;De 45 a 64 años;34,16666666;
Abla;2013;Demandantes;Hombres;TOTAL;76,08333333;
Abla;2013;Demandantes;Mujeres;De 16 a 29 años;13,16666667;
Abla;2013;Demandantes;Mujeres;De 30 a 44 años;23,66666666;
Abla;2013;Demandantes;Mujeres;De 45 a 64 años;12,16666667;
Abla;2013;Demandantes;Mujeres;TOTAL;49;
Abla;2013;Demandantes;Ambos sexos;De 16 a 29 años;29,33333333;
Abla;2013;Demandantes;Ambos sexos;De 30 a 44 años;49,41666667;
Abla;2013;Demandantes;Ambos sexos;De 45 a 64 años;46,33333333;
Abla;2013;Demandantes;Ambos sexos;TOTAL;125,08333333;
Abla;2014;Demandantes;Hombres;De 16 a 29 años;14;
Abla;2014;Demandantes;Hombres;De 30 a 44 años;24,16666666;
Abla;2014;Demandantes;Hombres;De 45 a 64 años;38,00000002;
Abla;2014;Demandantes;Hombres;TOTAL;76,16666668;
Abla;2014;Demandantes;Mujeres;De 16 a 29 años;15,58333333;
Abla;2014;Demandantes;Mujeres;De 30 a 44 años;25,00000001;
Abla;2014;Demandantes;Mujeres;De 45 a 64 años;9,83333333;
Abla;2014;Demandantes;Mujeres;TOTAL;50,41666667;
Abla;2014;Demandantes;Ambos sexos;De 16 a 29 años;29,58333333;
Abla;2014;Demandantes;Ambos sexos;De 30 a 44 años;49,16666667;
Abla;2014;Demandantes;Ambos sexos;De 45 a 64 años;47,83333335;
Abla;2014;Demandantes;Ambos sexos;TOTAL;126,58333335;
Abla;2015;Demandantes;Hombres;De 16 a 29 años;11,91666666;
Abla;2015;Demandantes;Hombres;De 30 a 44 años;16,08333333;
Abla;2015;Demandantes;Hombres;De 45 a 64 años;35,08333332;
Abla;2015;Demandantes;Hombres;TOTAL;63,08333331;
Abla;2015;Demandantes;Mujeres;De 16 a 29 años;12,08333333;
Abla;2015;Demandantes;Mujeres;De 30 a 44 años;21,08333333;
Abla;2015;Demandantes;Mujeres;De 45 a 64 años;10,08333334;
Abla;2015;Demandantes;Mujeres;TOTAL;43,25;
Abla;2015;Demandantes;Ambos sexos;De 16 a 29 años;23,99999999;
Abla;2015;Demandantes;Ambos sexos;De 30 a 44 años;37,16666666;
Abla;2015;Demandantes;Ambos sexos;De 45 a 64 años;45,16666666;
Abla;2015;Demandantes;Ambos sexos;TOTAL;106,33333331;
Abrucena;2013;Demandantes;Hombres;De 16 a 29 años;6,91666668;
Abrucena;2013;Demandantes;Hombres;De 30 a 44 años;14,25;
Abrucena;2013;Demandantes;Hombres;De 45 a 64 años;22;
Abrucena;2013;Demandantes;Hombres;TOTAL;43,16666668;
Abrucena;2013;Demandantes;Mujeres;De 16 a 29 años;8,91666667;
Abrucena;2013;Demandantes;Mujeres;De 30 a 44 años;15,08333333;
Abrucena;2013;Demandantes;Mujeres;De 45 a 64 años;5,75;
Abrucena;2013;Demandantes;Mujeres;TOTAL;29,75;
Abrucena;2013;Demandantes;Ambos sexos;De 16 a 29 años;15,83333335;
Abrucena;2013;Demandantes;Ambos sexos;De 30 a 44 años;29,33333333;
Abrucena;2013;Demandantes;Ambos sexos;De 45 a 64 años;27,75;
Abrucena;2013;Demandantes;Ambos sexos;TOTAL;72,91666668;
Abrucena;2014;Demandantes;Hombres;De 16 a 29 años;7,74999999;
Abrucena;2014;Demandantes;Hombres;De 30 a 44 años;14,24999999;
Abrucena;2014;Demandantes;Hombres;De 45 a 64 años;19,99999999;
Abrucena;2014;Demandantes;Hombres;TOTAL;41,99999997;
Abrucena;2014;Demandantes;Mujeres;De 16 a 29 años;10,75;
Abrucena;2014;Demandantes;Mujeres;De 30 a 44 años;16,75000001;
Abrucena;2014;Demandantes;Mujeres;De 45 a 64 años;7,83333332;
Abrucena;2014;Demandantes;Mujeres;TOTAL;35,33333333;
Abrucena;2014;Demandantes;Ambos sexos;De 16 a 29 años;18,49999999;
Abrucena;2014;Demandantes;Ambos sexos;De 30 a 44 años;31;
Abrucena;2014;Demandantes;Ambos sexos;De 45 a 64 años;27,83333331;
Abrucena;2014;Demandantes;Ambos sexos;TOTAL;77,3333333;
Abrucena;2015;Demandantes;Hombres;De 16 a 29 años;8,83333334;
Abrucena;2015;Demandantes;Hombres;De 30 a 44 años;14,33333332;
Abrucena;2015;Demandantes;Hombres;De 45 a 64 años;20,25;
Abrucena;2015;Demandantes;Hombres;TOTAL;43,41666666;
Abrucena;2015;Demandantes;Mujeres;De 16 a 29 años;14,66666666;
Abrucena;2015;Demandantes;Mujeres;De 30 a 44 años;13,41666667;
Abrucena;2015;Demandantes;Mujeres;De 45 a 64 años;10,00000001;
Abrucena;2015;Demandantes;Mujeres;TOTAL;38,08333334;
Abrucena;2015;Demandantes;Ambos sexos;De 16 a 29 años;23,5;
Abrucena;2015;Demandantes;Ambos sexos;De 30 a 44 años;27,74999999;
Abrucena;2015;Demandantes;Ambos sexos;De 45 a 64 años;30,25000001;
Abrucena;2015;Demandantes;Ambos sexos;TOTAL;81,5;
Adra;2013;Demandantes;Hombres;De 16 a 29 años;279,66666667;
Adra;2013;Demandantes;Hombres;De 30 a 44 años;547,08333332;
Adra;2013;Demandantes;Hombres;De 45 a 64 años;579,33333334;
Adra;2013;Demandantes;Hombres;TOTAL;1406,08333333;
Adra;2013;Demandantes;Mujeres;De 16 a 29 años;370,41666669;
Adra;2013;Demandantes;Mujeres;De 30 a 44 años;646,4166667;
Adra;2013;Demandantes;Mujeres;De 45 a 64 años;570,91666666;
Adra;2013;Demandantes;Mujeres;TOTAL;1587,75000005;
Adra;2013;Demandantes;Ambos sexos;De 16 a 29 años;650,08333336;
Adra;2013;Demandantes;Ambos sexos;De 30 a 44 años;1193,50000002;
Adra;2013;Demandantes;Ambos sexos;De 45 a 64 años;1150,25;
Adra;2013;Demandantes;Ambos sexos;TOTAL;2993,83333338;
Adra;2014;Demandantes;Hombres;De 16 a 29 años;295,41666666;
Adra;2014;Demandantes;Hombres;De 30 a 44 años;516,41666669;
Adra;2014;Demandantes;Hombres;De 45 a 64 años;581,08333331;
Adra;2014;Demandantes;Hombres;TOTAL;1392,91666666;
Adra;2014;Demandantes;Mujeres;De 16 a 29 años;377,16666665;
Adra;2014;Demandantes;Mujeres;De 30 a 44 años;669,99999998;
Adra;2014;Demandantes;Mujeres;De 45 a 64 años;593,83333332;
Adra;2014;Demandantes;Mujeres;TOTAL;1640,99999995;
Adra;2014;Demandantes;Ambos sexos;De 16 a 29 años;672,58333331;
Adra;2014;Demandantes;Ambos sexos;De 30 a 44 años;1186,41666667;
Adra;2014;Demandantes;Ambos sexos;De 45 a 64 años;1174,91666663;
Adra;2014;Demandantes;Ambos sexos;TOTAL;3033,91666661;
Adra;2015;Demandantes;Hombres;De 16 a 29 años;323,41666665;
Adra;2015;Demandantes;Hombres;De 30 a 44 años;483,83333334;
Adra;2015;Demandantes;Hombres;De 45 a 64 años;588,58333331;
Adra;2015;Demandantes;Hombres;TOTAL;1395,8333333;
Adra;2015;Demandantes;Mujeres;De 16 a 29 años;386,91666666;
Adra;2015;Demandantes;Mujeres;De 30 a 44 años;666,58333334;
Adra;2015;Demandantes;Mujeres;De 45 a 64 años;616,58333333;
Adra;2015;Demandantes;Mujeres;TOTAL;1670,08333333;
Adra;2015;Demandantes;Ambos sexos;De 16 a 29 años;710,33333331;
Adra;2015;Demandantes;Ambos sexos;De 30 a 44 años;1150,41666668;
Adra;2015;Demandantes;Ambos sexos;De 45 a 64 años;1205,16666664;
Adra;2015;Demandantes;Ambos sexos;TOTAL;3065,91666663;
Albanchez;2013;Demandantes;Hombres;De 16 a 29 años;3,50000001;
Albanchez;2013;Demandantes;Hombres;De 30 a 44 años;5,83333334;
Albanchez;2013;Demandantes;Hombres;De 45 a 64 años;3,5;
Albanchez;2013;Demandantes;Hombres;TOTAL;12,83333335;
Albanchez;2013;Demandantes;Mujeres;De 16 a 29 años;1,99999999;
Albanchez;2013;Demandantes;Mujeres;De 30 a 44 años;8,16666667;
Albanchez;2013;Demandantes;Mujeres;De 45 a 64 años;4,25;
Albanchez;2013;Demandantes;Mujeres;TOTAL;14,41666666;
Albanchez;2013;Demandantes;Ambos sexos;De 16 a 29 años;5,5;
Albanchez;2013;Demandantes;Ambos sexos;De 30 a 44 años;14,00000001;
Albanchez;2013;Demandantes;Ambos sexos;De 45 a 64 años;7,75;
Albanchez;2013;Demandantes;Ambos sexos;TOTAL;27,25000001;
Albanchez;2014;Demandantes;Hombres;De 16 a 29 años;3,41666667;
Albanchez;2014;Demandantes;Hombres;De 30 a 44 años;7,33333333;
Albanchez;2014;Demandantes;Hombres;De 45 a 64 años;7,24999999;
Albanchez;2014;Demandantes;Hombres;TOTAL;17,99999999;
Albanchez;2014;Demandantes;Mujeres;De 16 a 29 años;4,33333333;
Albanchez;2014;Demandantes;Mujeres;De 30 a 44 años;7,41666667;
Albanchez;2014;Demandantes;Mujeres;De 45 a 64 años;4,25;
Albanchez;2014;Demandantes;Mujeres;TOTAL;16;
Albanchez;2014;Demandantes;Ambos sexos;De 16 a 29 años;7,75;
Albanchez;2014;Demandantes;Ambos sexos;De 30 a 44 años;14,75;
Albanchez;2014;Demandantes;Ambos sexos;De 45 a 64 años;11,49999999;
Albanchez;2014;Demandantes;Ambos sexos;TOTAL;33,99999999;
Albanchez;2015;Demandantes;Hombres;De 16 a 29 años;1,91666667;
Albanchez;2015;Demandantes;Hombres;De 30 a 44 años;6,75;
Albanchez;2015;Demandantes;Hombres;De 45 a 64 años;6,08333334;
Albanchez;2015;Demandantes;Hombres;TOTAL;14,75000001;
Albanchez;2015;Demandantes;Mujeres;De 16 a 29 años;2,66666666;
Albanchez;2015;Demandantes;Mujeres;De 30 a 44 años;5,24999999;
Albanchez;2015;Demandantes;Mujeres;De 45 a 64 años;2,49999999;
Albanchez;2015;Demandantes;Mujeres;TOTAL;10,41666664;
Albanchez;2015;Demandantes;Ambos sexos;De 16 a 29 años;4,58333333;
Albanchez;2015;Demandantes;Ambos sexos;De 30 a 44 años;11,99999999;
Albanchez;2015;Demandantes;Ambos sexos;De 45 a 64 años;8,58333333;
Albanchez;2015;Demandantes;Ambos sexos;TOTAL;25,16666665;
Alboloduy;2013;Demandantes;Hombres;De 16 a 29 años;4,50000001;
Alboloduy;2013;Demandantes;Hombres;De 30 a 44 años;12,83333333;
Alboloduy;2013;Demandantes;Hombres;De 45 a 64 años;13,75;
Alboloduy;2013;Demandantes;Hombres;TOTAL;31,08333334;
Alboloduy;2013;Demandantes;Mujeres;De 16 a 29 años;5,91666667;
Alboloduy;2013;Demandantes;Mujeres;De 30 a 44 años;9,91666667;
Alboloduy;2013;Demandantes;Mujeres;De 45 a 64 años;6,33333334;
Alboloduy;2013;Demandantes;Mujeres;TOTAL;22,16666668;
Alboloduy;2013;Demandantes;Ambos sexos;De 16 a 29 años;10,41666668;
Alboloduy;2013;Demandantes;Ambos sexos;De 30 a 44 años;22,75;
Alboloduy;2013;Demandantes;Ambos sexos;De 45 a 64 años;20,08333334;
Alboloduy;2013;Demandantes;Ambos sexos;TOTAL;53,25000002;
Alboloduy;2014;Demandantes;Hombres;De 16 a 29 años;6,91666667;
Alboloduy;2014;Demandantes;Hombres;De 30 a 44 años;11,91666666;
Alboloduy;2014;Demandantes;Hombres;De 45 a 64 años;14,66666666;
Alboloduy;2014;Demandantes;Hombres;TOTAL;33,49999999;
Alboloduy;2014;Demandantes;Mujeres;De 16 a 29 años;6,41666667;
Alboloduy;2014;Demandantes;Mujeres;De 30 a 44 años;9,74999999;
Alboloduy;2014;Demandantes;Mujeres;De 45 a 64 años;5,74999999;
Alboloduy;2014;Demandantes;Mujeres;TOTAL;21,91666665;
Alboloduy;2014;Demandantes;Ambos sexos;De 16 a 29 años;13,33333334;
Alboloduy;2014;Demandantes;Ambos sexos;De 30 a 44 años;21,66666665;
Alboloduy;2014;Demandantes;Ambos sexos;De 45 a 64 años;20,41666665;
Alboloduy;2014;Demandantes;Ambos sexos;TOTAL;55,41666664;
Alboloduy;2015;Demandantes;Hombres;De 16 a 29 años;4,83333334;
Alboloduy;2015;Demandantes;Hombres;De 30 a 44 años;8,08333334;
Alboloduy;2015;Demandantes;Hombres;De 45 a 64 años;12,16666667;
Alboloduy;2015;Demandantes;Hombres;TOTAL;25,08333335;
Alboloduy;2015;Demandantes;Mujeres;De 16 a 29 años;7,99999999;
Alboloduy;2015;Demandantes;Mujeres;De 30 a 44 años;9;
Alboloduy;2015;Demandantes;Mujeres;De 45 a 64 años;5,25;
Alboloduy;2015;Demandantes;Mujeres;TOTAL;22,24999999;
Alboloduy;2015;Demandantes;Ambos sexos;De 16 a 29 años;12,83333333;
Alboloduy;2015;Demandantes;Ambos sexos;De 30 a 44 años;17,08333334;
Alboloduy;2015;Demandantes;Ambos sexos;De 45 a 64 años;17,41666667;
Alboloduy;2015;Demandantes;Ambos sexos;TOTAL;47,33333334;
Albox;2013;Demandantes;Hombres;De 16 a 29 años;121,66666664;
Albox;2013;Demandantes;Hombres;De 30 a 44 años;206,75000002;
Albox;2013;Demandantes;Hombres;De 45 a 64 años;225,66666666;
Albox;2013;Demandantes;Hombres;TOTAL;554,08333332;
Albox;2013;Demandantes;Mujeres;De 16 a 29 años;153,41666668;
Albox;2013;Demandantes;Mujeres;De 30 a 44 años;213,08333334;
Albox;2013;Demandantes;Mujeres;De 45 a 64 años;134,83333333;
Albox;2013;Demandantes;Mujeres;TOTAL;501,33333335;
Albox;2013;Demandantes;Ambos sexos;De 16 a 29 años;275,08333332;
Albox;2013;Demandantes;Ambos sexos;De 30 a 44 años;419,83333336;
Albox;2013;Demandantes;Ambos sexos;De 45 a 64 años;360,49999999;
Albox;2013;Demandantes;Ambos sexos;TOTAL;1055,41666667;
Albox;2014;Demandantes;Hombres;De 16 a 29 años;115,50000001;
Albox;2014;Demandantes;Hombres;De 30 a 44 años;178,24999999;
Albox;2014;Demandantes;Hombres;De 45 a 64 años;228,50000001;
Albox;2014;Demandantes;Hombres;TOTAL;522,25000001;
Albox;2014;Demandantes;Mujeres;De 16 a 29 años;142,83333331;
Albox;2014;Demandantes;Mujeres;De 30 a 44 años;209,91666669;
Albox;2014;Demandantes;Mujeres;De 45 a 64 años;147,41666669;
Albox;2014;Demandantes;Mujeres;TOTAL;500,16666669;
Albox;2014;Demandantes;Ambos sexos;De 16 a 29 años;258,33333332;
Albox;2014;Demandantes;Ambos sexos;De 30 a 44 años;388,16666668;
Albox;2014;Demandantes;Ambos sexos;De 45 a 64 años;375,9166667;
Albox;2014;Demandantes;Ambos sexos;TOTAL;1022,4166667;
Albox;2015;Demandantes;Hombres;De 16 a 29 años;110,58333334;
Albox;2015;Demandantes;Hombres;De 30 a 44 años;170,16666664;
Albox;2015;Demandantes;Hombres;De 45 a 64 años;209;
Albox;2015;Demandantes;Hombres;TOTAL;489,74999998;
Albox;2015;Demandantes;Mujeres;De 16 a 29 años;149,91666667;
Albox;2015;Demandantes;Mujeres;De 30 a 44 años;209,91666664;
Albox;2015;Demandantes;Mujeres;De 45 a 64 años;164,25000002;
Albox;2015;Demandantes;Mujeres;TOTAL;524,08333333;
Albox;2015;Demandantes;Ambos sexos;De 16 a 29 años;260,50000001;
Albox;2015;Demandantes;Ambos sexos;De 30 a 44 años;380,08333328;
Albox;2015;Demandantes;Ambos sexos;De 45 a 64 años;373,25000002;
Albox;2015;Demandantes;Ambos sexos;TOTAL;1013,83333331;
Alcolea;2013;Demandantes;Hombres;De 16 a 29 años;7,83333333;
Alcolea;2013;Demandantes;Hombres;De 30 a 44 años;8,75;
Alcolea;2013;Demandantes;Hombres;De 45 a 64 años;27,33333333;
Alcolea;2013;Demandantes;Hombres;TOTAL;43,91666666;
Alcolea;2013;Demandantes;Mujeres;De 16 a 29 años;14,83333334;
Alcolea;2013;Demandantes;Mujeres;De 30 a 44 años;9,91666667;
Alcolea;2013;Demandantes;Mujeres;De 45 a 64 años;7,16666667;
Alcolea;2013;Demandantes;Mujeres;TOTAL;31,91666668;
Alcolea;2013;Demandantes;Ambos sexos;De 16 a 29 años;22,66666667;
Alcolea;2013;Demandantes;Ambos sexos;De 30 a 44 años;18,66666667;
Alcolea;2013;Demandantes;Ambos sexos;De 45 a 64 años;34,5;
Alcolea;2013;Demandantes;Ambos sexos;TOTAL;75,83333334;
Alcolea;2014;Demandantes;Hombres;De 16 a 29 años;7,75000001;
Alcolea;2014;Demandantes;Hombres;De 30 a 44 años;8,25000001;
Alcolea;2014;Demandantes;Hombres;De 45 a 64 años;31,75000001;
Alcolea;2014;Demandantes;Hombres;TOTAL;47,75000003;
Alcolea;2014;Demandantes;Mujeres;De 16 a 29 años;18,24999999;
Alcolea;2014;Demandantes;Mujeres;De 30 a 44 años;13,08333333;
Alcolea;2014;Demandantes;Mujeres;De 45 a 64 años;8,33333334;
Alcolea;2014;Demandantes;Mujeres;TOTAL;39,66666666;
Alcolea;2014;Demandantes;Ambos sexos;De 16 a 29 años;26;
Alcolea;2014;Demandantes;Ambos sexos;De 30 a 44 años;21,33333334;
Alcolea;2014;Demandantes;Ambos sexos;De 45 a 64 años;40,08333335;
Alcolea;2014;Demandantes;Ambos sexos;TOTAL;87,41666669;
Alcolea;2015;Demandantes;Hombres;De 16 a 29 años;11,83333333;
Alcolea;2015;Demandantes;Hombres;De 30 a 44 años;9,66666667;
Alcolea;2015;Demandantes;Hombres;De 45 a 64 años;34,58333334;
Alcolea;2015;Demandantes;Hombres;TOTAL;56,08333334;
Alcolea;2015;Demandantes;Mujeres;De 16 a 29 años;17;
Alcolea;2015;Demandantes;Mujeres;De 30 a 44 años;9,25000001;
Alcolea;2015;Demandantes;Mujeres;De 45 a 64 años;6,16666665;
Alcolea;2015;Demandantes;Mujeres;TOTAL;32,41666666;
Alcolea;2015;Demandantes;Ambos sexos;De 16 a 29 años;28,83333333;
Alcolea;2015;Demandantes;Ambos sexos;De 30 a 44 años;18,91666668;
Alcolea;2015;Demandantes;Ambos sexos;De 45 a 64 años;40,74999999;
Alcolea;2015;Demandantes;Ambos sexos;TOTAL;88,5;
Alcóntar;2013;Demandantes;Hombres;De 16 a 29 años;1,83333333;
Alcóntar;2013;Demandantes;Hombres;De 30 a 44 años;4,83333334;
Alcóntar;2013;Demandantes;Hombres;De 45 a 64 años;10,58333333;
Alcóntar;2013;Demandantes;Hombres;TOTAL;17,25;
Alcóntar;2013;Demandantes;Mujeres;De 16 a 29 años;1,5;
Alcóntar;2013;Demandantes;Mujeres;De 30 a 44 años;4;
Alcóntar;2013;Demandantes;Mujeres;De 45 a 64 años;6,16666666;
Alcóntar;2013;Demandantes;Mujeres;TOTAL;11,66666666;
Alcóntar;2013;Demandantes;Ambos sexos;De 16 a 29 años;3,33333333;
Alcóntar;2013;Demandantes;Ambos sexos;De 30 a 44 años;8,83333334;
Alcóntar;2013;Demandantes;Ambos sexos;De 45 a 64 años;16,74999999;
Alcóntar;2013;Demandantes;Ambos sexos;TOTAL;28,91666666;
Alcóntar;2014;Demandantes;Hombres;De 16 a 29 años;2;
Alcóntar;2014;Demandantes;Hombres;De 30 a 44 años;3,33333334;
Alcóntar;2014;Demandantes;Hombres;De 45 a 64 años;8,41666667;
Alcóntar;2014;Demandantes;Hombres;TOTAL;13,75000001;
Alcóntar;2014;Demandantes;Mujeres;De 16 a 29 años;2,58333333;
Alcóntar;2014;Demandantes;Mujeres;De 30 a 44 años;4,75;
Alcóntar;2014;Demandantes;Mujeres;De 45 a 64 años;5,33333334;
Alcóntar;2014;Demandantes;Mujeres;TOTAL;12,66666667;
Alcóntar;2014;Demandantes;Ambos sexos;De 16 a 29 años;4,58333333;
Alcóntar;2014;Demandantes;Ambos sexos;De 30 a 44 años;8,08333334;
Alcóntar;2014;Demandantes;Ambos sexos;De 45 a 64 años;13,75000001;
Alcóntar;2014;Demandantes;Ambos sexos;TOTAL;26,41666668;
Alcóntar;2015;Demandantes;Hombres;De 16 a 29 años;4,5;
Alcóntar;2015;Demandantes;Hombres;De 30 a 44 años;4,83333333;
Alcóntar;2015;Demandantes;Hombres;De 45 a 64 años;8,25;
Alcóntar;2015;Demandantes;Hombres;TOTAL;17,58333333;
Alcóntar;2015;Demandantes;Mujeres;De 16 a 29 años;2,08333333;
Alcóntar;2015;Demandantes;Mujeres;De 30 a 44 años;3,58333333;
Alcóntar;2015;Demandantes;Mujeres;De 45 a 64 años;6,83333333;
Alcóntar;2015;Demandantes;Mujeres;TOTAL;12,49999999;
Alcóntar;2015;Demandantes;Ambos sexos;De 16 a 29 años;6,58333333;
Alcóntar;2015;Demandantes;Ambos sexos;De 30 a 44 años;8,41666666;
Alcóntar;2015;Demandantes;Ambos sexos;De 45 a 64 años;15,08333333;
Alcóntar;2015;Demandantes;Ambos sexos;TOTAL;30,08333332;
Alcudia de Monteagud;2013;Demandantes;Hombres;De 16 a 29 años;1;
Alcudia de Monteagud;2013;Demandantes;Hombres;De 30 a 44 años;0,5;
Alcudia de Monteagud;2013;Demandantes;Hombres;De 45 a 64 años;1,66666666;
Alcudia de Monteagud;2013;Demandantes;Hombres;TOTAL;3,16666666;
Alcudia de Monteagud;2013;Demandantes;Mujeres;De 16 a 29 años;0,25;
Alcudia de Monteagud;2013;Demandantes;Mujeres;De 30 a 44 años;0,33333333;
Alcudia de Monteagud;2013;Demandantes;Mujeres;De 45 a 64 años;1;
Alcudia de Monteagud;2013;Demandantes;Mujeres;TOTAL;1,58333333;
Alcudia de Monteagud;2013;Demandantes;Ambos sexos;De 16 a 29 años;1,25;
Alcudia de Monteagud;2013;Demandantes;Ambos sexos;De 30 a 44 años;0,83333333;
Alcudia de Monteagud;2013;Demandantes;Ambos sexos;De 45 a 64 años;2,66666666;
Alcudia de Monteagud;2013;Demandantes;Ambos sexos;TOTAL;4,74999999;
Alcudia de Monteagud;2014;Demandantes;Hombres;De 16 a 29 años;0,91666666;
Alcudia de Monteagud;2014;Demandantes;Hombres;De 30 a 44 años;1,41666667;
Alcudia de Monteagud;2014;Demandantes;Hombres;De 45 a 64 años;3,25;
Alcudia de Monteagud;2014;Demandantes;Hombres;TOTAL;5,58333333;
Alcudia de Monteagud;2014;Demandantes;Mujeres;De 16 a 29 años;0,41666666;
