Lugar de residencia;Anual;Sexo;Medida;Valor;
Albuñán;2021;Ambos sexos;Crecimiento vegetativo;0;
Albuñán;2021;Hombres;Crecimiento vegetativo;1;
Albuñán;2021;Mujeres;Crecimiento vegetativo;-1;
Albuñán;2022;Ambos sexos;Crecimiento vegetativo;-4;
Albuñán;2022;Hombres;Crecimiento vegetativo;-3;
Albuñán;2022;Mujeres;Crecimiento vegetativo;-1;
Albuñán;2023;Ambos sexos;Crecimiento vegetativo;-4;
Albuñán;2023;Hombres;Crecimiento vegetativo;-2;
Albuñán;2023;Mujeres;Crecimiento vegetativo;-2;
Albuñol;2010;Ambos sexos;Crecimiento vegetativo;19;
Albuñol;2010;Hombres;Crecimiento vegetativo;12;
Albuñol;2010;Mujeres;Crecimiento vegetativo;7;
Albuñol;2011;Ambos sexos;Crecimiento vegetativo;14;
Albuñol;2011;Hombres;Crecimiento vegetativo;5;
Albuñol;2011;Mujeres;Crecimiento vegetativo;9;
Albuñol;2012;Ambos sexos;Crecimiento vegetativo;43;
Albuñol;2012;Hombres;Crecimiento vegetativo;22;
Albuñol;2012;Mujeres;Crecimiento vegetativo;21;
Albuñol;2013;Ambos sexos;Crecimiento vegetativo;37;
Albuñol;2013;Hombres;Crecimiento vegetativo;23;
Albuñol;2013;Mujeres;Crecimiento vegetativo;14;
Albuñol;2014;Ambos sexos;Crecimiento vegetativo;32;
Albuñol;2014;Hombres;Crecimiento vegetativo;18;
Albuñol;2014;Mujeres;Crecimiento vegetativo;14;
Albuñol;2015;Ambos sexos;Crecimiento vegetativo;25;
Albuñol;2015;Hombres;Crecimiento vegetativo;3;
Albuñol;2015;Mujeres;Crecimiento vegetativo;22;
Albuñol;2016;Ambos sexos;Crecimiento vegetativo;28;
Albuñol;2016;Hombres;Crecimiento vegetativo;23;
Albuñol;2016;Mujeres;Crecimiento vegetativo;5;
Albuñol;2017;Ambos sexos;Crecimiento vegetativo;23;
Albuñol;2017;Hombres;Crecimiento vegetativo;12;
Albuñol;2017;Mujeres;Crecimiento vegetativo;11;
Albuñol;2018;Ambos sexos;Crecimiento vegetativo;30;
Albuñol;2018;Hombres;Crecimiento vegetativo;3;
Albuñol;2018;Mujeres;Crecimiento vegetativo;27;
Albuñol;2019;Ambos sexos;Crecimiento vegetativo;46;
Albuñol;2019;Hombres;Crecimiento vegetativo;28;
Albuñol;2019;Mujeres;Crecimiento vegetativo;18;
Albuñol;2020;Ambos sexos;Crecimiento vegetativo;21;
Albuñol;2020;Hombres;Crecimiento vegetativo;3;
Albuñol;2020;Mujeres;Crecimiento vegetativo;18;
Albuñol;2021;Ambos sexos;Crecimiento vegetativo;-2;
Albuñol;2021;Hombres;Crecimiento vegetativo;-9;
Albuñol;2021;Mujeres;Crecimiento vegetativo;7;
Albuñol;2022;Ambos sexos;Crecimiento vegetativo;3;
Albuñol;2022;Hombres;Crecimiento vegetativo;1;
Albuñol;2022;Mujeres;Crecimiento vegetativo;2;
Albuñol;2023;Ambos sexos;Crecimiento vegetativo;23;
Albuñol;2023;Hombres;Crecimiento vegetativo;13;
Albuñol;2023;Mujeres;Crecimiento vegetativo;10;
Albuñuelas;2010;Ambos sexos;Crecimiento vegetativo;-1;
Albuñuelas;2010;Hombres;Crecimiento vegetativo;0;
Albuñuelas;2010;Mujeres;Crecimiento vegetativo;-1;
Albuñuelas;2011;Ambos sexos;Crecimiento vegetativo;-10;
Albuñuelas;2011;Hombres;Crecimiento vegetativo;-5;
Albuñuelas;2011;Mujeres;Crecimiento vegetativo;-5;
