Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Castilleja de Guzmán;2019;Hombres;De 65 y más años;Inmigraciones;6;
Castilleja de Guzmán;2019;Hombres;TOTAL;Inmigraciones;75;
Castilleja de Guzmán;2019;Mujeres;Menores de 16 años;Inmigraciones;21;
Castilleja de Guzmán;2019;Mujeres;De 16 a 39 años;Inmigraciones;32;
Castilleja de Guzmán;2019;Mujeres;De 40 a 64 años;Inmigraciones;20;
Castilleja de Guzmán;2019;Mujeres;De 65 y más años;Inmigraciones;6;
Castilleja de Guzmán;2019;Mujeres;TOTAL;Inmigraciones;79;
Castilleja de Guzmán;2019;Ambos sexos;Menores de 16 años;Inmigraciones;38;
Castilleja de Guzmán;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;57;
Castilleja de Guzmán;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;47;
Castilleja de Guzmán;2019;Ambos sexos;De 65 y más años;Inmigraciones;12;
Castilleja de Guzmán;2019;Ambos sexos;TOTAL;Inmigraciones;154;
Castilleja de Guzmán;2020;Hombres;Menores de 16 años;Inmigraciones;13;
Castilleja de Guzmán;2020;Hombres;De 16 a 39 años;Inmigraciones;28;
Castilleja de Guzmán;2020;Hombres;De 40 a 64 años;Inmigraciones;28;
Castilleja de Guzmán;2020;Hombres;De 65 y más años;Inmigraciones;1;
Castilleja de Guzmán;2020;Hombres;TOTAL;Inmigraciones;70;
Castilleja de Guzmán;2020;Mujeres;Menores de 16 años;Inmigraciones;18;
Castilleja de Guzmán;2020;Mujeres;De 16 a 39 años;Inmigraciones;33;
Castilleja de Guzmán;2020;Mujeres;De 40 a 64 años;Inmigraciones;25;
Castilleja de Guzmán;2020;Mujeres;De 65 y más años;Inmigraciones;6;
Castilleja de Guzmán;2020;Mujeres;TOTAL;Inmigraciones;82;
Castilleja de Guzmán;2020;Ambos sexos;Menores de 16 años;Inmigraciones;31;
Castilleja de Guzmán;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;61;
Castilleja de Guzmán;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;53;
Castilleja de Guzmán;2020;Ambos sexos;De 65 y más años;Inmigraciones;7;
Castilleja de Guzmán;2020;Ambos sexos;TOTAL;Inmigraciones;152;
Castilleja de Guzmán;2021;Hombres;Menores de 16 años;Inmigraciones;7;
Castilleja de Guzmán;2021;Hombres;De 16 a 39 años;Inmigraciones;32;
Castilleja de Guzmán;2021;Hombres;De 40 a 64 años;Inmigraciones;14;
Castilleja de Guzmán;2021;Hombres;De 65 y más años;Inmigraciones;6;
Castilleja de Guzmán;2021;Hombres;TOTAL;Inmigraciones;59;
Castilleja de Guzmán;2021;Mujeres;Menores de 16 años;Inmigraciones;12;
Castilleja de Guzmán;2021;Mujeres;De 16 a 39 años;Inmigraciones;28;
Castilleja de Guzmán;2021;Mujeres;De 40 a 64 años;Inmigraciones;25;
Castilleja de Guzmán;2021;Mujeres;De 65 y más años;Inmigraciones;7;
Castilleja de Guzmán;2021;Mujeres;TOTAL;Inmigraciones;72;
Castilleja de Guzmán;2021;Ambos sexos;Menores de 16 años;Inmigraciones;19;
Castilleja de Guzmán;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;60;
Castilleja de Guzmán;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;39;
Castilleja de Guzmán;2021;Ambos sexos;De 65 y más años;Inmigraciones;13;
Castilleja de Guzmán;2021;Ambos sexos;TOTAL;Inmigraciones;131;
Castilleja de la Cuesta;2019;Hombres;Menores de 16 años;Inmigraciones;109;
Castilleja de la Cuesta;2019;Hombres;De 16 a 39 años;Inmigraciones;172;
Castilleja de la Cuesta;2019;Hombres;De 40 a 64 años;Inmigraciones;124;
Castilleja de la Cuesta;2019;Hombres;De 65 y más años;Inmigraciones;29;
Castilleja de la Cuesta;2019;Hombres;TOTAL;Inmigraciones;434;
Castilleja de la Cuesta;2019;Mujeres;Menores de 16 años;Inmigraciones;95;
Castilleja de la Cuesta;2019;Mujeres;De 16 a 39 años;Inmigraciones;220;
Castilleja de la Cuesta;2019;Mujeres;De 40 a 64 años;Inmigraciones;141;
Castilleja de la Cuesta;2019;Mujeres;De 65 y más años;Inmigraciones;47;
Castilleja de la Cuesta;2019;Mujeres;TOTAL;Inmigraciones;503;
Castilleja de la Cuesta;2019;Ambos sexos;Menores de 16 años;Inmigraciones;204;
Castilleja de la Cuesta;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;392;
Castilleja de la Cuesta;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;265;
Castilleja de la Cuesta;2019;Ambos sexos;De 65 y más años;Inmigraciones;76;
Castilleja de la Cuesta;2019;Ambos sexos;TOTAL;Inmigraciones;937;
Castilleja de la Cuesta;2020;Hombres;Menores de 16 años;Inmigraciones;86;
Castilleja de la Cuesta;2020;Hombres;De 16 a 39 años;Inmigraciones;169;
Castilleja de la Cuesta;2020;Hombres;De 40 a 64 años;Inmigraciones;113;
Castilleja de la Cuesta;2020;Hombres;De 65 y más años;Inmigraciones;21;
Castilleja de la Cuesta;2020;Hombres;TOTAL;Inmigraciones;389;
Castilleja de la Cuesta;2020;Mujeres;Menores de 16 años;Inmigraciones;80;
Castilleja de la Cuesta;2020;Mujeres;De 16 a 39 años;Inmigraciones;192;
Castilleja de la Cuesta;2020;Mujeres;De 40 a 64 años;Inmigraciones;131;
Castilleja de la Cuesta;2020;Mujeres;De 65 y más años;Inmigraciones;45;
Castilleja de la Cuesta;2020;Mujeres;TOTAL;Inmigraciones;448;
Castilleja de la Cuesta;2020;Ambos sexos;Menores de 16 años;Inmigraciones;166;
Castilleja de la Cuesta;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;361;
Castilleja de la Cuesta;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;244;
Castilleja de la Cuesta;2020;Ambos sexos;De 65 y más años;Inmigraciones;66;
Castilleja de la Cuesta;2020;Ambos sexos;TOTAL;Inmigraciones;837;
Castilleja de la Cuesta;2021;Hombres;Menores de 16 años;Inmigraciones;81;
Castilleja de la Cuesta;2021;Hombres;De 16 a 39 años;Inmigraciones;160;
Castilleja de la Cuesta;2021;Hombres;De 40 a 64 años;Inmigraciones;109;
Castilleja de la Cuesta;2021;Hombres;De 65 y más años;Inmigraciones;32;
Castilleja de la Cuesta;2021;Hombres;TOTAL;Inmigraciones;382;
Castilleja de la Cuesta;2021;Mujeres;Menores de 16 años;Inmigraciones;72;
Castilleja de la Cuesta;2021;Mujeres;De 16 a 39 años;Inmigraciones;164;
Castilleja de la Cuesta;2021;Mujeres;De 40 a 64 años;Inmigraciones;109;
Castilleja de la Cuesta;2021;Mujeres;De 65 y más años;Inmigraciones;48;
Castilleja de la Cuesta;2021;Mujeres;TOTAL;Inmigraciones;393;
Castilleja de la Cuesta;2021;Ambos sexos;Menores de 16 años;Inmigraciones;153;
Castilleja de la Cuesta;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;324;
Castilleja de la Cuesta;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;218;
Castilleja de la Cuesta;2021;Ambos sexos;De 65 y más años;Inmigraciones;80;
Castilleja de la Cuesta;2021;Ambos sexos;TOTAL;Inmigraciones;775;
Castilleja del Campo;2019;Hombres;Menores de 16 años;Inmigraciones;2;
Castilleja del Campo;2019;Hombres;De 16 a 39 años;Inmigraciones;8;
Castilleja del Campo;2019;Hombres;De 40 a 64 años;Inmigraciones;4;
Castilleja del Campo;2019;Hombres;De 65 y más años;Inmigraciones;1;
Castilleja del Campo;2019;Hombres;TOTAL;Inmigraciones;15;
Castilleja del Campo;2019;Mujeres;Menores de 16 años;Inmigraciones;4;
Castilleja del Campo;2019;Mujeres;De 16 a 39 años;Inmigraciones;3;
Castilleja del Campo;2019;Mujeres;De 40 a 64 años;Inmigraciones;1;
Castilleja del Campo;2019;Mujeres;De 65 y más años;Inmigraciones;2;
Castilleja del Campo;2019;Mujeres;TOTAL;Inmigraciones;10;
Castilleja del Campo;2019;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Castilleja del Campo;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;11;
Castilleja del Campo;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;5;
Castilleja del Campo;2019;Ambos sexos;De 65 y más años;Inmigraciones;3;
Castilleja del Campo;2019;Ambos sexos;TOTAL;Inmigraciones;25;
Castilleja del Campo;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Castilleja del Campo;2020;Hombres;De 16 a 39 años;Inmigraciones;3;
Castilleja del Campo;2020;Hombres;De 40 a 64 años;Inmigraciones;2;
Castilleja del Campo;2020;Hombres;De 65 y más años;Inmigraciones;-;
Castilleja del Campo;2020;Hombres;TOTAL;Inmigraciones;7;
Castilleja del Campo;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Castilleja del Campo;2020;Mujeres;De 16 a 39 años;Inmigraciones;6;
Castilleja del Campo;2020;Mujeres;De 40 a 64 años;Inmigraciones;4;
Castilleja del Campo;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Castilleja del Campo;2020;Mujeres;TOTAL;Inmigraciones;12;
Castilleja del Campo;2020;Ambos sexos;Menores de 16 años;Inmigraciones;4;
Castilleja del Campo;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;9;
Castilleja del Campo;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;6;
Castilleja del Campo;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Castilleja del Campo;2020;Ambos sexos;TOTAL;Inmigraciones;19;
Castilleja del Campo;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Castilleja del Campo;2021;Hombres;De 16 a 39 años;Inmigraciones;7;
Castilleja del Campo;2021;Hombres;De 40 a 64 años;Inmigraciones;2;
Castilleja del Campo;2021;Hombres;De 65 y más años;Inmigraciones;1;
Castilleja del Campo;2021;Hombres;TOTAL;Inmigraciones;12;
Castilleja del Campo;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Castilleja del Campo;2021;Mujeres;De 16 a 39 años;Inmigraciones;6;
Castilleja del Campo;2021;Mujeres;De 40 a 64 años;Inmigraciones;4;
Castilleja del Campo;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Castilleja del Campo;2021;Mujeres;TOTAL;Inmigraciones;16;
Castilleja del Campo;2021;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Castilleja del Campo;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;13;
Castilleja del Campo;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;6;
Castilleja del Campo;2021;Ambos sexos;De 65 y más años;Inmigraciones;3;
Castilleja del Campo;2021;Ambos sexos;TOTAL;Inmigraciones;28;
Cazalla de la Sierra;2019;Hombres;Menores de 16 años;Inmigraciones;10;
Cazalla de la Sierra;2019;Hombres;De 16 a 39 años;Inmigraciones;20;
Cazalla de la Sierra;2019;Hombres;De 40 a 64 años;Inmigraciones;13;
Cazalla de la Sierra;2019;Hombres;De 65 y más años;Inmigraciones;3;
Cazalla de la Sierra;2019;Hombres;TOTAL;Inmigraciones;46;
Cazalla de la Sierra;2019;Mujeres;Menores de 16 años;Inmigraciones;9;
Cazalla de la Sierra;2019;Mujeres;De 16 a 39 años;Inmigraciones;33;
Cazalla de la Sierra;2019;Mujeres;De 40 a 64 años;Inmigraciones;18;
Cazalla de la Sierra;2019;Mujeres;De 65 y más años;Inmigraciones;7;
Cazalla de la Sierra;2019;Mujeres;TOTAL;Inmigraciones;67;
Cazalla de la Sierra;2019;Ambos sexos;Menores de 16 años;Inmigraciones;19;
Cazalla de la Sierra;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;53;
Cazalla de la Sierra;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;31;
Cazalla de la Sierra;2019;Ambos sexos;De 65 y más años;Inmigraciones;10;
Cazalla de la Sierra;2019;Ambos sexos;TOTAL;Inmigraciones;113;
Cazalla de la Sierra;2020;Hombres;Menores de 16 años;Inmigraciones;10;
Cazalla de la Sierra;2020;Hombres;De 16 a 39 años;Inmigraciones;32;
Cazalla de la Sierra;2020;Hombres;De 40 a 64 años;Inmigraciones;41;
Cazalla de la Sierra;2020;Hombres;De 65 y más años;Inmigraciones;10;
Cazalla de la Sierra;2020;Hombres;TOTAL;Inmigraciones;93;
Cazalla de la Sierra;2020;Mujeres;Menores de 16 años;Inmigraciones;9;
Cazalla de la Sierra;2020;Mujeres;De 16 a 39 años;Inmigraciones;45;
Cazalla de la Sierra;2020;Mujeres;De 40 a 64 años;Inmigraciones;35;
Cazalla de la Sierra;2020;Mujeres;De 65 y más años;Inmigraciones;11;
Cazalla de la Sierra;2020;Mujeres;TOTAL;Inmigraciones;100;
Cazalla de la Sierra;2020;Ambos sexos;Menores de 16 años;Inmigraciones;19;
Cazalla de la Sierra;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;77;
Cazalla de la Sierra;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;76;
Cazalla de la Sierra;2020;Ambos sexos;De 65 y más años;Inmigraciones;21;
Cazalla de la Sierra;2020;Ambos sexos;TOTAL;Inmigraciones;193;
Cazalla de la Sierra;2021;Hombres;Menores de 16 años;Inmigraciones;11;
Cazalla de la Sierra;2021;Hombres;De 16 a 39 años;Inmigraciones;25;
Cazalla de la Sierra;2021;Hombres;De 40 a 64 años;Inmigraciones;27;
Cazalla de la Sierra;2021;Hombres;De 65 y más años;Inmigraciones;7;
Cazalla de la Sierra;2021;Hombres;TOTAL;Inmigraciones;70;
Cazalla de la Sierra;2021;Mujeres;Menores de 16 años;Inmigraciones;11;
Cazalla de la Sierra;2021;Mujeres;De 16 a 39 años;Inmigraciones;23;
Cazalla de la Sierra;2021;Mujeres;De 40 a 64 años;Inmigraciones;19;
Cazalla de la Sierra;2021;Mujeres;De 65 y más años;Inmigraciones;13;
Cazalla de la Sierra;2021;Mujeres;TOTAL;Inmigraciones;66;
Cazalla de la Sierra;2021;Ambos sexos;Menores de 16 años;Inmigraciones;22;
Cazalla de la Sierra;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;48;
Cazalla de la Sierra;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;46;
Cazalla de la Sierra;2021;Ambos sexos;De 65 y más años;Inmigraciones;20;
Cazalla de la Sierra;2021;Ambos sexos;TOTAL;Inmigraciones;136;
Constantina;2019;Hombres;Menores de 16 años;Inmigraciones;16;
Constantina;2019;Hombres;De 16 a 39 años;Inmigraciones;22;
Constantina;2019;Hombres;De 40 a 64 años;Inmigraciones;13;
Constantina;2019;Hombres;De 65 y más años;Inmigraciones;3;
Constantina;2019;Hombres;TOTAL;Inmigraciones;54;
Constantina;2019;Mujeres;Menores de 16 años;Inmigraciones;8;
Constantina;2019;Mujeres;De 16 a 39 años;Inmigraciones;26;
Constantina;2019;Mujeres;De 40 a 64 años;Inmigraciones;19;
Constantina;2019;Mujeres;De 65 y más años;Inmigraciones;5;
Constantina;2019;Mujeres;TOTAL;Inmigraciones;58;
Constantina;2019;Ambos sexos;Menores de 16 años;Inmigraciones;24;
Constantina;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;48;
Constantina;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;32;
Constantina;2019;Ambos sexos;De 65 y más años;Inmigraciones;8;
Constantina;2019;Ambos sexos;TOTAL;Inmigraciones;112;
Constantina;2020;Hombres;Menores de 16 años;Inmigraciones;15;
Constantina;2020;Hombres;De 16 a 39 años;Inmigraciones;43;
Constantina;2020;Hombres;De 40 a 64 años;Inmigraciones;27;
Constantina;2020;Hombres;De 65 y más años;Inmigraciones;5;
Constantina;2020;Hombres;TOTAL;Inmigraciones;90;
Constantina;2020;Mujeres;Menores de 16 años;Inmigraciones;8;
Constantina;2020;Mujeres;De 16 a 39 años;Inmigraciones;34;
Constantina;2020;Mujeres;De 40 a 64 años;Inmigraciones;19;
Constantina;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Constantina;2020;Mujeres;TOTAL;Inmigraciones;65;
Constantina;2020;Ambos sexos;Menores de 16 años;Inmigraciones;23;
Constantina;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;77;
Constantina;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;46;
Constantina;2020;Ambos sexos;De 65 y más años;Inmigraciones;9;
Constantina;2020;Ambos sexos;TOTAL;Inmigraciones;155;
Constantina;2021;Hombres;Menores de 16 años;Inmigraciones;8;
Constantina;2021;Hombres;De 16 a 39 años;Inmigraciones;13;
Constantina;2021;Hombres;De 40 a 64 años;Inmigraciones;21;
Constantina;2021;Hombres;De 65 y más años;Inmigraciones;8;
Constantina;2021;Hombres;TOTAL;Inmigraciones;50;
Constantina;2021;Mujeres;Menores de 16 años;Inmigraciones;11;
Constantina;2021;Mujeres;De 16 a 39 años;Inmigraciones;26;
Constantina;2021;Mujeres;De 40 a 64 años;Inmigraciones;13;
Constantina;2021;Mujeres;De 65 y más años;Inmigraciones;6;
Constantina;2021;Mujeres;TOTAL;Inmigraciones;56;
Constantina;2021;Ambos sexos;Menores de 16 años;Inmigraciones;19;
Constantina;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;39;
Constantina;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;34;
Constantina;2021;Ambos sexos;De 65 y más años;Inmigraciones;14;
Constantina;2021;Ambos sexos;TOTAL;Inmigraciones;106;
Coria del Río;2019;Hombres;Menores de 16 años;Inmigraciones;115;
Coria del Río;2019;Hombres;De 16 a 39 años;Inmigraciones;252;
Coria del Río;2019;Hombres;De 40 a 64 años;Inmigraciones;152;
Coria del Río;2019;Hombres;De 65 y más años;Inmigraciones;29;
Coria del Río;2019;Hombres;TOTAL;Inmigraciones;548;
Coria del Río;2019;Mujeres;Menores de 16 años;Inmigraciones;94;
Coria del Río;2019;Mujeres;De 16 a 39 años;Inmigraciones;284;
Coria del Río;2019;Mujeres;De 40 a 64 años;Inmigraciones;142;
Coria del Río;2019;Mujeres;De 65 y más años;Inmigraciones;43;
Coria del Río;2019;Mujeres;TOTAL;Inmigraciones;563;
Coria del Río;2019;Ambos sexos;Menores de 16 años;Inmigraciones;209;
Coria del Río;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;536;
Coria del Río;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;294;
Coria del Río;2019;Ambos sexos;De 65 y más años;Inmigraciones;72;
Coria del Río;2019;Ambos sexos;TOTAL;Inmigraciones;1111;
Coria del Río;2020;Hombres;Menores de 16 años;Inmigraciones;76;
Coria del Río;2020;Hombres;De 16 a 39 años;Inmigraciones;211;
Coria del Río;2020;Hombres;De 40 a 64 años;Inmigraciones;139;
Coria del Río;2020;Hombres;De 65 y más años;Inmigraciones;28;
Coria del Río;2020;Hombres;TOTAL;Inmigraciones;454;
Coria del Río;2020;Mujeres;Menores de 16 años;Inmigraciones;82;
Coria del Río;2020;Mujeres;De 16 a 39 años;Inmigraciones;218;
Coria del Río;2020;Mujeres;De 40 a 64 años;Inmigraciones;145;
Coria del Río;2020;Mujeres;De 65 y más años;Inmigraciones;26;
Coria del Río;2020;Mujeres;TOTAL;Inmigraciones;471;
Coria del Río;2020;Ambos sexos;Menores de 16 años;Inmigraciones;158;
Coria del Río;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;429;
Coria del Río;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;284;
Coria del Río;2020;Ambos sexos;De 65 y más años;Inmigraciones;54;
Coria del Río;2020;Ambos sexos;TOTAL;Inmigraciones;925;
Coria del Río;2021;Hombres;Menores de 16 años;Inmigraciones;81;
Coria del Río;2021;Hombres;De 16 a 39 años;Inmigraciones;229;
Coria del Río;2021;Hombres;De 40 a 64 años;Inmigraciones;138;
Coria del Río;2021;Hombres;De 65 y más años;Inmigraciones;29;
Coria del Río;2021;Hombres;TOTAL;Inmigraciones;477;
Coria del Río;2021;Mujeres;Menores de 16 años;Inmigraciones;97;
Coria del Río;2021;Mujeres;De 16 a 39 años;Inmigraciones;231;
Coria del Río;2021;Mujeres;De 40 a 64 años;Inmigraciones;119;
Coria del Río;2021;Mujeres;De 65 y más años;Inmigraciones;31;
Coria del Río;2021;Mujeres;TOTAL;Inmigraciones;478;
Coria del Río;2021;Ambos sexos;Menores de 16 años;Inmigraciones;178;
Coria del Río;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;460;
Coria del Río;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;257;
Coria del Río;2021;Ambos sexos;De 65 y más años;Inmigraciones;60;
Coria del Río;2021;Ambos sexos;TOTAL;Inmigraciones;955;
Coripe;2019;Hombres;Menores de 16 años;Inmigraciones;3;
Coripe;2019;Hombres;De 16 a 39 años;Inmigraciones;7;
Coripe;2019;Hombres;De 40 a 64 años;Inmigraciones;10;
Coripe;2019;Hombres;De 65 y más años;Inmigraciones;2;
Coripe;2019;Hombres;TOTAL;Inmigraciones;22;
Coripe;2019;Mujeres;Menores de 16 años;Inmigraciones;4;
Coripe;2019;Mujeres;De 16 a 39 años;Inmigraciones;10;
Coripe;2019;Mujeres;De 40 a 64 años;Inmigraciones;11;
Coripe;2019;Mujeres;De 65 y más años;Inmigraciones;4;
Coripe;2019;Mujeres;TOTAL;Inmigraciones;29;
Coripe;2019;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Coripe;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;17;
Coripe;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;21;
Coripe;2019;Ambos sexos;De 65 y más años;Inmigraciones;6;
Coripe;2019;Ambos sexos;TOTAL;Inmigraciones;51;
Coripe;2020;Hombres;Menores de 16 años;Inmigraciones;4;
Coripe;2020;Hombres;De 16 a 39 años;Inmigraciones;12;
Coripe;2020;Hombres;De 40 a 64 años;Inmigraciones;9;
Coripe;2020;Hombres;De 65 y más años;Inmigraciones;3;
Coripe;2020;Hombres;TOTAL;Inmigraciones;28;
Coripe;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Coripe;2020;Mujeres;De 16 a 39 años;Inmigraciones;11;
Coripe;2020;Mujeres;De 40 a 64 años;Inmigraciones;8;
Coripe;2020;Mujeres;De 65 y más años;Inmigraciones;6;
Coripe;2020;Mujeres;TOTAL;Inmigraciones;27;
Coripe;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Coripe;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;23;
Coripe;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;17;
Coripe;2020;Ambos sexos;De 65 y más años;Inmigraciones;9;
Coripe;2020;Ambos sexos;TOTAL;Inmigraciones;55;
Coripe;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Coripe;2021;Hombres;De 16 a 39 años;Inmigraciones;4;
Coripe;2021;Hombres;De 40 a 64 años;Inmigraciones;2;
Coripe;2021;Hombres;De 65 y más años;Inmigraciones;1;
Coripe;2021;Hombres;TOTAL;Inmigraciones;9;
Coripe;2021;Mujeres;Menores de 16 años;Inmigraciones;5;
Coripe;2021;Mujeres;De 16 a 39 años;Inmigraciones;6;
Coripe;2021;Mujeres;De 40 a 64 años;Inmigraciones;4;
Coripe;2021;Mujeres;De 65 y más años;Inmigraciones;2;
Coripe;2021;Mujeres;TOTAL;Inmigraciones;17;
Coripe;2021;Ambos sexos;Menores de 16 años;Inmigraciones;7;
Coripe;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;10;
Coripe;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;6;
Coripe;2021;Ambos sexos;De 65 y más años;Inmigraciones;3;
Coripe;2021;Ambos sexos;TOTAL;Inmigraciones;26;
Dos Hermanas;2019;Hombres;Menores de 16 años;Inmigraciones;401;
Dos Hermanas;2019;Hombres;De 16 a 39 años;Inmigraciones;948;
Dos Hermanas;2019;Hombres;De 40 a 64 años;Inmigraciones;545;
Dos Hermanas;2019;Hombres;De 65 y más años;Inmigraciones;102;
Dos Hermanas;2019;Hombres;TOTAL;Inmigraciones;1996;
Dos Hermanas;2019;Mujeres;Menores de 16 años;Inmigraciones;369;
Dos Hermanas;2019;Mujeres;De 16 a 39 años;Inmigraciones;1009;
Dos Hermanas;2019;Mujeres;De 40 a 64 años;Inmigraciones;489;
Dos Hermanas;2019;Mujeres;De 65 y más años;Inmigraciones;183;
Dos Hermanas;2019;Mujeres;TOTAL;Inmigraciones;2050;
Dos Hermanas;2019;Ambos sexos;Menores de 16 años;Inmigraciones;770;
Dos Hermanas;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;1957;
Dos Hermanas;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;1034;
Dos Hermanas;2019;Ambos sexos;De 65 y más años;Inmigraciones;285;
Dos Hermanas;2019;Ambos sexos;TOTAL;Inmigraciones;4046;
Dos Hermanas;2020;Hombres;Menores de 16 años;Inmigraciones;349;
Dos Hermanas;2020;Hombres;De 16 a 39 años;Inmigraciones;834;
Dos Hermanas;2020;Hombres;De 40 a 64 años;Inmigraciones;524;
Dos Hermanas;2020;Hombres;De 65 y más años;Inmigraciones;88;
Dos Hermanas;2020;Hombres;TOTAL;Inmigraciones;1795;
Dos Hermanas;2020;Mujeres;Menores de 16 años;Inmigraciones;365;
Dos Hermanas;2020;Mujeres;De 16 a 39 años;Inmigraciones;889;
Dos Hermanas;2020;Mujeres;De 40 a 64 años;Inmigraciones;486;
Dos Hermanas;2020;Mujeres;De 65 y más años;Inmigraciones;133;
Dos Hermanas;2020;Mujeres;TOTAL;Inmigraciones;1873;
Dos Hermanas;2020;Ambos sexos;Menores de 16 años;Inmigraciones;714;
Dos Hermanas;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;1723;
Dos Hermanas;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;1010;
Dos Hermanas;2020;Ambos sexos;De 65 y más años;Inmigraciones;221;
Dos Hermanas;2020;Ambos sexos;TOTAL;Inmigraciones;3668;
Dos Hermanas;2021;Hombres;Menores de 16 años;Inmigraciones;502;
Dos Hermanas;2021;Hombres;De 16 a 39 años;Inmigraciones;1005;
Dos Hermanas;2021;Hombres;De 40 a 64 años;Inmigraciones;684;
Dos Hermanas;2021;Hombres;De 65 y más años;Inmigraciones;127;
Dos Hermanas;2021;Hombres;TOTAL;Inmigraciones;2318;
Dos Hermanas;2021;Mujeres;Menores de 16 años;Inmigraciones;429;
Dos Hermanas;2021;Mujeres;De 16 a 39 años;Inmigraciones;1043;
Dos Hermanas;2021;Mujeres;De 40 a 64 años;Inmigraciones;636;
Dos Hermanas;2021;Mujeres;De 65 y más años;Inmigraciones;202;
Dos Hermanas;2021;Mujeres;TOTAL;Inmigraciones;2310;
Dos Hermanas;2021;Ambos sexos;Menores de 16 años;Inmigraciones;931;
Dos Hermanas;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;2048;
Dos Hermanas;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;1320;
Dos Hermanas;2021;Ambos sexos;De 65 y más años;Inmigraciones;329;
Dos Hermanas;2021;Ambos sexos;TOTAL;Inmigraciones;4628;
Écija;2019;Hombres;Menores de 16 años;Inmigraciones;44;
Écija;2019;Hombres;De 16 a 39 años;Inmigraciones;146;
Écija;2019;Hombres;De 40 a 64 años;Inmigraciones;84;
Écija;2019;Hombres;De 65 y más años;Inmigraciones;14;
Écija;2019;Hombres;TOTAL;Inmigraciones;288;
Écija;2019;Mujeres;Menores de 16 años;Inmigraciones;62;
Écija;2019;Mujeres;De 16 a 39 años;Inmigraciones;177;
Écija;2019;Mujeres;De 40 a 64 años;Inmigraciones;89;
Écija;2019;Mujeres;De 65 y más años;Inmigraciones;19;
Écija;2019;Mujeres;TOTAL;Inmigraciones;347;
Écija;2019;Ambos sexos;Menores de 16 años;Inmigraciones;106;
