Lugar de residencia;Anual;Sexo;Medida;Valor;
Alcalá de los Gazules;2013;Ambos sexos;Crecimiento vegetativo;-3;
Alcalá de los Gazules;2013;Hombres;Crecimiento vegetativo;-3;
Alcalá de los Gazules;2013;Mujeres;Crecimiento vegetativo;0;
Alcalá de los Gazules;2014;Ambos sexos;Crecimiento vegetativo;11;
Alcalá de los Gazules;2014;Hombres;Crecimiento vegetativo;8;
Alcalá de los Gazules;2014;Mujeres;Crecimiento vegetativo;3;
Alcalá de los Gazules;2015;Ambos sexos;Crecimiento vegetativo;-24;
Alcalá de los Gazules;2015;Hombres;Crecimiento vegetativo;-5;
Alcalá de los Gazules;2015;Mujeres;Crecimiento vegetativo;-19;
Alcalá de los Gazules;2016;Ambos sexos;Crecimiento vegetativo;-9;
Alcalá de los Gazules;2016;Hombres;Crecimiento vegetativo;-3;
Alcalá de los Gazules;2016;Mujeres;Crecimiento vegetativo;-6;
Alcalá de los Gazules;2017;Ambos sexos;Crecimiento vegetativo;3;
Alcalá de los Gazules;2017;Hombres;Crecimiento vegetativo;-4;
Alcalá de los Gazules;2017;Mujeres;Crecimiento vegetativo;7;
Alcalá de los Gazules;2018;Ambos sexos;Crecimiento vegetativo;-13;
Alcalá de los Gazules;2018;Hombres;Crecimiento vegetativo;-15;
Alcalá de los Gazules;2018;Mujeres;Crecimiento vegetativo;2;
Alcalá de los Gazules;2019;Ambos sexos;Crecimiento vegetativo;-2;
Alcalá de los Gazules;2019;Hombres;Crecimiento vegetativo;0;
Alcalá de los Gazules;2019;Mujeres;Crecimiento vegetativo;-2;
Alcalá de los Gazules;2020;Ambos sexos;Crecimiento vegetativo;-10;
Alcalá de los Gazules;2020;Hombres;Crecimiento vegetativo;-6;
Alcalá de los Gazules;2020;Mujeres;Crecimiento vegetativo;-4;
Alcalá de los Gazules;2021;Ambos sexos;Crecimiento vegetativo;-36;
Alcalá de los Gazules;2021;Hombres;Crecimiento vegetativo;-27;
Alcalá de los Gazules;2021;Mujeres;Crecimiento vegetativo;-9;
Alcalá de los Gazules;2022;Ambos sexos;Crecimiento vegetativo;-8;
Alcalá de los Gazules;2022;Hombres;Crecimiento vegetativo;0;
Alcalá de los Gazules;2022;Mujeres;Crecimiento vegetativo;-8;
Alcalá de los Gazules;2023;Ambos sexos;Crecimiento vegetativo;-7;
Alcalá de los Gazules;2023;Hombres;Crecimiento vegetativo;-9;
Alcalá de los Gazules;2023;Mujeres;Crecimiento vegetativo;2;
Alcalá del Valle;1996;Ambos sexos;Crecimiento vegetativo;27;
Alcalá del Valle;1996;Hombres;Crecimiento vegetativo;7;
Alcalá del Valle;1996;Mujeres;Crecimiento vegetativo;20;
Alcalá del Valle;1997;Ambos sexos;Crecimiento vegetativo;28;
Alcalá del Valle;1997;Hombres;Crecimiento vegetativo;8;
Alcalá del Valle;1997;Mujeres;Crecimiento vegetativo;20;
Alcalá del Valle;1998;Ambos sexos;Crecimiento vegetativo;26;
Alcalá del Valle;1998;Hombres;Crecimiento vegetativo;9;
Alcalá del Valle;1998;Mujeres;Crecimiento vegetativo;17;
Alcalá del Valle;1999;Ambos sexos;Crecimiento vegetativo;27;
Alcalá del Valle;1999;Hombres;Crecimiento vegetativo;17;
Alcalá del Valle;1999;Mujeres;Crecimiento vegetativo;10;
Alcalá del Valle;2000;Ambos sexos;Crecimiento vegetativo;25;
Alcalá del Valle;2000;Hombres;Crecimiento vegetativo;9;
Alcalá del Valle;2000;Mujeres;Crecimiento vegetativo;16;
Alcalá del Valle;2001;Ambos sexos;Crecimiento vegetativo;25;
Alcalá del Valle;2001;Hombres;Crecimiento vegetativo;12;
Alcalá del Valle;2001;Mujeres;Crecimiento vegetativo;13;
Alcalá del Valle;2002;Ambos sexos;Crecimiento vegetativo;31;
Alcalá del Valle;2002;Hombres;Crecimiento vegetativo;16;
Alcalá del Valle;2002;Mujeres;Crecimiento vegetativo;15;
Alcalá del Valle;2003;Ambos sexos;Crecimiento vegetativo;17;
Alcalá del Valle;2003;Hombres;Crecimiento vegetativo;12;
Alcalá del Valle;2003;Mujeres;Crecimiento vegetativo;5;
Alcalá del Valle;2004;Ambos sexos;Crecimiento vegetativo;35;
Alcalá del Valle;2004;Hombres;Crecimiento vegetativo;17;
Alcalá del Valle;2004;Mujeres;Crecimiento vegetativo;18;
Alcalá del Valle;2005;Ambos sexos;Crecimiento vegetativo;19;
Alcalá del Valle;2005;Hombres;Crecimiento vegetativo;9;
Alcalá del Valle;2005;Mujeres;Crecimiento vegetativo;10;
Alcalá del Valle;2006;Ambos sexos;Crecimiento vegetativo;32;
Alcalá del Valle;2006;Hombres;Crecimiento vegetativo;14;
Alcalá del Valle;2006;Mujeres;Crecimiento vegetativo;18;
Alcalá del Valle;2007;Ambos sexos;Crecimiento vegetativo;-2;
Alcalá del Valle;2007;Hombres;Crecimiento vegetativo;-3;
Alcalá del Valle;2007;Mujeres;Crecimiento vegetativo;1;
Alcalá del Valle;2008;Ambos sexos;Crecimiento vegetativo;6;
Alcalá del Valle;2008;Hombres;Crecimiento vegetativo;1;
Alcalá del Valle;2008;Mujeres;Crecimiento vegetativo;5;
Alcalá del Valle;2009;Ambos sexos;Crecimiento vegetativo;-3;
Alcalá del Valle;2009;Hombres;Crecimiento vegetativo;1;
Alcalá del Valle;2009;Mujeres;Crecimiento vegetativo;-4;
Alcalá del Valle;2010;Ambos sexos;Crecimiento vegetativo;0;
Alcalá del Valle;2010;Hombres;Crecimiento vegetativo;-6;
Alcalá del Valle;2010;Mujeres;Crecimiento vegetativo;6;
Alcalá del Valle;2011;Ambos sexos;Crecimiento vegetativo;-9;
Alcalá del Valle;2011;Hombres;Crecimiento vegetativo;-11;
Alcalá del Valle;2011;Mujeres;Crecimiento vegetativo;2;
Alcalá del Valle;2012;Ambos sexos;Crecimiento vegetativo;-12;
Alcalá del Valle;2012;Hombres;Crecimiento vegetativo;-11;
Alcalá del Valle;2012;Mujeres;Crecimiento vegetativo;-1;
Alcalá del Valle;2013;Ambos sexos;Crecimiento vegetativo;8;
Alcalá del Valle;2013;Hombres;Crecimiento vegetativo;-9;
Alcalá del Valle;2013;Mujeres;Crecimiento vegetativo;17;
Alcalá del Valle;2014;Ambos sexos;Crecimiento vegetativo;-2;
Alcalá del Valle;2014;Hombres;Crecimiento vegetativo;-5;
Alcalá del Valle;2014;Mujeres;Crecimiento vegetativo;3;
Alcalá del Valle;2015;Ambos sexos;Crecimiento vegetativo;-7;
Alcalá del Valle;2015;Hombres;Crecimiento vegetativo;0;
Alcalá del Valle;2015;Mujeres;Crecimiento vegetativo;-7;
Alcalá del Valle;2016;Ambos sexos;Crecimiento vegetativo;1;
Alcalá del Valle;2016;Hombres;Crecimiento vegetativo;-5;
Alcalá del Valle;2016;Mujeres;Crecimiento vegetativo;6;
Alcalá del Valle;2017;Ambos sexos;Crecimiento vegetativo;5;
Alcalá del Valle;2017;Hombres;Crecimiento vegetativo;5;
Alcalá del Valle;2017;Mujeres;Crecimiento vegetativo;0;
Alcalá del Valle;2018;Ambos sexos;Crecimiento vegetativo;-18;
Alcalá del Valle;2018;Hombres;Crecimiento vegetativo;-11;
Alcalá del Valle;2018;Mujeres;Crecimiento vegetativo;-7;
