Lugar de residencia;Anual;Sexo;Medida;Valor;
Aguadulce;2011;Ambos sexos;Crecimiento vegetativo;-4;
Aguadulce;2011;Hombres;Crecimiento vegetativo;-5;
Aguadulce;2011;Mujeres;Crecimiento vegetativo;1;
Aguadulce;2012;Ambos sexos;Crecimiento vegetativo;-1;
Aguadulce;2012;Hombres;Crecimiento vegetativo;-2;
Aguadulce;2012;Mujeres;Crecimiento vegetativo;1;
Aguadulce;2013;Ambos sexos;Crecimiento vegetativo;-3;
Aguadulce;2013;Hombres;Crecimiento vegetativo;2;
Aguadulce;2013;Mujeres;Crecimiento vegetativo;-5;
Aguadulce;2014;Ambos sexos;Crecimiento vegetativo;-12;
Aguadulce;2014;Hombres;Crecimiento vegetativo;-8;
Aguadulce;2014;Mujeres;Crecimiento vegetativo;-4;
Aguadulce;2015;Ambos sexos;Crecimiento vegetativo;-16;
Aguadulce;2015;Hombres;Crecimiento vegetativo;-9;
Aguadulce;2015;Mujeres;Crecimiento vegetativo;-7;
Aguadulce;2016;Ambos sexos;Crecimiento vegetativo;-1;
Aguadulce;2016;Hombres;Crecimiento vegetativo;4;
Aguadulce;2016;Mujeres;Crecimiento vegetativo;-5;
Aguadulce;2017;Ambos sexos;Crecimiento vegetativo;-10;
Aguadulce;2017;Hombres;Crecimiento vegetativo;-2;
Aguadulce;2017;Mujeres;Crecimiento vegetativo;-8;
Aguadulce;2018;Ambos sexos;Crecimiento vegetativo;-11;
Aguadulce;2018;Hombres;Crecimiento vegetativo;-1;
Aguadulce;2018;Mujeres;Crecimiento vegetativo;-10;
Aguadulce;2019;Ambos sexos;Crecimiento vegetativo;-11;
Aguadulce;2019;Hombres;Crecimiento vegetativo;-11;
Aguadulce;2019;Mujeres;Crecimiento vegetativo;0;
Aguadulce;2020;Ambos sexos;Crecimiento vegetativo;-11;
Aguadulce;2020;Hombres;Crecimiento vegetativo;-5;
Aguadulce;2020;Mujeres;Crecimiento vegetativo;-6;
Aguadulce;2021;Ambos sexos;Crecimiento vegetativo;-4;
Aguadulce;2021;Hombres;Crecimiento vegetativo;-4;
Aguadulce;2021;Mujeres;Crecimiento vegetativo;0;
Aguadulce;2022;Ambos sexos;Crecimiento vegetativo;-3;
Aguadulce;2022;Hombres;Crecimiento vegetativo;-1;
Aguadulce;2022;Mujeres;Crecimiento vegetativo;-2;
Aguadulce;2023;Ambos sexos;Crecimiento vegetativo;-1;
Aguadulce;2023;Hombres;Crecimiento vegetativo;-1;
Aguadulce;2023;Mujeres;Crecimiento vegetativo;0;
Alanís;1996;Ambos sexos;Crecimiento vegetativo;-22;
Alanís;1996;Hombres;Crecimiento vegetativo;-10;
Alanís;1996;Mujeres;Crecimiento vegetativo;-12;
Alanís;1997;Ambos sexos;Crecimiento vegetativo;-9;
Alanís;1997;Hombres;Crecimiento vegetativo;-7;
Alanís;1997;Mujeres;Crecimiento vegetativo;-2;
Alanís;1998;Ambos sexos;Crecimiento vegetativo;-13;
Alanís;1998;Hombres;Crecimiento vegetativo;-12;
Alanís;1998;Mujeres;Crecimiento vegetativo;-1;
Alanís;1999;Ambos sexos;Crecimiento vegetativo;5;
Alanís;1999;Hombres;Crecimiento vegetativo;9;
Alanís;1999;Mujeres;Crecimiento vegetativo;-4;
Alanís;2000;Ambos sexos;Crecimiento vegetativo;-9;
Alanís;2000;Hombres;Crecimiento vegetativo;-7;
Alanís;2000;Mujeres;Crecimiento vegetativo;-2;
Alanís;2001;Ambos sexos;Crecimiento vegetativo;-12;
Alanís;2001;Hombres;Crecimiento vegetativo;-10;
Alanís;2001;Mujeres;Crecimiento vegetativo;-2;
Alanís;2002;Ambos sexos;Crecimiento vegetativo;-14;
Alanís;2002;Hombres;Crecimiento vegetativo;-5;
Alanís;2002;Mujeres;Crecimiento vegetativo;-9;
Alanís;2003;Ambos sexos;Crecimiento vegetativo;-27;
Alanís;2003;Hombres;Crecimiento vegetativo;-19;
Alanís;2003;Mujeres;Crecimiento vegetativo;-8;
Alanís;2004;Ambos sexos;Crecimiento vegetativo;-7;
Alanís;2004;Hombres;Crecimiento vegetativo;-2;
Alanís;2004;Mujeres;Crecimiento vegetativo;-5;
Alanís;2005;Ambos sexos;Crecimiento vegetativo;-8;
Alanís;2005;Hombres;Crecimiento vegetativo;-8;
Alanís;2005;Mujeres;Crecimiento vegetativo;0;
Alanís;2006;Ambos sexos;Crecimiento vegetativo;-2;
Alanís;2006;Hombres;Crecimiento vegetativo;1;
Alanís;2006;Mujeres;Crecimiento vegetativo;-3;
Alanís;2007;Ambos sexos;Crecimiento vegetativo;-6;
Alanís;2007;Hombres;Crecimiento vegetativo;-1;
Alanís;2007;Mujeres;Crecimiento vegetativo;-5;
Alanís;2008;Ambos sexos;Crecimiento vegetativo;5;
Alanís;2008;Hombres;Crecimiento vegetativo;0;
Alanís;2008;Mujeres;Crecimiento vegetativo;5;
Alanís;2009;Ambos sexos;Crecimiento vegetativo;-15;
Alanís;2009;Hombres;Crecimiento vegetativo;-5;
Alanís;2009;Mujeres;Crecimiento vegetativo;-10;
Alanís;2010;Ambos sexos;Crecimiento vegetativo;-7;
Alanís;2010;Hombres;Crecimiento vegetativo;-7;
Alanís;2010;Mujeres;Crecimiento vegetativo;0;
Alanís;2011;Ambos sexos;Crecimiento vegetativo;5;
Alanís;2011;Hombres;Crecimiento vegetativo;3;
Alanís;2011;Mujeres;Crecimiento vegetativo;2;
Alanís;2012;Ambos sexos;Crecimiento vegetativo;-5;
Alanís;2012;Hombres;Crecimiento vegetativo;-4;
Alanís;2012;Mujeres;Crecimiento vegetativo;-1;
Alanís;2013;Ambos sexos;Crecimiento vegetativo;-6;
Alanís;2013;Hombres;Crecimiento vegetativo;-3;
Alanís;2013;Mujeres;Crecimiento vegetativo;-3;
Alanís;2014;Ambos sexos;Crecimiento vegetativo;-6;
Alanís;2014;Hombres;Crecimiento vegetativo;-4;
Alanís;2014;Mujeres;Crecimiento vegetativo;-2;
Alanís;2015;Ambos sexos;Crecimiento vegetativo;3;
Alanís;2015;Hombres;Crecimiento vegetativo;-4;
Alanís;2015;Mujeres;Crecimiento vegetativo;7;
Alanís;2016;Ambos sexos;Crecimiento vegetativo;-7;
Alanís;2016;Hombres;Crecimiento vegetativo;-6;
Alanís;2016;Mujeres;Crecimiento vegetativo;-1;
Alanís;2017;Ambos sexos;Crecimiento vegetativo;-17;
Alanís;2017;Hombres;Crecimiento vegetativo;-5;
Alanís;2017;Mujeres;Crecimiento vegetativo;-12;
Alanís;2018;Ambos sexos;Crecimiento vegetativo;-19;
Alanís;2018;Hombres;Crecimiento vegetativo;-12;
Alanís;2018;Mujeres;Crecimiento vegetativo;-7;
Alanís;2019;Ambos sexos;Crecimiento vegetativo;-14;
Alanís;2019;Hombres;Crecimiento vegetativo;-15;
Alanís;2019;Mujeres;Crecimiento vegetativo;1;
Alanís;2020;Ambos sexos;Crecimiento vegetativo;-10;
Alanís;2020;Hombres;Crecimiento vegetativo;-4;
Alanís;2020;Mujeres;Crecimiento vegetativo;-6;
Alanís;2021;Ambos sexos;Crecimiento vegetativo;-28;
Alanís;2021;Hombres;Crecimiento vegetativo;-10;
Alanís;2021;Mujeres;Crecimiento vegetativo;-18;
Alanís;2022;Ambos sexos;Crecimiento vegetativo;-20;
Alanís;2022;Hombres;Crecimiento vegetativo;-10;
Alanís;2022;Mujeres;Crecimiento vegetativo;-10;
Alanís;2023;Ambos sexos;Crecimiento vegetativo;-7;
Alanís;2023;Hombres;Crecimiento vegetativo;-5;
Alanís;2023;Mujeres;Crecimiento vegetativo;-2;
Albaida del Aljarafe;1996;Ambos sexos;Crecimiento vegetativo;15;
Albaida del Aljarafe;1996;Hombres;Crecimiento vegetativo;7;
Albaida del Aljarafe;1996;Mujeres;Crecimiento vegetativo;8;
Albaida del Aljarafe;1997;Ambos sexos;Crecimiento vegetativo;7;
Albaida del Aljarafe;1997;Hombres;Crecimiento vegetativo;-2;
Albaida del Aljarafe;1997;Mujeres;Crecimiento vegetativo;9;
Albaida del Aljarafe;1998;Ambos sexos;Crecimiento vegetativo;1;
Albaida del Aljarafe;1998;Hombres;Crecimiento vegetativo;1;
Albaida del Aljarafe;1998;Mujeres;Crecimiento vegetativo;0;
Albaida del Aljarafe;1999;Ambos sexos;Crecimiento vegetativo;-5;
Albaida del Aljarafe;1999;Hombres;Crecimiento vegetativo;-4;
Albaida del Aljarafe;1999;Mujeres;Crecimiento vegetativo;-1;
Albaida del Aljarafe;2000;Ambos sexos;Crecimiento vegetativo;2;
Albaida del Aljarafe;2000;Hombres;Crecimiento vegetativo;0;
Albaida del Aljarafe;2000;Mujeres;Crecimiento vegetativo;2;
Albaida del Aljarafe;2001;Ambos sexos;Crecimiento vegetativo;30;
Albaida del Aljarafe;2001;Hombres;Crecimiento vegetativo;16;
Albaida del Aljarafe;2001;Mujeres;Crecimiento vegetativo;14;
Albaida del Aljarafe;2002;Ambos sexos;Crecimiento vegetativo;12;
Albaida del Aljarafe;2002;Hombres;Crecimiento vegetativo;8;
Albaida del Aljarafe;2002;Mujeres;Crecimiento vegetativo;4;
Albaida del Aljarafe;2003;Ambos sexos;Crecimiento vegetativo;12;
Albaida del Aljarafe;2003;Hombres;Crecimiento vegetativo;7;
Albaida del Aljarafe;2003;Mujeres;Crecimiento vegetativo;5;
Albaida del Aljarafe;2004;Ambos sexos;Crecimiento vegetativo;24;
Albaida del Aljarafe;2004;Hombres;Crecimiento vegetativo;13;
Albaida del Aljarafe;2004;Mujeres;Crecimiento vegetativo;11;
Albaida del Aljarafe;2005;Ambos sexos;Crecimiento vegetativo;29;
Albaida del Aljarafe;2005;Hombres;Crecimiento vegetativo;13;
Albaida del Aljarafe;2005;Mujeres;Crecimiento vegetativo;16;
Albaida del Aljarafe;2006;Ambos sexos;Crecimiento vegetativo;36;
Albaida del Aljarafe;2006;Hombres;Crecimiento vegetativo;17;
Albaida del Aljarafe;2006;Mujeres;Crecimiento vegetativo;19;
Albaida del Aljarafe;2007;Ambos sexos;Crecimiento vegetativo;24;
Albaida del Aljarafe;2007;Hombres;Crecimiento vegetativo;13;
Albaida del Aljarafe;2007;Mujeres;Crecimiento vegetativo;11;
Albaida del Aljarafe;2008;Ambos sexos;Crecimiento vegetativo;51;
Albaida del Aljarafe;2008;Hombres;Crecimiento vegetativo;26;
Albaida del Aljarafe;2008;Mujeres;Crecimiento vegetativo;25;
Albaida del Aljarafe;2009;Ambos sexos;Crecimiento vegetativo;32;
Albaida del Aljarafe;2009;Hombres;Crecimiento vegetativo;17;
Albaida del Aljarafe;2009;Mujeres;Crecimiento vegetativo;15;
Albaida del Aljarafe;2010;Ambos sexos;Crecimiento vegetativo;38;
Albaida del Aljarafe;2010;Hombres;Crecimiento vegetativo;19;
Albaida del Aljarafe;2010;Mujeres;Crecimiento vegetativo;19;
Albaida del Aljarafe;2011;Ambos sexos;Crecimiento vegetativo;27;
Albaida del Aljarafe;2011;Hombres;Crecimiento vegetativo;10;
Albaida del Aljarafe;2011;Mujeres;Crecimiento vegetativo;17;
Albaida del Aljarafe;2012;Ambos sexos;Crecimiento vegetativo;40;
Albaida del Aljarafe;2012;Hombres;Crecimiento vegetativo;18;
Albaida del Aljarafe;2012;Mujeres;Crecimiento vegetativo;22;
Albaida del Aljarafe;2013;Ambos sexos;Crecimiento vegetativo;23;
Albaida del Aljarafe;2013;Hombres;Crecimiento vegetativo;11;
