Territorio;Características básicas de la explotación;Medida;Valor;
Bentarique;Nº explotaciones;Caprinos;0;
Bentarique;Nº explotaciones;Porcinos;0;
Bentarique;Nº explotaciones;Aves corral;0;
Bentarique;Nº explotaciones;Conejas madre;0;
Bentarique;Nº explotaciones;Colmenas;0;
Bentarique;Cabezas;Equinos;2;
Bentarique;Cabezas;Bovinos;0;
Bentarique;Cabezas;Ovinos;0;
Bentarique;Cabezas;Caprinos;0;
Bentarique;Cabezas;Porcinos;0;
Bentarique;Cabezas;Aves corral;0;
Bentarique;Cabezas;Conejas madre;0;
Bentarique;UGT;Colmenas;0;
Bentarique;UGT;Equinos;25;
Bentarique;UGT;Bovinos;0;
Bentarique;UGT;Ovinos;0;
Bentarique;UGT;Caprinos;0;
Bentarique;UGT;Porcinos;0;
Bentarique;UGT;Aves corral;0;
Bentarique;UGT;Conejas madre;0;
Berja;Nº explotaciones;Bovinos;0;
Berja;Nº explotaciones;Ovinos;25;
Berja;Nº explotaciones;Caprinos;35;
Berja;Nº explotaciones;Porcinos;4;
Berja;Nº explotaciones;Aves corral;5;
Berja;Nº explotaciones;Conejas madre;0;
Berja;Nº explotaciones;Colmenas;2;
Berja;Cabezas;Equinos;8;
Berja;Cabezas;Bovinos;0;
Berja;Cabezas;Ovinos;2978;
Berja;Cabezas;Caprinos;2721;
Berja;Cabezas;Porcinos;8;
Berja;Cabezas;Aves corral;75;
Berja;Cabezas;Conejas madre;0;
Berja;UGT;Colmenas;605;
Berja;UGT;Equinos;25;
Berja;UGT;Bovinos;0;
Berja;UGT;Ovinos;297,8;
Berja;UGT;Caprinos;272,1;
Berja;UGT;Porcinos;1,981;
Berja;UGT;Aves corral;2,556;
Berja;UGT;Conejas madre;0;
Canjáyar;Nº explotaciones;Bovinos;0;
Canjáyar;Nº explotaciones;Ovinos;2;
Canjáyar;Nº explotaciones;Caprinos;5;
Canjáyar;Nº explotaciones;Porcinos;0;
Canjáyar;Nº explotaciones;Aves corral;3;
Canjáyar;Nº explotaciones;Conejas madre;0;
Canjáyar;Nº explotaciones;Colmenas;1;
Canjáyar;Cabezas;Equinos;3;
Canjáyar;Cabezas;Bovinos;0;
Canjáyar;Cabezas;Ovinos;143;
Canjáyar;Cabezas;Caprinos;1113;
Canjáyar;Cabezas;Porcinos;0;
Canjáyar;Cabezas;Aves corral;16354;
Canjáyar;Cabezas;Conejas madre;0;
Canjáyar;UGT;Colmenas;560;
Canjáyar;UGT;Equinos;4;
Canjáyar;UGT;Bovinos;0;
Canjáyar;UGT;Ovinos;14,3;
Canjáyar;UGT;Caprinos;111,3;
Canjáyar;UGT;Porcinos;0;
Canjáyar;UGT;Aves corral;114,506;
Canjáyar;UGT;Conejas madre;0;
Cantoria;Nº explotaciones;Bovinos;0;
Cantoria;Nº explotaciones;Ovinos;6;
Cantoria;Nº explotaciones;Caprinos;13;
Cantoria;Nº explotaciones;Porcinos;4;
Cantoria;Nº explotaciones;Aves corral;2;
Cantoria;Nº explotaciones;Conejas madre;0;
Cantoria;Nº explotaciones;Colmenas;0;
Cantoria;Cabezas;Equinos;2;
Cantoria;Cabezas;Bovinos;0;
Cantoria;Cabezas;Ovinos;1008;
Cantoria;Cabezas;Caprinos;2666;
Cantoria;Cabezas;Porcinos;1625;
Cantoria;Cabezas;Aves corral;18005;
Cantoria;Cabezas;Conejas madre;0;
Cantoria;UGT;Colmenas;0;
Cantoria;UGT;Equinos;7;
Cantoria;UGT;Bovinos;0;
Cantoria;UGT;Ovinos;100,8;
Cantoria;UGT;Caprinos;266,6;
Cantoria;UGT;Porcinos;487,5;
Cantoria;UGT;Aves corral;126,07;
Cantoria;UGT;Conejas madre;0;
Carboneras;Nº explotaciones;Bovinos;0;
Carboneras;Nº explotaciones;Ovinos;12;
Carboneras;Nº explotaciones;Caprinos;14;
Carboneras;Nº explotaciones;Porcinos;1;
Carboneras;Nº explotaciones;Aves corral;1;
Carboneras;Nº explotaciones;Conejas madre;1;
Carboneras;Nº explotaciones;Colmenas;0;
Carboneras;Cabezas;Equinos;4;
Carboneras;Cabezas;Bovinos;0;
Carboneras;Cabezas;Ovinos;405;
Carboneras;Cabezas;Caprinos;1486;
Carboneras;Cabezas;Porcinos;22;
Carboneras;Cabezas;Aves corral;28;
Carboneras;Cabezas;Conejas madre;2;
Carboneras;UGT;Colmenas;0;
Carboneras;UGT;Equinos;9;
Carboneras;UGT;Bovinos;0;
Carboneras;UGT;Ovinos;40,5;
Carboneras;UGT;Caprinos;148,6;
Carboneras;UGT;Porcinos;7,2;
Carboneras;UGT;Aves corral;0,41;
Carboneras;UGT;Conejas madre;0,04;
Castro de Filabres;Nº explotaciones;Bovinos;0;
Castro de Filabres;Nº explotaciones;Ovinos;1;
Castro de Filabres;Nº explotaciones;Caprinos;1;
Castro de Filabres;Nº explotaciones;Porcinos;0;
Castro de Filabres;Nº explotaciones;Aves corral;0;
Castro de Filabres;Nº explotaciones;Conejas madre;0;
Castro de Filabres;Nº explotaciones;Colmenas;0;
Castro de Filabres;Cabezas;Equinos;0;
Castro de Filabres;Cabezas;Bovinos;0;
Castro de Filabres;Cabezas;Ovinos;397;
Castro de Filabres;Cabezas;Caprinos;30;
Castro de Filabres;Cabezas;Porcinos;0;
Castro de Filabres;Cabezas;Aves corral;0;
Castro de Filabres;Cabezas;Conejas madre;0;
Castro de Filabres;UGT;Colmenas;0;
Castro de Filabres;UGT;Equinos;0;
Castro de Filabres;UGT;Bovinos;0;
Castro de Filabres;UGT;Ovinos;39,7;
Castro de Filabres;UGT;Caprinos;3;
Castro de Filabres;UGT;Porcinos;0;
Castro de Filabres;UGT;Aves corral;0;
Castro de Filabres;UGT;Conejas madre;0;
Chercos;Nº explotaciones;Bovinos;0;
Chercos;Nº explotaciones;Ovinos;1;
Chercos;Nº explotaciones;Caprinos;3;
Chercos;Nº explotaciones;Porcinos;0;
Chercos;Nº explotaciones;Aves corral;1;
Chercos;Nº explotaciones;Conejas madre;0;
Chercos;Nº explotaciones;Colmenas;2;
Chercos;Cabezas;Equinos;1;
Chercos;Cabezas;Bovinos;0;
Chercos;Cabezas;Ovinos;150;
Chercos;Cabezas;Caprinos;688;
Chercos;Cabezas;Porcinos;0;
Chercos;Cabezas;Aves corral;5;
Chercos;Cabezas;Conejas madre;0;
Chercos;UGT;Colmenas;9;
Chercos;UGT;Equinos;1;
Chercos;UGT;Bovinos;0;
Chercos;UGT;Ovinos;15;
Chercos;UGT;Caprinos;68,8;
Chercos;UGT;Porcinos;0;
Chercos;UGT;Aves corral;0,07;
Chercos;UGT;Conejas madre;0;
Chirivel;Nº explotaciones;Bovinos;0;
Chirivel;Nº explotaciones;Ovinos;36;
Chirivel;Nº explotaciones;Caprinos;37;
Chirivel;Nº explotaciones;Porcinos;1;
Chirivel;Nº explotaciones;Aves corral;4;
Chirivel;Nº explotaciones;Conejas madre;0;
Chirivel;Nº explotaciones;Colmenas;6;
Chirivel;Cabezas;Equinos;4;
Chirivel;Cabezas;Bovinos;0;
Chirivel;Cabezas;Ovinos;6699;
Chirivel;Cabezas;Caprinos;6115;
Chirivel;Cabezas;Porcinos;1340;
Chirivel;Cabezas;Aves corral;89562;
Chirivel;Cabezas;Conejas madre;0;
Chirivel;UGT;Colmenas;701;
Chirivel;UGT;Equinos;4;
Chirivel;UGT;Bovinos;0;
Chirivel;UGT;Ovinos;669,9;
Chirivel;UGT;Caprinos;611,5;
Chirivel;UGT;Porcinos;402;
Chirivel;UGT;Aves corral;626,99;
Chirivel;UGT;Conejas madre;0;
Cóbdar;Nº explotaciones;Bovinos;0;
Cóbdar;Nº explotaciones;Ovinos;0;
Cóbdar;Nº explotaciones;Caprinos;2;
Cóbdar;Nº explotaciones;Porcinos;0;
Cóbdar;Nº explotaciones;Aves corral;0;
Cóbdar;Nº explotaciones;Conejas madre;0;
Cóbdar;Nº explotaciones;Colmenas;2;
Cóbdar;Cabezas;Equinos;0;
Cóbdar;Cabezas;Bovinos;0;
Cóbdar;Cabezas;Ovinos;0;
Cóbdar;Cabezas;Caprinos;673;
Cóbdar;Cabezas;Porcinos;0;
Cóbdar;Cabezas;Aves corral;0;
Cóbdar;Cabezas;Conejas madre;0;
Cóbdar;UGT;Colmenas;2010;
Cóbdar;UGT;Equinos;0;
Cóbdar;UGT;Bovinos;0;
Cóbdar;UGT;Ovinos;0;
Cóbdar;UGT;Caprinos;67,3;
Cóbdar;UGT;Porcinos;0;
Cóbdar;UGT;Aves corral;0;
Cóbdar;UGT;Conejas madre;0;
Cuevas del Almanzora;Nº explotaciones;Bovinos;0;
Cuevas del Almanzora;Nº explotaciones;Ovinos;34;
Cuevas del Almanzora;Nº explotaciones;Caprinos;32;
Cuevas del Almanzora;Nº explotaciones;Porcinos;3;
Cuevas del Almanzora;Nº explotaciones;Aves corral;4;
Cuevas del Almanzora;Nº explotaciones;Conejas madre;0;
Cuevas del Almanzora;Nº explotaciones;Colmenas;3;
Cuevas del Almanzora;Cabezas;Equinos;5;
Cuevas del Almanzora;Cabezas;Bovinos;0;
Cuevas del Almanzora;Cabezas;Ovinos;15290;
Cuevas del Almanzora;Cabezas;Caprinos;3385;
Cuevas del Almanzora;Cabezas;Porcinos;4076;
Cuevas del Almanzora;Cabezas;Aves corral;64;
Cuevas del Almanzora;Cabezas;Conejas madre;0;
Cuevas del Almanzora;UGT;Colmenas;1000;
Cuevas del Almanzora;UGT;Equinos;19;
Cuevas del Almanzora;UGT;Bovinos;0;
Cuevas del Almanzora;UGT;Ovinos;1529;
Cuevas del Almanzora;UGT;Caprinos;338,5;
Cuevas del Almanzora;UGT;Porcinos;888,37;
Cuevas del Almanzora;UGT;Aves corral;0,908;
Cuevas del Almanzora;UGT;Conejas madre;0;
Dalías;Nº explotaciones;Bovinos;0;
Dalías;Nº explotaciones;Ovinos;19;
Dalías;Nº explotaciones;Caprinos;20;
Dalías;Nº explotaciones;Porcinos;0;
Dalías;Nº explotaciones;Aves corral;0;
Dalías;Nº explotaciones;Conejas madre;0;
Dalías;Nº explotaciones;Colmenas;3;
Dalías;Cabezas;Equinos;3;
Dalías;Cabezas;Bovinos;0;
Dalías;Cabezas;Ovinos;4057;
Dalías;Cabezas;Caprinos;1122;
Dalías;Cabezas;Porcinos;0;
Dalías;Cabezas;Aves corral;0;
Dalías;Cabezas;Conejas madre;0;
Dalías;UGT;Colmenas;940;
Dalías;UGT;Equinos;5;
Dalías;UGT;Bovinos;0;
Dalías;UGT;Ovinos;405,7;
Dalías;UGT;Caprinos;112,2;
Dalías;UGT;Porcinos;0;
Dalías;UGT;Aves corral;0;
Dalías;UGT;Conejas madre;0;
El Ejido;Nº explotaciones;Bovinos;0;
El Ejido;Nº explotaciones;Ovinos;63;
El Ejido;Nº explotaciones;Caprinos;65;
El Ejido;Nº explotaciones;Porcinos;2;
El Ejido;Nº explotaciones;Aves corral;12;
El Ejido;Nº explotaciones;Conejas madre;1;
El Ejido;Nº explotaciones;Colmenas;28;
El Ejido;Cabezas;Equinos;15;
El Ejido;Cabezas;Bovinos;0;
El Ejido;Cabezas;Ovinos;17196;
El Ejido;Cabezas;Caprinos;3619;
El Ejido;Cabezas;Porcinos;3;
El Ejido;Cabezas;Aves corral;333;
El Ejido;Cabezas;Conejas madre;3;
El Ejido;UGT;Colmenas;2643;
El Ejido;UGT;Equinos;36;
El Ejido;UGT;Bovinos;0;
El Ejido;UGT;Ovinos;1719,6;
El Ejido;UGT;Caprinos;361,9;
El Ejido;UGT;Porcinos;0,9;
El Ejido;UGT;Aves corral;1,607;
El Ejido;UGT;Conejas madre;0,06;
Enix;Nº explotaciones;Bovinos;0;
Enix;Nº explotaciones;Ovinos;1;
Enix;Nº explotaciones;Caprinos;1;
Enix;Nº explotaciones;Porcinos;0;
Enix;Nº explotaciones;Aves corral;1;
Enix;Nº explotaciones;Conejas madre;0;
Enix;Nº explotaciones;Colmenas;1;
Enix;Cabezas;Equinos;0;
Enix;Cabezas;Bovinos;0;
Enix;Cabezas;Ovinos;260;
Enix;Cabezas;Caprinos;225;
Enix;Cabezas;Porcinos;0;
Enix;Cabezas;Aves corral;16;
Enix;Cabezas;Conejas madre;0;
Enix;UGT;Colmenas;14;
Enix;UGT;Equinos;0;
Enix;UGT;Bovinos;0;
Enix;UGT;Ovinos;26;
Enix;UGT;Caprinos;22,5;
Enix;UGT;Porcinos;0;
Enix;UGT;Aves corral;0,224;
Enix;UGT;Conejas madre;0;
Felix;Nº explotaciones;Bovinos;1;
Felix;Nº explotaciones;Ovinos;6;
Felix;Nº explotaciones;Caprinos;10;
Felix;Nº explotaciones;Porcinos;0;
Felix;Nº explotaciones;Aves corral;1;
Felix;Nº explotaciones;Conejas madre;0;
Felix;Nº explotaciones;Colmenas;0;
Felix;Cabezas;Equinos;5;
Felix;Cabezas;Bovinos;3;
Felix;Cabezas;Ovinos;782;
Felix;Cabezas;Caprinos;721;
Felix;Cabezas;Porcinos;0;
Felix;Cabezas;Aves corral;10;
Felix;Cabezas;Conejas madre;0;
Felix;UGT;Colmenas;0;
Felix;UGT;Equinos;12;
Felix;UGT;Bovinos;2,3;
Felix;UGT;Ovinos;78,2;
Felix;UGT;Caprinos;72,1;
Felix;UGT;Porcinos;0;
Felix;UGT;Aves corral;0,14;
Felix;UGT;Conejas madre;0;
Fines;Nº explotaciones;Bovinos;0;
Fines;Nº explotaciones;Ovinos;1;
Fines;Nº explotaciones;Caprinos;6;
Fines;Nº explotaciones;Porcinos;0;
Fines;Nº explotaciones;Aves corral;0;
Fines;Nº explotaciones;Conejas madre;0;
Fines;Nº explotaciones;Colmenas;0;
Fines;Cabezas;Equinos;0;
Fines;Cabezas;Bovinos;0;
Fines;Cabezas;Ovinos;5;
Fines;Cabezas;Caprinos;1137;
Fines;Cabezas;Porcinos;0;
Fines;Cabezas;Aves corral;0;
Fines;Cabezas;Conejas madre;0;
Fines;UGT;Colmenas;0;
Fines;UGT;Equinos;0;
Fines;UGT;Bovinos;0;
Fines;UGT;Ovinos;0,5;
Fines;UGT;Caprinos;113,7;
Fines;UGT;Porcinos;0;
Fines;UGT;Aves corral;0;
Fines;UGT;Conejas madre;0;
Fiñana;Nº explotaciones;Bovinos;0;
Fiñana;Nº explotaciones;Ovinos;16;
Fiñana;Nº explotaciones;Caprinos;19;
Fiñana;Nº explotaciones;Porcinos;1;
Fiñana;Nº explotaciones;Aves corral;2;
Fiñana;Nº explotaciones;Conejas madre;1;
Fiñana;Nº explotaciones;Colmenas;0;
Fiñana;Cabezas;Equinos;8;
Fiñana;Cabezas;Bovinos;0;
Fiñana;Cabezas;Ovinos;4691;
Fiñana;Cabezas;Caprinos;1171;
Fiñana;Cabezas;Porcinos;4;
Fiñana;Cabezas;Aves corral;28;
Fiñana;Cabezas;Conejas madre;1;
Fiñana;UGT;Colmenas;0;
Fiñana;UGT;Equinos;12;
Fiñana;UGT;Bovinos;0;
Fiñana;UGT;Ovinos;469,1;
Fiñana;UGT;Caprinos;117,1;
Fiñana;UGT;Porcinos;1,2;
Fiñana;UGT;Aves corral;0,493;
Fiñana;UGT;Conejas madre;0,02;
Fondón;Nº explotaciones;Bovinos;0;
Fondón;Nº explotaciones;Ovinos;7;
Fondón;Nº explotaciones;Caprinos;8;
Fondón;Nº explotaciones;Porcinos;0;
Fondón;Nº explotaciones;Aves corral;0;
Fondón;Nº explotaciones;Conejas madre;0;
Fondón;Nº explotaciones;Colmenas;0;
Fondón;Cabezas;Equinos;2;
Fondón;Cabezas;Bovinos;0;
Fondón;Cabezas;Ovinos;2077;
Fondón;Cabezas;Caprinos;2010;
Fondón;Cabezas;Porcinos;0;
Fondón;Cabezas;Aves corral;0;
Fondón;Cabezas;Conejas madre;0;
Fondón;UGT;Colmenas;0;
Fondón;UGT;Equinos;4;
Fondón;UGT;Bovinos;0;
Fondón;UGT;Ovinos;207,7;
Fondón;UGT;Caprinos;201;
Fondón;UGT;Porcinos;0;
Fondón;UGT;Aves corral;0;
Fondón;UGT;Conejas madre;0;
Gádor;Nº explotaciones;Bovinos;1;
Gádor;Nº explotaciones;Ovinos;1;
Gádor;Nº explotaciones;Caprinos;2;
Gádor;Nº explotaciones;Porcinos;0;
Gádor;Nº explotaciones;Aves corral;0;
Gádor;Nº explotaciones;Conejas madre;0;
Gádor;Nº explotaciones;Colmenas;3;
Gádor;Cabezas;Equinos;3;
Gádor;Cabezas;Bovinos;21;
Gádor;Cabezas;Ovinos;134;
Gádor;Cabezas;Caprinos;37;
Gádor;Cabezas;Porcinos;0;
Gádor;Cabezas;Aves corral;0;
Gádor;Cabezas;Conejas madre;0;
Gádor;UGT;Colmenas;340;
Gádor;UGT;Equinos;64;
Gádor;UGT;Bovinos;15,1;
Gádor;UGT;Ovinos;13,4;
Gádor;UGT;Caprinos;3,7;
Gádor;UGT;Porcinos;0;
Gádor;UGT;Aves corral;0;
Gádor;UGT;Conejas madre;0;
Garrucha;Nº explotaciones;Bovinos;0;
Garrucha;Nº explotaciones;Ovinos;2;
Garrucha;Nº explotaciones;Caprinos;1;
Garrucha;Nº explotaciones;Porcinos;1;
Garrucha;Nº explotaciones;Aves corral;1;
Garrucha;Nº explotaciones;Conejas madre;0;
Garrucha;Nº explotaciones;Colmenas;0;
Garrucha;Cabezas;Equinos;0;
Garrucha;Cabezas;Bovinos;0;
Garrucha;Cabezas;Ovinos;780;
Garrucha;Cabezas;Caprinos;305;
Garrucha;Cabezas;Porcinos;11;
Garrucha;Cabezas;Aves corral;6;
Garrucha;Cabezas;Conejas madre;0;
Garrucha;UGT;Colmenas;0;
Garrucha;UGT;Equinos;0;
Garrucha;UGT;Bovinos;0;
Garrucha;UGT;Ovinos;78;
Garrucha;UGT;Caprinos;30,5;
Garrucha;UGT;Porcinos;1,989;
Garrucha;UGT;Aves corral;0,084;
Garrucha;UGT;Conejas madre;0;
Gérgal;Nº explotaciones;Bovinos;1;
Gérgal;Nº explotaciones;Ovinos;7;
Gérgal;Nº explotaciones;Caprinos;7;
Gérgal;Nº explotaciones;Porcinos;0;
Gérgal;Nº explotaciones;Aves corral;2;
Gérgal;Nº explotaciones;Conejas madre;0;
Gérgal;Nº explotaciones;Colmenas;1;
Gérgal;Cabezas;Equinos;2;
Gérgal;Cabezas;Bovinos;39;
Gérgal;Cabezas;Ovinos;2733;
Gérgal;Cabezas;Caprinos;484;
Gérgal;Cabezas;Porcinos;0;
Gérgal;Cabezas;Aves corral;11;
Gérgal;Cabezas;Conejas madre;0;
Gérgal;UGT;Colmenas;10;
Gérgal;UGT;Equinos;6;
Gérgal;UGT;Bovinos;25,3;
Gérgal;UGT;Ovinos;273,3;
Gérgal;UGT;Caprinos;48,4;
Gérgal;UGT;Porcinos;0;
Gérgal;UGT;Aves corral;0,154;
Gérgal;UGT;Conejas madre;0;
Huécija;Nº explotaciones;Bovinos;0;
Huécija;Nº explotaciones;Ovinos;0;
Huécija;Nº explotaciones;Caprinos;0;
Huécija;Nº explotaciones;Porcinos;0;
Huécija;Nº explotaciones;Aves corral;1;
Huécija;Nº explotaciones;Conejas madre;0;
Huécija;Nº explotaciones;Colmenas;0;
Huécija;Cabezas;Equinos;0;
Huécija;Cabezas;Bovinos;0;
Huécija;Cabezas;Ovinos;0;
Huécija;Cabezas;Caprinos;0;
Huécija;Cabezas;Porcinos;0;
Huécija;Cabezas;Aves corral;3600;
Huécija;Cabezas;Conejas madre;0;
Huécija;UGT;Colmenas;0;
Huécija;UGT;Equinos;0;
Huécija;UGT;Bovinos;0;
Huécija;UGT;Ovinos;0;
Huécija;UGT;Caprinos;0;
Huécija;UGT;Porcinos;0;
Huécija;UGT;Aves corral;25,2;
Huécija;UGT;Conejas madre;0;
Huércal de Almería;Nº explotaciones;Bovinos;1;
Huércal de Almería;Nº explotaciones;Ovinos;4;
Huércal de Almería;Nº explotaciones;Caprinos;5;
Huércal de Almería;Nº explotaciones;Porcinos;1;
Huércal de Almería;Nº explotaciones;Aves corral;0;
Huércal de Almería;Nº explotaciones;Conejas madre;0;
Huércal de Almería;Nº explotaciones;Colmenas;0;
Huércal de Almería;Cabezas;Equinos;1;
Huércal de Almería;Cabezas;Bovinos;130;
Huércal de Almería;Cabezas;Ovinos;297;
Huércal de Almería;Cabezas;Caprinos;67;
Huércal de Almería;Cabezas;Porcinos;65;
Huércal de Almería;Cabezas;Aves corral;0;
Huércal de Almería;Cabezas;Conejas madre;0;
Huércal de Almería;UGT;Colmenas;0;
Huércal de Almería;UGT;Equinos;6;
Huércal de Almería;UGT;Bovinos;130;
Huércal de Almería;UGT;Ovinos;29,7;
Huércal de Almería;UGT;Caprinos;6,7;
Huércal de Almería;UGT;Porcinos;32,5;
Huércal de Almería;UGT;Aves corral;0;
Huércal de Almería;UGT;Conejas madre;0;
Huércal-Overa;Nº explotaciones;Bovinos;0;
Huércal-Overa;Nº explotaciones;Ovinos;67;
Huércal-Overa;Nº explotaciones;Caprinos;74;
Huércal-Overa;Nº explotaciones;Porcinos;65;
Huércal-Overa;Nº explotaciones;Aves corral;16;
Huércal-Overa;Nº explotaciones;Conejas madre;2;
Huércal-Overa;Nº explotaciones;Colmenas;8;
Huércal-Overa;Cabezas;Equinos;14;
Huércal-Overa;Cabezas;Bovinos;0;
Huércal-Overa;Cabezas;Ovinos;12421;
Huércal-Overa;Cabezas;Caprinos;16640;
Huércal-Overa;Cabezas;Porcinos;189351;
Huércal-Overa;Cabezas;Aves corral;138739;
Huércal-Overa;Cabezas;Conejas madre;3;
Huércal-Overa;UGT;Colmenas;1409;
Huércal-Overa;UGT;Equinos;43;
Huércal-Overa;UGT;Bovinos;0;
Huércal-Overa;UGT;Ovinos;1242,1;
Huércal-Overa;UGT;Caprinos;1664;
Huércal-Overa;UGT;Porcinos;48997,158;
Huércal-Overa;UGT;Aves corral;1155,465;
Huércal-Overa;UGT;Conejas madre;0,06;
Íllar;Nº explotaciones;Bovinos;1;
Íllar;Nº explotaciones;Ovinos;0;
Íllar;Nº explotaciones;Caprinos;1;
Íllar;Nº explotaciones;Porcinos;1;
Íllar;Nº explotaciones;Aves corral;1;
Íllar;Nº explotaciones;Conejas madre;0;
Íllar;Nº explotaciones;Colmenas;1;
Íllar;Cabezas;Equinos;2;
Íllar;Cabezas;Bovinos;1;
Íllar;Cabezas;Ovinos;0;
Íllar;Cabezas;Caprinos;151;
Íllar;Cabezas;Porcinos;1;
Íllar;Cabezas;Aves corral;2300;
Íllar;Cabezas;Conejas madre;0;
Íllar;UGT;Colmenas;638;
Íllar;UGT;Equinos;3;
Íllar;UGT;Bovinos;0,7;
Íllar;UGT;Ovinos;0;
Íllar;UGT;Caprinos;15,1;
Íllar;UGT;Porcinos;0,3;
Íllar;UGT;Aves corral;16,1;
Íllar;UGT;Conejas madre;0;
Instinción;Nº explotaciones;Bovinos;0;
Instinción;Nº explotaciones;Ovinos;2;
Instinción;Nº explotaciones;Caprinos;2;
Instinción;Nº explotaciones;Porcinos;0;
Instinción;Nº explotaciones;Aves corral;0;
Instinción;Nº explotaciones;Conejas madre;0;
Instinción;Nº explotaciones;Colmenas;2;
Instinción;Cabezas;Equinos;0;
Instinción;Cabezas;Bovinos;0;
Instinción;Cabezas;Ovinos;29;
Instinción;Cabezas;Caprinos;77;
Instinción;Cabezas;Porcinos;0;
Instinción;Cabezas;Aves corral;0;
Instinción;Cabezas;Conejas madre;0;
Instinción;UGT;Colmenas;850;
Instinción;UGT;Equinos;0;
Instinción;UGT;Bovinos;0;
Instinción;UGT;Ovinos;2,9;
Instinción;UGT;Caprinos;7,7;
Instinción;UGT;Porcinos;0;
Instinción;UGT;Aves corral;0;
Instinción;UGT;Conejas madre;0;
La Mojonera;Nº explotaciones;Bovinos;0;
La Mojonera;Nº explotaciones;Ovinos;7;
La Mojonera;Nº explotaciones;Caprinos;9;
La Mojonera;Nº explotaciones;Porcinos;0;
La Mojonera;Nº explotaciones;Aves corral;1;
La Mojonera;Nº explotaciones;Conejas madre;0;
La Mojonera;Nº explotaciones;Colmenas;1;
La Mojonera;Cabezas;Equinos;2;
La Mojonera;Cabezas;Bovinos;0;
La Mojonera;Cabezas;Ovinos;737;
La Mojonera;Cabezas;Caprinos;314;
La Mojonera;Cabezas;Porcinos;0;
La Mojonera;Cabezas;Aves corral;8;
La Mojonera;Cabezas;Conejas madre;0;
La Mojonera;UGT;Colmenas;25;
La Mojonera;UGT;Equinos;97;
La Mojonera;UGT;Bovinos;0;
La Mojonera;UGT;Ovinos;73,7;
La Mojonera;UGT;Caprinos;31,4;
La Mojonera;UGT;Porcinos;0;
La Mojonera;UGT;Aves corral;0,144;
La Mojonera;UGT;Conejas madre;0;
Laroya;Nº explotaciones;Bovinos;0;
Laroya;Nº explotaciones;Ovinos;3;
Laroya;Nº explotaciones;Caprinos;1;
Laroya;Nº explotaciones;Porcinos;1;
Laroya;Nº explotaciones;Aves corral;3;
Laroya;Nº explotaciones;Conejas madre;0;
Laroya;Nº explotaciones;Colmenas;0;
Laroya;Cabezas;Equinos;1;
Laroya;Cabezas;Bovinos;0;
Laroya;Cabezas;Ovinos;197;
Laroya;Cabezas;Caprinos;70;
Laroya;Cabezas;Porcinos;1;
Laroya;Cabezas;Aves corral;25;
Laroya;Cabezas;Conejas madre;0;
Laroya;UGT;Colmenas;0;
Laroya;UGT;Equinos;1;
Laroya;UGT;Bovinos;0;
Laroya;UGT;Ovinos;19,7;
Laroya;UGT;Caprinos;7;
Laroya;UGT;Porcinos;0,3;
Laroya;UGT;Aves corral;0,35;
Laroya;UGT;Conejas madre;0;
Las Tres Villas;Nº explotaciones;Bovinos;0;
Las Tres Villas;Nº explotaciones;Ovinos;4;
Las Tres Villas;Nº explotaciones;Caprinos;4;
Las Tres Villas;Nº explotaciones;Porcinos;0;
Las Tres Villas;Nº explotaciones;Aves corral;0;
Las Tres Villas;Nº explotaciones;Conejas madre;0;
Las Tres Villas;Nº explotaciones;Colmenas;0;
Las Tres Villas;Cabezas;Equinos;3;
Las Tres Villas;Cabezas;Bovinos;0;
Las Tres Villas;Cabezas;Ovinos;1142;
Las Tres Villas;Cabezas;Caprinos;757;
Las Tres Villas;Cabezas;Porcinos;0;
Las Tres Villas;Cabezas;Aves corral;0;
Las Tres Villas;Cabezas;Conejas madre;0;
Las Tres Villas;UGT;Colmenas;0;
Las Tres Villas;UGT;Equinos;13;
Las Tres Villas;UGT;Bovinos;0;
Las Tres Villas;UGT;Ovinos;114,2;
Las Tres Villas;UGT;Caprinos;75,7;
Las Tres Villas;UGT;Porcinos;0;
Las Tres Villas;UGT;Aves corral;0;
Las Tres Villas;UGT;Conejas madre;0;
Laujar de Andarax;Nº explotaciones;Bovinos;0;
Laujar de Andarax;Nº explotaciones;Ovinos;9;
Laujar de Andarax;Nº explotaciones;Caprinos;17;
Laujar de Andarax;Nº explotaciones;Porcinos;2;
Laujar de Andarax;Nº explotaciones;Aves corral;3;
Laujar de Andarax;Nº explotaciones;Conejas madre;0;
Laujar de Andarax;Nº explotaciones;Colmenas;0;
Laujar de Andarax;Cabezas;Equinos;3;
Laujar de Andarax;Cabezas;Bovinos;0;
Laujar de Andarax;Cabezas;Ovinos;1875;
Laujar de Andarax;Cabezas;Caprinos;1579;
Laujar de Andarax;Cabezas;Porcinos;7;
Laujar de Andarax;Cabezas;Aves corral;9014;
Laujar de Andarax;Cabezas;Conejas madre;0;
Laujar de Andarax;UGT;Colmenas;0;
Laujar de Andarax;UGT;Equinos;11;
Laujar de Andarax;UGT;Bovinos;0;
Laujar de Andarax;UGT;Ovinos;187,5;
Laujar de Andarax;UGT;Caprinos;157,9;
Laujar de Andarax;UGT;Porcinos;1,281;
Laujar de Andarax;UGT;Aves corral;126,163;
Laujar de Andarax;UGT;Conejas madre;0;
Líjar;Nº explotaciones;Bovinos;0;
