Territorio;Medida;Valor;
El Garrobo;Renta bruta media por persona;11936;
El Garrobo;Renta neta media por hogar;24173;
El Garrobo;Renta bruta media por hogar;27525;
El Garrobo;Renta por unidad de consumo;15040;
El Madroño;Renta neta media por persona;12753;
El Madroño;Renta bruta media por persona;14706;
El Madroño;Renta neta media por hogar;22647;
El Madroño;Renta bruta media por hogar;26114;
El Madroño;Renta por unidad de consumo;16866;
El Palmar de Troya;Renta neta media por persona;7779;
El Palmar de Troya;Renta bruta media por persona;8436;
El Palmar de Troya;Renta neta media por hogar;20912;
El Palmar de Troya;Renta bruta media por hogar;22681;
El Palmar de Troya;Renta por unidad de consumo;11760;
El Pedroso;Renta neta media por persona;10204;
El Pedroso;Renta bruta media por persona;11563;
El Pedroso;Renta neta media por hogar;23145;
El Pedroso;Renta bruta media por hogar;26228;
El Pedroso;Renta por unidad de consumo;14709;
El Real de la Jara;Renta neta media por persona;9139;
El Real de la Jara;Renta bruta media por persona;10397;
El Real de la Jara;Renta neta media por hogar;22662;
El Real de la Jara;Renta bruta media por hogar;25782;
El Real de la Jara;Renta por unidad de consumo;13858;
El Ronquillo;Renta neta media por persona;10768;
El Ronquillo;Renta bruta media por persona;12341;
El Ronquillo;Renta neta media por hogar;24012;
El Ronquillo;Renta bruta media por hogar;27522;
El Ronquillo;Renta por unidad de consumo;15460;
El Rubio;Renta neta media por persona;9895;
El Rubio;Renta bruta media por persona;11179;
El Rubio;Renta neta media por hogar;24048;
El Rubio;Renta bruta media por hogar;27167;
El Rubio;Renta por unidad de consumo;14538;
El Saucejo;Renta neta media por persona;9164;
El Saucejo;Renta bruta media por persona;10326;
El Saucejo;Renta neta media por hogar;22330;
El Saucejo;Renta bruta media por hogar;25162;
El Saucejo;Renta por unidad de consumo;13635;
El Viso del Alcor;Renta neta media por persona;10170;
El Viso del Alcor;Renta bruta media por persona;11755;
El Viso del Alcor;Renta neta media por hogar;30028;
El Viso del Alcor;Renta bruta media por hogar;34708;
El Viso del Alcor;Renta por unidad de consumo;15964;
Espartinas;Renta neta media por persona;14610;
Espartinas;Renta bruta media por persona;18419;
Espartinas;Renta neta media por hogar;44931;
Espartinas;Renta bruta media por hogar;56648;
Espartinas;Renta por unidad de consumo;23365;
Estepa;Renta neta media por persona;10553;
Estepa;Renta bruta media por persona;12171;
Estepa;Renta neta media por hogar;27254;
Estepa;Renta bruta media por hogar;31435;
Estepa;Renta por unidad de consumo;15884;
Fuentes de Andalucía;Renta neta media por persona;10064;
Fuentes de Andalucía;Renta bruta media por persona;11418;
Fuentes de Andalucía;Renta neta media por hogar;25194;
Fuentes de Andalucía;Renta bruta media por hogar;28587;
Fuentes de Andalucía;Renta por unidad de consumo;15119;
Gelves;Renta neta media por persona;13704;
Gelves;Renta bruta media por persona;17038;
Gelves;Renta neta media por hogar;37480;
Gelves;Renta bruta media por hogar;46599;
Gelves;Renta por unidad de consumo;21017;
Gerena;Renta neta media por persona;10907;
Gerena;Renta bruta media por persona;12815;
Gerena;Renta neta media por hogar;29238;
Gerena;Renta bruta media por hogar;34352;
Gerena;Renta por unidad de consumo;16736;
Gilena;Renta neta media por persona;10658;
Gilena;Renta bruta media por persona;12192;
Gilena;Renta neta media por hogar;27493;
Gilena;Renta bruta media por hogar;31450;
Gilena;Renta por unidad de consumo;15936;
Gines;Renta neta media por persona;13943;
Gines;Renta bruta media por persona;17418;
Gines;Renta neta media por hogar;41476;
Gines;Renta bruta media por hogar;51815;
Gines;Renta por unidad de consumo;21773;
Guadalcanal;Renta neta media por persona;9503;
Guadalcanal;Renta bruta media por persona;10664;
Guadalcanal;Renta neta media por hogar;22580;
Guadalcanal;Renta bruta media por hogar;25339;
Guadalcanal;Renta por unidad de consumo;13799;
Guillena;Renta neta media por persona;10419;
Guillena;Renta bruta media por persona;12256;
Guillena;Renta neta media por hogar;28817;
Guillena;Renta bruta media por hogar;33898;
Guillena;Renta por unidad de consumo;16004;
Herrera;Renta neta media por persona;10294;
Herrera;Renta bruta media por persona;11788;
Herrera;Renta neta media por hogar;27135;
Herrera;Renta bruta media por hogar;31074;
Herrera;Renta por unidad de consumo;15545;
Huévar del Aljarafe;Renta neta media por persona;10738;
Huévar del Aljarafe;Renta bruta media por persona;12423;
Huévar del Aljarafe;Renta neta media por hogar;29000;
Huévar del Aljarafe;Renta bruta media por hogar;33551;
Huévar del Aljarafe;Renta por unidad de consumo;16468;
Isla Mayor;Renta neta media por persona;8482;
Isla Mayor;Renta bruta media por persona;9410;
Isla Mayor;Renta neta media por hogar;21147;
Isla Mayor;Renta bruta media por hogar;23462;
Isla Mayor;Renta por unidad de consumo;12496;
La Algaba;Renta neta media por persona;10236;
La Algaba;Renta bruta media por persona;11810;
La Algaba;Renta neta media por hogar;28177;
La Algaba;Renta bruta media por hogar;32514;
La Algaba;Renta por unidad de consumo;15793;
La Campana;Renta neta media por persona;9224;
La Campana;Renta bruta media por persona;10213;
La Campana;Renta neta media por hogar;24689;
La Campana;Renta bruta media por hogar;27341;
La Campana;Renta por unidad de consumo;13938;
La Luisiana;Renta neta media por persona;10414;
La Luisiana;Renta bruta media por persona;11873;
La Luisiana;Renta neta media por hogar;25671;
La Luisiana;Renta bruta media por hogar;29270;
La Luisiana;Renta por unidad de consumo;15443;
La Puebla de Cazalla;Renta neta media por persona;9550;
La Puebla de Cazalla;Renta bruta media por persona;10789;
La Puebla de Cazalla;Renta neta media por hogar;25842;
La Puebla de Cazalla;Renta bruta media por hogar;29198;
La Puebla de Cazalla;Renta por unidad de consumo;14607;
La Puebla de los Infantes;Renta neta media por persona;9432;
La Puebla de los Infantes;Renta bruta media por persona;se;
La Puebla de los Infantes;Renta neta media por hogar;22696;
La Puebla de los Infantes;Renta bruta media por hogar;25126;
La Puebla de los Infantes;Renta por unidad de consumo;13890;
La Puebla del Río;Renta neta media por persona;9669;
La Puebla del Río;Renta bruta media por persona;11209;
La Puebla del Río;Renta neta media por hogar;26420;
La Puebla del Río;Renta bruta media por hogar;30625;
La Puebla del Río;Renta por unidad de consumo;14813;
La Rinconada;Renta neta media por persona;10810;
La Rinconada;Renta bruta media por persona;12625;
La Rinconada;Renta neta media por hogar;30382;
La Rinconada;Renta bruta media por hogar;35486;
La Rinconada;Renta por unidad de consumo;16667;
La Roda de Andalucía;Renta neta media por persona;10005;
La Roda de Andalucía;Renta bruta media por persona;11279;
La Roda de Andalucía;Renta neta media por hogar;25642;
La Roda de Andalucía;Renta bruta media por hogar;28908;
La Roda de Andalucía;Renta por unidad de consumo;14873;
Lantejuela;Renta neta media por persona;9049;
Lantejuela;Renta bruta media por persona;10158;
Lantejuela;Renta neta media por hogar;22643;
Lantejuela;Renta bruta media por hogar;25418;
Lantejuela;Renta por unidad de consumo;13494;
Las Cabezas de San Juan;Renta neta media por persona;8989;
Las Cabezas de San Juan;Renta bruta media por persona;10029;
Las Cabezas de San Juan;Renta neta media por hogar;24976;
Las Cabezas de San Juan;Renta bruta media por hogar;27865;
Las Cabezas de San Juan;Renta por unidad de consumo;13767;
Las Navas de la Concepción;Renta neta media por persona;9619;
Las Navas de la Concepción;Renta bruta media por persona;10808;
Las Navas de la Concepción;Renta neta media por hogar;21200;
Las Navas de la Concepción;Renta bruta media por hogar;23821;
Las Navas de la Concepción;Renta por unidad de consumo;13976;
Lebrija;Renta neta media por persona;9994;
Lebrija;Renta bruta media por persona;11586;
Lebrija;Renta neta media por hogar;26648;
Lebrija;Renta bruta media por hogar;30892;
Lebrija;Renta por unidad de consumo;15253;
Lora de Estepa;Renta neta media por persona;10962;
Lora de Estepa;Renta bruta media por persona;12470;
Lora de Estepa;Renta neta media por hogar;23353;
Lora de Estepa;Renta bruta media por hogar;26569;
Lora de Estepa;Renta por unidad de consumo;15244;
Lora del Río;Renta neta media por persona;9860;
Lora del Río;Renta bruta media por persona;11177;
Lora del Río;Renta neta media por hogar;25640;
Lora del Río;Renta bruta media por hogar;29063;
Lora del Río;Renta por unidad de consumo;14858;
Los Corrales;Renta neta media por persona;9718;
Los Corrales;Renta bruta media por persona;se;
Los Corrales;Renta neta media por hogar;24450;
Los Corrales;Renta bruta media por hogar;27367;
Los Corrales;Renta por unidad de consumo;14480;
Los Molares;Renta neta media por persona;9133;
Los Molares;Renta bruta media por persona;10383;
Los Molares;Renta neta media por hogar;25019;
Los Molares;Renta bruta media por hogar;28441;
Los Molares;Renta por unidad de consumo;14000;
Los Palacios y Villafranca;Renta neta media por persona;9137;
Los Palacios y Villafranca;Renta bruta media por persona;10395;
Los Palacios y Villafranca;Renta neta media por hogar;26166;
Los Palacios y Villafranca;Renta bruta media por hogar;29767;
Los Palacios y Villafranca;Renta por unidad de consumo;14191;
Mairena del Alcor;Renta neta media por persona;11129;
Mairena del Alcor;Renta bruta media por persona;13110;
Mairena del Alcor;Renta neta media por hogar;32323;
Mairena del Alcor;Renta bruta media por hogar;38074;
Mairena del Alcor;Renta por unidad de consumo;17402;
Mairena del Aljarafe;Renta neta media por persona;14397;
Mairena del Aljarafe;Renta bruta media por persona;17898;
Mairena del Aljarafe;Renta neta media por hogar;40651;
Mairena del Aljarafe;Renta bruta media por hogar;50535;
Mairena del Aljarafe;Renta por unidad de consumo;22364;
Marchena;Renta neta media por persona;10367;
Marchena;Renta bruta media por persona;11911;
Marchena;Renta neta media por hogar;27821;
Marchena;Renta bruta media por hogar;31963;
Marchena;Renta por unidad de consumo;15875;
Marinaleda;Renta neta media por persona;8704;
Marinaleda;Renta bruta media por persona;se;
Marinaleda;Renta neta media por hogar;23331;
Marinaleda;Renta bruta media por hogar;25594;
Marinaleda;Renta por unidad de consumo;13100;
Martín de la Jara;Renta neta media por persona;9422;
Martín de la Jara;Renta bruta media por persona;se;
Martín de la Jara;Renta neta media por hogar;23130;
Martín de la Jara;Renta bruta media por hogar;25495;
Martín de la Jara;Renta por unidad de consumo;13856;
Montellano;Renta neta media por persona;8988;
Montellano;Renta bruta media por persona;10045;
Montellano;Renta neta media por hogar;22038;
Montellano;Renta bruta media por hogar;24629;
Montellano;Renta por unidad de consumo;13377;
Morón de la Frontera;Renta neta media por persona;10472;
Morón de la Frontera;Renta bruta media por persona;12080;
Morón de la Frontera;Renta neta media por hogar;27060;
Morón de la Frontera;Renta bruta media por hogar;31216;
Morón de la Frontera;Renta por unidad de consumo;15767;
Olivares;Renta neta media por persona;9752;
Olivares;Renta bruta media por persona;11191;
Olivares;Renta neta media por hogar;27095;
Olivares;Renta bruta media por hogar;31091;
Olivares;Renta por unidad de consumo;14921;
Osuna;Renta neta media por persona;10353;
Osuna;Renta bruta media por persona;11934;
Osuna;Renta neta media por hogar;28078;
Osuna;Renta bruta media por hogar;32363;
Osuna;Renta por unidad de consumo;15720;
Palomares del Río;Renta neta media por persona;13369;
Palomares del Río;Renta bruta media por persona;16390;
Palomares del Río;Renta neta media por hogar;39507;
Palomares del Río;Renta bruta media por hogar;48436;
Palomares del Río;Renta por unidad de consumo;20976;
Paradas;Renta neta media por persona;9755;
Paradas;Renta bruta media por persona;11064;
Paradas;Renta neta media por hogar;23590;
Paradas;Renta bruta media por hogar;26758;
Paradas;Renta por unidad de consumo;14500;
Pedrera;Renta neta media por persona;9747;
Pedrera;Renta bruta media por persona;11092;
Pedrera;Renta neta media por hogar;26467;
Pedrera;Renta bruta media por hogar;30118;
Pedrera;Renta por unidad de consumo;14783;
Peñaflor;Renta neta media por persona;9712;
Peñaflor;Renta bruta media por persona;se;
Peñaflor;Renta neta media por hogar;24317;
Peñaflor;Renta bruta media por hogar;27474;
Peñaflor;Renta por unidad de consumo;14364;
Pilas;Renta neta media por persona;9409;
Pilas;Renta bruta media por persona;10673;
Pilas;Renta neta media por hogar;25005;
Pilas;Renta bruta media por hogar;28365;
Pilas;Renta por unidad de consumo;14230;
Pruna;Renta neta media por persona;8118;
Pruna;Renta bruta media por persona;se;
Pruna;Renta neta media por hogar;18774;
Pruna;Renta bruta media por hogar;20854;
Pruna;Renta por unidad de consumo;11849;
Salteras;Renta neta media por persona;12372;
Salteras;Renta bruta media por persona;14776;
Salteras;Renta neta media por hogar;35583;
Salteras;Renta bruta media por hogar;42494;
Salteras;Renta por unidad de consumo;19159;
San Juan de Aznalfarache;Renta neta media por persona;10384;
San Juan de Aznalfarache;Renta bruta media por persona;12146;
San Juan de Aznalfarache;Renta neta media por hogar;26767;
San Juan de Aznalfarache;Renta bruta media por hogar;31308;
San Juan de Aznalfarache;Renta por unidad de consumo;15603;
San Nicolás del Puerto;Renta neta media por persona;9931;
San Nicolás del Puerto;Renta bruta media por persona;11292;
San Nicolás del Puerto;Renta neta media por hogar;20687;
San Nicolás del Puerto;Renta bruta media por hogar;23521;
San Nicolás del Puerto;Renta por unidad de consumo;13568;
Sanlúcar la Mayor;Renta neta media por persona;10707;
Sanlúcar la Mayor;Renta bruta media por persona;12451;
Sanlúcar la Mayor;Renta neta media por hogar;29180;
Sanlúcar la Mayor;Renta bruta media por hogar;33938;
Sanlúcar la Mayor;Renta por unidad de consumo;16330;
Santiponce;Renta neta media por persona;10646;
Santiponce;Renta bruta media por persona;12728;
Santiponce;Renta neta media por hogar;30079;
Santiponce;Renta bruta media por hogar;35959;
Santiponce;Renta por unidad de consumo;16522;
Sevilla (capital);Renta neta media por persona;13985;
Sevilla (capital);Renta bruta media por persona;17178;
Sevilla (capital);Renta neta media por hogar;35488;
Sevilla (capital);Renta bruta media por hogar;43586;
Sevilla (capital);Renta por unidad de consumo;20934;
Tocina;Renta neta media por persona;9834;
Tocina;Renta bruta media por persona;11116;
Tocina;Renta neta media por hogar;25319;
Tocina;Renta bruta media por hogar;28618;
Tocina;Renta por unidad de consumo;14820;
Tomares;Renta neta media por persona;15845;
Tomares;Renta bruta media por persona;20177;
Tomares;Renta neta media por hogar;44585;
Tomares;Renta bruta media por hogar;56775;
Tomares;Renta por unidad de consumo;24874;
Umbrete;Renta neta media por persona;10448;
Umbrete;Renta bruta media por persona;12351;
Umbrete;Renta neta media por hogar;30048;
Umbrete;Renta bruta media por hogar;35520;
Umbrete;Renta por unidad de consumo;16413;
Utrera;Renta neta media por persona;10457;
Utrera;Renta bruta media por persona;12166;
