Territorio;Nacionalidad;Medida;Valor;
Espejo;Resto Asia;Inmigraciones ;-;
Espejo;Oceanía;Inmigraciones ;-;
Espejo;Apátridas;Inmigraciones ;-;
Espejo;TOTAL;Inmigraciones ;23;
Espiel;Española;Inmigraciones ;6;
Espiel;Extranjera;Inmigraciones ;8;
Espiel;Europa;Inmigraciones ;3;
Espiel;UE27;Inmigraciones ;3;
Espiel;Resto de Europa;Inmigraciones ;-;
Espiel;África;Inmigraciones ;-;
Espiel;África Norte;Inmigraciones ;-;
Espiel;Sub-Sahara;Inmigraciones ;-;
Espiel;Resto África;Inmigraciones ;-;
Espiel;América;Inmigraciones ;1;
Espiel;América Norte;Inmigraciones ;-;
Espiel;Central-Caribe;Inmigraciones ;-;
Espiel;América Sur;Inmigraciones ;1;
Espiel;Asia;Inmigraciones ;4;
Espiel;Próximo Oriente;Inmigraciones ;-;
Espiel;Resto Asia;Inmigraciones ;4;
Espiel;Oceanía;Inmigraciones ;-;
Espiel;Apátridas;Inmigraciones ;-;
Espiel;TOTAL;Inmigraciones ;14;
Fernán-Núñez;Española;Inmigraciones ;9;
Fernán-Núñez;Extranjera;Inmigraciones ;37;
Fernán-Núñez;Europa;Inmigraciones ;3;
Fernán-Núñez;UE27;Inmigraciones ;1;
Fernán-Núñez;Resto de Europa;Inmigraciones ;2;
Fernán-Núñez;África;Inmigraciones ;8;
Fernán-Núñez;África Norte;Inmigraciones ;8;
Fernán-Núñez;Sub-Sahara;Inmigraciones ;-;
Fernán-Núñez;Resto África;Inmigraciones ;-;
Fernán-Núñez;América;Inmigraciones ;25;
Fernán-Núñez;América Norte;Inmigraciones ;3;
Fernán-Núñez;Central-Caribe;Inmigraciones ;8;
Fernán-Núñez;América Sur;Inmigraciones ;14;
Fernán-Núñez;Asia;Inmigraciones ;1;
Fernán-Núñez;Próximo Oriente;Inmigraciones ;-;
Fernán-Núñez;Resto Asia;Inmigraciones ;1;
Fernán-Núñez;Oceanía;Inmigraciones ;-;
Fernán-Núñez;Apátridas;Inmigraciones ;-;
Fernán-Núñez;TOTAL;Inmigraciones ;46;
Fuente Carreteros;Española;Inmigraciones ;1;
Fuente Carreteros;Extranjera;Inmigraciones ;2;
Fuente Carreteros;Europa;Inmigraciones ;1;
Fuente Carreteros;UE27;Inmigraciones ;1;
Fuente Carreteros;Resto de Europa;Inmigraciones ;-;
Fuente Carreteros;África;Inmigraciones ;-;
Fuente Carreteros;África Norte;Inmigraciones ;-;
Fuente Carreteros;Sub-Sahara;Inmigraciones ;-;
Fuente Carreteros;Resto África;Inmigraciones ;-;
Fuente Carreteros;América;Inmigraciones ;1;
Fuente Carreteros;América Norte;Inmigraciones ;-;
Fuente Carreteros;Central-Caribe;Inmigraciones ;1;
Fuente Carreteros;América Sur;Inmigraciones ;-;
Fuente Carreteros;Asia;Inmigraciones ;-;
Fuente Carreteros;Próximo Oriente;Inmigraciones ;-;
Fuente Carreteros;Resto Asia;Inmigraciones ;-;
Fuente Carreteros;Oceanía;Inmigraciones ;-;
Fuente Carreteros;Apátridas;Inmigraciones ;-;
Fuente Carreteros;TOTAL;Inmigraciones ;3;
Fuente la Lancha;Española;Inmigraciones ;-;
Fuente la Lancha;Extranjera;Inmigraciones ;2;
Fuente la Lancha;Europa;Inmigraciones ;-;
Fuente la Lancha;UE27;Inmigraciones ;-;
Fuente la Lancha;Resto de Europa;Inmigraciones ;-;
Fuente la Lancha;África;Inmigraciones ;-;
Fuente la Lancha;África Norte;Inmigraciones ;-;
Fuente la Lancha;Sub-Sahara;Inmigraciones ;-;
Fuente la Lancha;Resto África;Inmigraciones ;-;
Fuente la Lancha;América;Inmigraciones ;2;
Fuente la Lancha;América Norte;Inmigraciones ;-;
Fuente la Lancha;Central-Caribe;Inmigraciones ;-;
Fuente la Lancha;América Sur;Inmigraciones ;2;
Fuente la Lancha;Asia;Inmigraciones ;-;
Fuente la Lancha;Próximo Oriente;Inmigraciones ;-;
Fuente la Lancha;Resto Asia;Inmigraciones ;-;
Fuente la Lancha;Oceanía;Inmigraciones ;-;
Fuente la Lancha;Apátridas;Inmigraciones ;-;
Fuente la Lancha;TOTAL;Inmigraciones ;2;
Fuente Obejuna;Española;Inmigraciones ;6;
Fuente Obejuna;Extranjera;Inmigraciones ;9;
Fuente Obejuna;Europa;Inmigraciones ;1;
Fuente Obejuna;UE27;Inmigraciones ;1;
Fuente Obejuna;Resto de Europa;Inmigraciones ;-;
Fuente Obejuna;África;Inmigraciones ;-;
Fuente Obejuna;África Norte;Inmigraciones ;-;
Fuente Obejuna;Sub-Sahara;Inmigraciones ;-;
Fuente Obejuna;Resto África;Inmigraciones ;-;
Fuente Obejuna;América;Inmigraciones ;8;
Fuente Obejuna;América Norte;Inmigraciones ;-;
Fuente Obejuna;Central-Caribe;Inmigraciones ;5;
Fuente Obejuna;América Sur;Inmigraciones ;3;
Fuente Obejuna;Asia;Inmigraciones ;-;
Fuente Obejuna;Próximo Oriente;Inmigraciones ;-;
Fuente Obejuna;Resto Asia;Inmigraciones ;-;
Fuente Obejuna;Oceanía;Inmigraciones ;-;
Fuente Obejuna;Apátridas;Inmigraciones ;-;
Fuente Obejuna;TOTAL;Inmigraciones ;15;
Fuente Palmera;Española;Inmigraciones ;4;
Fuente Palmera;Extranjera;Inmigraciones ;50;
Fuente Palmera;Europa;Inmigraciones ;29;
Fuente Palmera;UE27;Inmigraciones ;26;
Fuente Palmera;Resto de Europa;Inmigraciones ;3;
Fuente Palmera;África;Inmigraciones ;-;
Fuente Palmera;África Norte;Inmigraciones ;-;
Fuente Palmera;Sub-Sahara;Inmigraciones ;-;
Fuente Palmera;Resto África;Inmigraciones ;-;
Fuente Palmera;América;Inmigraciones ;17;
Fuente Palmera;América Norte;Inmigraciones ;-;
Fuente Palmera;Central-Caribe;Inmigraciones ;3;
Fuente Palmera;América Sur;Inmigraciones ;14;
Fuente Palmera;Asia;Inmigraciones ;4;
Fuente Palmera;Próximo Oriente;Inmigraciones ;-;
Fuente Palmera;Resto Asia;Inmigraciones ;4;
Fuente Palmera;Oceanía;Inmigraciones ;-;
Fuente Palmera;Apátridas;Inmigraciones ;-;
Fuente Palmera;TOTAL;Inmigraciones ;54;
Fuente-Tójar;Española;Inmigraciones ;-;
Fuente-Tójar;Extranjera;Inmigraciones ;4;
Fuente-Tójar;Europa;Inmigraciones ;4;
Fuente-Tójar;UE27;Inmigraciones ;1;
Fuente-Tójar;Resto de Europa;Inmigraciones ;3;
Fuente-Tójar;África;Inmigraciones ;-;
Fuente-Tójar;África Norte;Inmigraciones ;-;
Fuente-Tójar;Sub-Sahara;Inmigraciones ;-;
Fuente-Tójar;Resto África;Inmigraciones ;-;
Fuente-Tójar;América;Inmigraciones ;-;
Fuente-Tójar;América Norte;Inmigraciones ;-;
Fuente-Tójar;Central-Caribe;Inmigraciones ;-;
Fuente-Tójar;América Sur;Inmigraciones ;-;
Fuente-Tójar;Asia;Inmigraciones ;-;
Fuente-Tójar;Próximo Oriente;Inmigraciones ;-;
Fuente-Tójar;Resto Asia;Inmigraciones ;-;
Fuente-Tójar;Oceanía;Inmigraciones ;-;
Fuente-Tójar;Apátridas;Inmigraciones ;-;
Fuente-Tójar;TOTAL;Inmigraciones ;4;
Guadalcázar;Española;Inmigraciones ;1;
Guadalcázar;Extranjera;Inmigraciones ;4;
Guadalcázar;Europa;Inmigraciones ;-;
Guadalcázar;UE27;Inmigraciones ;-;
Guadalcázar;Resto de Europa;Inmigraciones ;-;
Guadalcázar;África;Inmigraciones ;-;
Guadalcázar;África Norte;Inmigraciones ;-;
Guadalcázar;Sub-Sahara;Inmigraciones ;-;
Guadalcázar;Resto África;Inmigraciones ;-;
Guadalcázar;América;Inmigraciones ;4;
Guadalcázar;América Norte;Inmigraciones ;-;
Guadalcázar;Central-Caribe;Inmigraciones ;4;
Guadalcázar;América Sur;Inmigraciones ;-;
Guadalcázar;Asia;Inmigraciones ;-;
Guadalcázar;Próximo Oriente;Inmigraciones ;-;
Guadalcázar;Resto Asia;Inmigraciones ;-;
Guadalcázar;Oceanía;Inmigraciones ;-;
Guadalcázar;Apátridas;Inmigraciones ;-;
Guadalcázar;TOTAL;Inmigraciones ;5;
Hinojosa del Duque;Española;Inmigraciones ;4;
Hinojosa del Duque;Extranjera;Inmigraciones ;36;
Hinojosa del Duque;Europa;Inmigraciones ;2;
Hinojosa del Duque;UE27;Inmigraciones ;2;
Hinojosa del Duque;Resto de Europa;Inmigraciones ;-;
Hinojosa del Duque;África;Inmigraciones ;-;
Hinojosa del Duque;África Norte;Inmigraciones ;-;
Hinojosa del Duque;Sub-Sahara;Inmigraciones ;-;
Hinojosa del Duque;Resto África;Inmigraciones ;-;
Hinojosa del Duque;América;Inmigraciones ;31;
Hinojosa del Duque;América Norte;Inmigraciones ;-;
Hinojosa del Duque;Central-Caribe;Inmigraciones ;2;
Hinojosa del Duque;América Sur;Inmigraciones ;29;
Hinojosa del Duque;Asia;Inmigraciones ;3;
Hinojosa del Duque;Próximo Oriente;Inmigraciones ;-;
Hinojosa del Duque;Resto Asia;Inmigraciones ;3;
Hinojosa del Duque;Oceanía;Inmigraciones ;-;
Hinojosa del Duque;Apátridas;Inmigraciones ;-;
Hinojosa del Duque;TOTAL;Inmigraciones ;40;
Hornachuelos;Española;Inmigraciones ;2;
Hornachuelos;Extranjera;Inmigraciones ;15;
Hornachuelos;Europa;Inmigraciones ;5;
Hornachuelos;UE27;Inmigraciones ;4;
Hornachuelos;Resto de Europa;Inmigraciones ;1;
Hornachuelos;África;Inmigraciones ;1;
Hornachuelos;África Norte;Inmigraciones ;1;
Hornachuelos;Sub-Sahara;Inmigraciones ;-;
Hornachuelos;Resto África;Inmigraciones ;-;
Hornachuelos;América;Inmigraciones ;9;
Hornachuelos;América Norte;Inmigraciones ;-;
Hornachuelos;Central-Caribe;Inmigraciones ;4;
Hornachuelos;América Sur;Inmigraciones ;5;
Hornachuelos;Asia;Inmigraciones ;-;
Hornachuelos;Próximo Oriente;Inmigraciones ;-;
Hornachuelos;Resto Asia;Inmigraciones ;-;
Hornachuelos;Oceanía;Inmigraciones ;-;
Hornachuelos;Apátridas;Inmigraciones ;-;
Hornachuelos;TOTAL;Inmigraciones ;17;
Iznájar;Española;Inmigraciones ;2;
Iznájar;Extranjera;Inmigraciones ;36;
Iznájar;Europa;Inmigraciones ;18;
Iznájar;UE27;Inmigraciones ;5;
Iznájar;Resto de Europa;Inmigraciones ;13;
Iznájar;África;Inmigraciones ;8;
Iznájar;África Norte;Inmigraciones ;8;
Iznájar;Sub-Sahara;Inmigraciones ;-;
Iznájar;Resto África;Inmigraciones ;-;
Iznájar;América;Inmigraciones ;9;
Iznájar;América Norte;Inmigraciones ;2;
Iznájar;Central-Caribe;Inmigraciones ;4;
Iznájar;América Sur;Inmigraciones ;3;
Iznájar;Asia;Inmigraciones ;1;
Iznájar;Próximo Oriente;Inmigraciones ;-;
Iznájar;Resto Asia;Inmigraciones ;1;
Iznájar;Oceanía;Inmigraciones ;-;
Iznájar;Apátridas;Inmigraciones ;-;
Iznájar;TOTAL;Inmigraciones ;38;
La Carlota;Española;Inmigraciones ;24;
La Carlota;Extranjera;Inmigraciones ;98;
La Carlota;Europa;Inmigraciones ;21;
La Carlota;UE27;Inmigraciones ;18;
La Carlota;Resto de Europa;Inmigraciones ;3;
La Carlota;África;Inmigraciones ;6;
La Carlota;África Norte;Inmigraciones ;5;
La Carlota;Sub-Sahara;Inmigraciones ;-;
La Carlota;Resto África;Inmigraciones ;1;
La Carlota;América;Inmigraciones ;71;
La Carlota;América Norte;Inmigraciones ;-;
La Carlota;Central-Caribe;Inmigraciones ;42;
La Carlota;América Sur;Inmigraciones ;29;
La Carlota;Asia;Inmigraciones ;-;
La Carlota;Próximo Oriente;Inmigraciones ;-;
La Carlota;Resto Asia;Inmigraciones ;-;
La Carlota;Oceanía;Inmigraciones ;-;
La Carlota;Apátridas;Inmigraciones ;-;
La Carlota;TOTAL;Inmigraciones ;122;
La Granjuela;Española;Inmigraciones ;-;
La Granjuela;Extranjera;Inmigraciones ;2;
La Granjuela;Europa;Inmigraciones ;-;
La Granjuela;UE27;Inmigraciones ;-;
La Granjuela;Resto de Europa;Inmigraciones ;-;
La Granjuela;África;Inmigraciones ;-;
La Granjuela;África Norte;Inmigraciones ;-;
La Granjuela;Sub-Sahara;Inmigraciones ;-;
La Granjuela;Resto África;Inmigraciones ;-;
La Granjuela;América;Inmigraciones ;2;
La Granjuela;América Norte;Inmigraciones ;2;
La Granjuela;Central-Caribe;Inmigraciones ;-;
La Granjuela;América Sur;Inmigraciones ;-;
La Granjuela;Asia;Inmigraciones ;-;
La Granjuela;Próximo Oriente;Inmigraciones ;-;
La Granjuela;Resto Asia;Inmigraciones ;-;
La Granjuela;Oceanía;Inmigraciones ;-;
La Granjuela;Apátridas;Inmigraciones ;-;
La Granjuela;TOTAL;Inmigraciones ;2;
La Guijarrosa;Española;Inmigraciones ;17;
La Guijarrosa;Extranjera;Inmigraciones ;3;
La Guijarrosa;Europa;Inmigraciones ;1;
La Guijarrosa;UE27;Inmigraciones ;1;
La Guijarrosa;Resto de Europa;Inmigraciones ;-;
La Guijarrosa;África;Inmigraciones ;-;
La Guijarrosa;África Norte;Inmigraciones ;-;
La Guijarrosa;Sub-Sahara;Inmigraciones ;-;
La Guijarrosa;Resto África;Inmigraciones ;-;
La Guijarrosa;América;Inmigraciones ;2;
La Guijarrosa;América Norte;Inmigraciones ;-;
La Guijarrosa;Central-Caribe;Inmigraciones ;1;
La Guijarrosa;América Sur;Inmigraciones ;1;
La Guijarrosa;Asia;Inmigraciones ;-;
La Guijarrosa;Próximo Oriente;Inmigraciones ;-;
La Guijarrosa;Resto Asia;Inmigraciones ;-;
La Guijarrosa;Oceanía;Inmigraciones ;-;
La Guijarrosa;Apátridas;Inmigraciones ;-;
La Guijarrosa;TOTAL;Inmigraciones ;20;
La Rambla;Española;Inmigraciones ;2;
La Rambla;Extranjera;Inmigraciones ;38;
La Rambla;Europa;Inmigraciones ;23;
La Rambla;UE27;Inmigraciones ;22;
La Rambla;Resto de Europa;Inmigraciones ;1;
La Rambla;África;Inmigraciones ;-;
La Rambla;África Norte;Inmigraciones ;-;
La Rambla;Sub-Sahara;Inmigraciones ;-;
La Rambla;Resto África;Inmigraciones ;-;
La Rambla;América;Inmigraciones ;12;
La Rambla;América Norte;Inmigraciones ;-;
La Rambla;Central-Caribe;Inmigraciones ;5;
La Rambla;América Sur;Inmigraciones ;7;
La Rambla;Asia;Inmigraciones ;3;
La Rambla;Próximo Oriente;Inmigraciones ;-;
La Rambla;Resto Asia;Inmigraciones ;3;
La Rambla;Oceanía;Inmigraciones ;-;
La Rambla;Apátridas;Inmigraciones ;-;
La Rambla;TOTAL;Inmigraciones ;40;
La Victoria;Española;Inmigraciones ;3;
La Victoria;Extranjera;Inmigraciones ;12;
La Victoria;Europa;Inmigraciones ;-;
La Victoria;UE27;Inmigraciones ;-;
La Victoria;Resto de Europa;Inmigraciones ;-;
La Victoria;África;Inmigraciones ;2;
La Victoria;África Norte;Inmigraciones ;2;
La Victoria;Sub-Sahara;Inmigraciones ;-;
La Victoria;Resto África;Inmigraciones ;-;
La Victoria;América;Inmigraciones ;8;
La Victoria;América Norte;Inmigraciones ;-;
La Victoria;Central-Caribe;Inmigraciones ;2;
La Victoria;América Sur;Inmigraciones ;6;
La Victoria;Asia;Inmigraciones ;2;
La Victoria;Próximo Oriente;Inmigraciones ;-;
La Victoria;Resto Asia;Inmigraciones ;2;
La Victoria;Oceanía;Inmigraciones ;-;
La Victoria;Apátridas;Inmigraciones ;-;
La Victoria;TOTAL;Inmigraciones ;15;
Los Blázquez;Española;Inmigraciones ;2;
Los Blázquez;Extranjera;Inmigraciones ;4;
Los Blázquez;Europa;Inmigraciones ;1;
Los Blázquez;UE27;Inmigraciones ;1;
Los Blázquez;Resto de Europa;Inmigraciones ;-;
Los Blázquez;África;Inmigraciones ;-;
Los Blázquez;África Norte;Inmigraciones ;-;
Los Blázquez;Sub-Sahara;Inmigraciones ;-;
Los Blázquez;Resto África;Inmigraciones ;-;
Los Blázquez;América;Inmigraciones ;3;
Los Blázquez;América Norte;Inmigraciones ;-;
Los Blázquez;Central-Caribe;Inmigraciones ;2;
Los Blázquez;América Sur;Inmigraciones ;1;
Los Blázquez;Asia;Inmigraciones ;-;
Los Blázquez;Próximo Oriente;Inmigraciones ;-;
Los Blázquez;Resto Asia;Inmigraciones ;-;
Los Blázquez;Oceanía;Inmigraciones ;-;
Los Blázquez;Apátridas;Inmigraciones ;-;
Los Blázquez;TOTAL;Inmigraciones ;6;
Lucena;Española;Inmigraciones ;48;
Lucena;Extranjera;Inmigraciones ;488;
Lucena;Europa;Inmigraciones ;60;
Lucena;UE27;Inmigraciones ;47;
Lucena;Resto de Europa;Inmigraciones ;13;
Lucena;África;Inmigraciones ;88;
Lucena;África Norte;Inmigraciones ;69;
Lucena;Sub-Sahara;Inmigraciones ;6;
Lucena;Resto África;Inmigraciones ;13;
Lucena;América;Inmigraciones ;325;
Lucena;América Norte;Inmigraciones ;4;
Lucena;Central-Caribe;Inmigraciones ;26;
Lucena;América Sur;Inmigraciones ;295;
Lucena;Asia;Inmigraciones ;15;
Lucena;Próximo Oriente;Inmigraciones ;2;
Lucena;Resto Asia;Inmigraciones ;13;
Lucena;Oceanía;Inmigraciones ;-;
Lucena;Apátridas;Inmigraciones ;-;
Lucena;TOTAL;Inmigraciones ;536;
Luque;Española;Inmigraciones ;3;
Luque;Extranjera;Inmigraciones ;9;
Luque;Europa;Inmigraciones ;6;
Luque;UE27;Inmigraciones ;5;
Luque;Resto de Europa;Inmigraciones ;1;
Luque;África;Inmigraciones ;-;
Luque;África Norte;Inmigraciones ;-;
Luque;Sub-Sahara;Inmigraciones ;-;
Luque;Resto África;Inmigraciones ;-;
Luque;América;Inmigraciones ;3;
Luque;América Norte;Inmigraciones ;-;
Luque;Central-Caribe;Inmigraciones ;2;
Luque;América Sur;Inmigraciones ;1;
Luque;Asia;Inmigraciones ;-;
Luque;Próximo Oriente;Inmigraciones ;-;
Luque;Resto Asia;Inmigraciones ;-;
Luque;Oceanía;Inmigraciones ;-;
Luque;Apátridas;Inmigraciones ;-;
Luque;TOTAL;Inmigraciones ;12;
Montalbán de Córdoba;Española;Inmigraciones ;-;
Montalbán de Córdoba;Extranjera;Inmigraciones ;17;
Montalbán de Córdoba;Europa;Inmigraciones ;2;
Montalbán de Córdoba;UE27;Inmigraciones ;2;
Montalbán de Córdoba;Resto de Europa;Inmigraciones ;-;
Montalbán de Córdoba;África;Inmigraciones ;-;
Montalbán de Córdoba;África Norte;Inmigraciones ;-;
Montalbán de Córdoba;Sub-Sahara;Inmigraciones ;-;
Montalbán de Córdoba;Resto África;Inmigraciones ;-;
Montalbán de Córdoba;América;Inmigraciones ;14;
Montalbán de Córdoba;América Norte;Inmigraciones ;-;
Montalbán de Córdoba;Central-Caribe;Inmigraciones ;9;
Montalbán de Córdoba;América Sur;Inmigraciones ;5;
Montalbán de Córdoba;Asia;Inmigraciones ;1;
Montalbán de Córdoba;Próximo Oriente;Inmigraciones ;-;
Montalbán de Córdoba;Resto Asia;Inmigraciones ;1;
Montalbán de Córdoba;Oceanía;Inmigraciones ;-;
Montalbán de Córdoba;Apátridas;Inmigraciones ;-;
Montalbán de Córdoba;TOTAL;Inmigraciones ;17;
Montemayor;Española;Inmigraciones ;3;
Montemayor;Extranjera;Inmigraciones ;34;
Montemayor;Europa;Inmigraciones ;9;
Montemayor;UE27;Inmigraciones ;6;
Montemayor;Resto de Europa;Inmigraciones ;3;
Montemayor;África;Inmigraciones ;1;
Montemayor;África Norte;Inmigraciones ;-;
Montemayor;Sub-Sahara;Inmigraciones ;1;
Montemayor;Resto África;Inmigraciones ;-;
Montemayor;América;Inmigraciones ;24;
Montemayor;América Norte;Inmigraciones ;-;
Montemayor;Central-Caribe;Inmigraciones ;15;
Montemayor;América Sur;Inmigraciones ;9;
Montemayor;Asia;Inmigraciones ;-;
Montemayor;Próximo Oriente;Inmigraciones ;-;
Montemayor;Resto Asia;Inmigraciones ;-;
Montemayor;Oceanía;Inmigraciones ;-;
Montemayor;Apátridas;Inmigraciones ;-;
Montemayor;TOTAL;Inmigraciones ;37;
Montilla;Española;Inmigraciones ;22;
Montilla;Extranjera;Inmigraciones ;230;
Montilla;Europa;Inmigraciones ;28;
Montilla;UE27;Inmigraciones ;27;
Montilla;Resto de Europa;Inmigraciones ;1;
Montilla;África;Inmigraciones ;105;
Montilla;África Norte;Inmigraciones ;18;
Montilla;Sub-Sahara;Inmigraciones ;6;
Montilla;Resto África;Inmigraciones ;81;
Montilla;América;Inmigraciones ;94;
Montilla;América Norte;Inmigraciones ;-;
Montilla;Central-Caribe;Inmigraciones ;32;
Montilla;América Sur;Inmigraciones ;62;
Montilla;Asia;Inmigraciones ;2;
Montilla;Próximo Oriente;Inmigraciones ;-;
Montilla;Resto Asia;Inmigraciones ;2;
Montilla;Oceanía;Inmigraciones ;1;
Montilla;Apátridas;Inmigraciones ;-;
Montilla;TOTAL;Inmigraciones ;252;
Montoro;Española;Inmigraciones ;1;
Montoro;Extranjera;Inmigraciones ;33;
Montoro;Europa;Inmigraciones ;18;
Montoro;UE27;Inmigraciones ;17;
Montoro;Resto de Europa;Inmigraciones ;1;
Montoro;África;Inmigraciones ;5;
Montoro;África Norte;Inmigraciones ;5;
Montoro;Sub-Sahara;Inmigraciones ;-;
Montoro;Resto África;Inmigraciones ;-;
Montoro;América;Inmigraciones ;10;
Montoro;América Norte;Inmigraciones ;-;
Montoro;Central-Caribe;Inmigraciones ;8;
Montoro;América Sur;Inmigraciones ;2;
Montoro;Asia;Inmigraciones ;-;
Montoro;Próximo Oriente;Inmigraciones ;-;
Montoro;Resto Asia;Inmigraciones ;-;
Montoro;Oceanía;Inmigraciones ;-;
Montoro;Apátridas;Inmigraciones ;-;
Montoro;TOTAL;Inmigraciones ;34;
Monturque;Española;Inmigraciones ;2;
Monturque;Extranjera;Inmigraciones ;8;
Monturque;Europa;Inmigraciones ;2;
Monturque;UE27;Inmigraciones ;1;
Monturque;Resto de Europa;Inmigraciones ;1;
Monturque;África;Inmigraciones ;1;
Monturque;África Norte;Inmigraciones ;1;
Monturque;Sub-Sahara;Inmigraciones ;-;
Monturque;Resto África;Inmigraciones ;-;
Monturque;América;Inmigraciones ;5;
Monturque;América Norte;Inmigraciones ;-;
Monturque;Central-Caribe;Inmigraciones ;-;
Monturque;América Sur;Inmigraciones ;5;
Monturque;Asia;Inmigraciones ;-;
Monturque;Próximo Oriente;Inmigraciones ;-;
Monturque;Resto Asia;Inmigraciones ;-;
Monturque;Oceanía;Inmigraciones ;-;
Monturque;Apátridas;Inmigraciones ;-;
Monturque;TOTAL;Inmigraciones ;10;
Moriles;Española;Inmigraciones ;4;
Moriles;Extranjera;Inmigraciones ;4;
Moriles;Europa;Inmigraciones ;3;
Moriles;UE27;Inmigraciones ;2;
Moriles;Resto de Europa;Inmigraciones ;1;
Moriles;África;Inmigraciones ;1;
Moriles;África Norte;Inmigraciones ;-;
Moriles;Sub-Sahara;Inmigraciones ;-;
Moriles;Resto África;Inmigraciones ;1;
Moriles;América;Inmigraciones ;-;
Moriles;América Norte;Inmigraciones ;-;
Moriles;Central-Caribe;Inmigraciones ;-;
Moriles;América Sur;Inmigraciones ;-;
Moriles;Asia;Inmigraciones ;-;
Moriles;Próximo Oriente;Inmigraciones ;-;
Moriles;Resto Asia;Inmigraciones ;-;
Moriles;Oceanía;Inmigraciones ;-;
Moriles;Apátridas;Inmigraciones ;-;
Moriles;TOTAL;Inmigraciones ;8;
Nueva Carteya;Española;Inmigraciones ;4;
Nueva Carteya;Extranjera;Inmigraciones ;18;
Nueva Carteya;Europa;Inmigraciones ;6;
Nueva Carteya;UE27;Inmigraciones ;5;
Nueva Carteya;Resto de Europa;Inmigraciones ;1;
Nueva Carteya;África;Inmigraciones ;3;
Nueva Carteya;África Norte;Inmigraciones ;3;
Nueva Carteya;Sub-Sahara;Inmigraciones ;-;
Nueva Carteya;Resto África;Inmigraciones ;-;
Nueva Carteya;América;Inmigraciones ;8;
Nueva Carteya;América Norte;Inmigraciones ;-;
Nueva Carteya;Central-Caribe;Inmigraciones ;1;
Nueva Carteya;América Sur;Inmigraciones ;7;
Nueva Carteya;Asia;Inmigraciones ;1;
Nueva Carteya;Próximo Oriente;Inmigraciones ;-;
Nueva Carteya;Resto Asia;Inmigraciones ;1;
Nueva Carteya;Oceanía;Inmigraciones ;-;
Nueva Carteya;Apátridas;Inmigraciones ;-;
Nueva Carteya;TOTAL;Inmigraciones ;22;
Obejo;Española;Inmigraciones ;13;
Obejo;Extranjera;Inmigraciones ;12;
Obejo;Europa;Inmigraciones ;6;
Obejo;UE27;Inmigraciones ;6;
Obejo;Resto de Europa;Inmigraciones ;-;
Obejo;África;Inmigraciones ;3;
Obejo;África Norte;Inmigraciones ;2;
Obejo;Sub-Sahara;Inmigraciones ;-;
Obejo;Resto África;Inmigraciones ;1;
Obejo;América;Inmigraciones ;2;
Obejo;América Norte;Inmigraciones ;-;
Obejo;Central-Caribe;Inmigraciones ;1;
Obejo;América Sur;Inmigraciones ;1;
Obejo;Asia;Inmigraciones ;1;
Obejo;Próximo Oriente;Inmigraciones ;1;
Obejo;Resto Asia;Inmigraciones ;-;
Obejo;Oceanía;Inmigraciones ;-;
Obejo;Apátridas;Inmigraciones ;-;
Obejo;TOTAL;Inmigraciones ;25;
