Territorio;Tipo de instalación;Medida;Valor;
Alicún de Ortega;Salas;Espacios deportivos;-;
Alicún de Ortega;Velódromos;Espacios deportivos;-;
Alicún de Ortega;Otros espacios convencionales;Espacios deportivos;-;
Alicún de Ortega;Carriles de bicicleta;Espacios deportivos;-;
Alicún de Ortega;Circuitos de velocidad;Espacios deportivos;-;
Alicún de Ortega;Campos de golf;Espacios deportivos;-;
Alicún de Ortega;Pistas de hípica;Espacios deportivos;-;
Alicún de Ortega;Juegos tradicionales y populares;Espacios deportivos;-;
Alicún de Ortega;Circuitos de karting;Espacios deportivos;-;
Alicún de Ortega;Circuitos de motocross;Espacios deportivos;1;
Alicún de Ortega;Rocódromos;Espacios deportivos;-;
Alicún de Ortega;Pistas de esquí;Espacios deportivos;-;
Alicún de Ortega;Campos de tiro;Espacios deportivos;-;
Alicún de Ortega;Otros espacios singulares;Espacios deportivos;-;
Alicún de Ortega;Áreas de actividad acuática;Espacios deportivos;-;
Alicún de Ortega;Áreas de actividad aérea;Espacios deportivos;-;
Alicún de Ortega;Áreas de actividad terrestre;Espacios deportivos;1;
Alicún de Ortega;Total;Espacios deportivos;6;
Almegíjar;Campos de fútbol;Espacios deportivos;-;
Almegíjar;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Almegíjar;Frontones;Espacios deportivos;-;
Almegíjar;Otros campos;Espacios deportivos;-;
Almegíjar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Almegíjar;Polideportivos;Espacios deportivos;-;
Almegíjar;Piscinas aire libre;Espacios deportivos;2;
Almegíjar;Piscinas cubiertas;Espacios deportivos;-;
Almegíjar;Pistas de atletismo;Espacios deportivos;-;
Almegíjar;Pistas de padel;Espacios deportivos;-;
Almegíjar;Pistas de petanca;Espacios deportivos;-;
Almegíjar;Pistas de squash;Espacios deportivos;-;
Almegíjar;Pistas de tenis;Espacios deportivos;-;
Almegíjar;Pistas polideportivas;Espacios deportivos;2;
Almegíjar;Salas;Espacios deportivos;-;
Almegíjar;Velódromos;Espacios deportivos;-;
Almegíjar;Otros espacios convencionales;Espacios deportivos;-;
Almegíjar;Carriles de bicicleta;Espacios deportivos;-;
Almegíjar;Circuitos de velocidad;Espacios deportivos;-;
Almegíjar;Campos de golf;Espacios deportivos;-;
Almegíjar;Pistas de hípica;Espacios deportivos;-;
Almegíjar;Juegos tradicionales y populares;Espacios deportivos;-;
Almegíjar;Circuitos de karting;Espacios deportivos;-;
Almegíjar;Circuitos de motocross;Espacios deportivos;-;
Almegíjar;Rocódromos;Espacios deportivos;-;
Almegíjar;Pistas de esquí;Espacios deportivos;-;
Almegíjar;Campos de tiro;Espacios deportivos;-;
Almegíjar;Otros espacios singulares;Espacios deportivos;-;
Almegíjar;Áreas de actividad acuática;Espacios deportivos;-;
Almegíjar;Áreas de actividad aérea;Espacios deportivos;-;
Almegíjar;Áreas de actividad terrestre;Espacios deportivos;-;
Almegíjar;Total;Espacios deportivos;4;
Almuñécar;Campos de fútbol;Espacios deportivos;3;
Almuñécar;Espacios pequeños y no reglamentarios;Espacios deportivos;16;
Almuñécar;Frontones;Espacios deportivos;-;
Almuñécar;Otros campos;Espacios deportivos;1;
Almuñécar;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Almuñécar;Polideportivos;Espacios deportivos;1;
Almuñécar;Piscinas aire libre;Espacios deportivos;60;
Almuñécar;Piscinas cubiertas;Espacios deportivos;2;
Almuñécar;Pistas de atletismo;Espacios deportivos;1;
Almuñécar;Pistas de padel;Espacios deportivos;-;
Almuñécar;Pistas de petanca;Espacios deportivos;15;
Almuñécar;Pistas de squash;Espacios deportivos;-;
Almuñécar;Pistas de tenis;Espacios deportivos;27;
Almuñécar;Pistas polideportivas;Espacios deportivos;25;
Almuñécar;Salas;Espacios deportivos;10;
Almuñécar;Velódromos;Espacios deportivos;-;
Almuñécar;Otros espacios convencionales;Espacios deportivos;-;
Almuñécar;Carriles de bicicleta;Espacios deportivos;-;
Almuñécar;Circuitos de velocidad;Espacios deportivos;-;
Almuñécar;Campos de golf;Espacios deportivos;-;
Almuñécar;Pistas de hípica;Espacios deportivos;-;
Almuñécar;Juegos tradicionales y populares;Espacios deportivos;-;
Almuñécar;Circuitos de karting;Espacios deportivos;-;
Almuñécar;Circuitos de motocross;Espacios deportivos;-;
Almuñécar;Rocódromos;Espacios deportivos;-;
Almuñécar;Pistas de esquí;Espacios deportivos;-;
Almuñécar;Campos de tiro;Espacios deportivos;-;
Almuñécar;Otros espacios singulares;Espacios deportivos;-;
Almuñécar;Áreas de actividad acuática;Espacios deportivos;1;
Almuñécar;Áreas de actividad aérea;Espacios deportivos;-;
Almuñécar;Áreas de actividad terrestre;Espacios deportivos;2;
Almuñécar;Total;Espacios deportivos;164;
Alpujarra de la Sierra;Campos de fútbol;Espacios deportivos;-;
Alpujarra de la Sierra;Espacios pequeños y no reglamentarios;Espacios deportivos;2;
Alpujarra de la Sierra;Frontones;Espacios deportivos;-;
Alpujarra de la Sierra;Otros campos;Espacios deportivos;-;
Alpujarra de la Sierra;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Alpujarra de la Sierra;Polideportivos;Espacios deportivos;-;
Alpujarra de la Sierra;Piscinas aire libre;Espacios deportivos;2;
Alpujarra de la Sierra;Piscinas cubiertas;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de atletismo;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de padel;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de petanca;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de squash;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de tenis;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas polideportivas;Espacios deportivos;2;
Alpujarra de la Sierra;Salas;Espacios deportivos;-;
Alpujarra de la Sierra;Velódromos;Espacios deportivos;-;
Alpujarra de la Sierra;Otros espacios convencionales;Espacios deportivos;-;
Alpujarra de la Sierra;Carriles de bicicleta;Espacios deportivos;-;
Alpujarra de la Sierra;Circuitos de velocidad;Espacios deportivos;-;
Alpujarra de la Sierra;Campos de golf;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de hípica;Espacios deportivos;-;
Alpujarra de la Sierra;Juegos tradicionales y populares;Espacios deportivos;-;
Alpujarra de la Sierra;Circuitos de karting;Espacios deportivos;-;
Alpujarra de la Sierra;Circuitos de motocross;Espacios deportivos;-;
Alpujarra de la Sierra;Rocódromos;Espacios deportivos;-;
Alpujarra de la Sierra;Pistas de esquí;Espacios deportivos;-;
Alpujarra de la Sierra;Campos de tiro;Espacios deportivos;-;
Alpujarra de la Sierra;Otros espacios singulares;Espacios deportivos;-;
Alpujarra de la Sierra;Áreas de actividad acuática;Espacios deportivos;-;
Alpujarra de la Sierra;Áreas de actividad aérea;Espacios deportivos;-;
Alpujarra de la Sierra;Áreas de actividad terrestre;Espacios deportivos;1;
Alpujarra de la Sierra;Total;Espacios deportivos;7;
Alquife;Campos de fútbol;Espacios deportivos;-;
Alquife;Espacios pequeños y no reglamentarios;Espacios deportivos;3;
Alquife;Frontones;Espacios deportivos;-;
Alquife;Otros campos;Espacios deportivos;-;
Alquife;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Alquife;Polideportivos;Espacios deportivos;-;
Alquife;Piscinas aire libre;Espacios deportivos;1;
Alquife;Piscinas cubiertas;Espacios deportivos;-;
Alquife;Pistas de atletismo;Espacios deportivos;-;
Alquife;Pistas de padel;Espacios deportivos;-;
Alquife;Pistas de petanca;Espacios deportivos;-;
Alquife;Pistas de squash;Espacios deportivos;-;
Alquife;Pistas de tenis;Espacios deportivos;1;
Alquife;Pistas polideportivas;Espacios deportivos;1;
Alquife;Salas;Espacios deportivos;-;
Alquife;Velódromos;Espacios deportivos;-;
Alquife;Otros espacios convencionales;Espacios deportivos;-;
Alquife;Carriles de bicicleta;Espacios deportivos;-;
Alquife;Circuitos de velocidad;Espacios deportivos;-;
Alquife;Campos de golf;Espacios deportivos;-;
Alquife;Pistas de hípica;Espacios deportivos;-;
Alquife;Juegos tradicionales y populares;Espacios deportivos;-;
Alquife;Circuitos de karting;Espacios deportivos;-;
Alquife;Circuitos de motocross;Espacios deportivos;-;
Alquife;Rocódromos;Espacios deportivos;-;
Alquife;Pistas de esquí;Espacios deportivos;-;
Alquife;Campos de tiro;Espacios deportivos;-;
Alquife;Otros espacios singulares;Espacios deportivos;-;
Alquife;Áreas de actividad acuática;Espacios deportivos;-;
Alquife;Áreas de actividad aérea;Espacios deportivos;-;
Alquife;Áreas de actividad terrestre;Espacios deportivos;-;
Alquife;Total;Espacios deportivos;6;
Arenas del Rey;Campos de fútbol;Espacios deportivos;2;
Arenas del Rey;Espacios pequeños y no reglamentarios;Espacios deportivos;3;
Arenas del Rey;Frontones;Espacios deportivos;-;
Arenas del Rey;Otros campos;Espacios deportivos;-;
Arenas del Rey;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Arenas del Rey;Polideportivos;Espacios deportivos;-;
Arenas del Rey;Piscinas aire libre;Espacios deportivos;-;
Arenas del Rey;Piscinas cubiertas;Espacios deportivos;-;
Arenas del Rey;Pistas de atletismo;Espacios deportivos;-;
Arenas del Rey;Pistas de padel;Espacios deportivos;-;
Arenas del Rey;Pistas de petanca;Espacios deportivos;-;
Arenas del Rey;Pistas de squash;Espacios deportivos;-;
Arenas del Rey;Pistas de tenis;Espacios deportivos;-;
Arenas del Rey;Pistas polideportivas;Espacios deportivos;3;
Arenas del Rey;Salas;Espacios deportivos;-;
Arenas del Rey;Velódromos;Espacios deportivos;-;
Arenas del Rey;Otros espacios convencionales;Espacios deportivos;-;
Arenas del Rey;Carriles de bicicleta;Espacios deportivos;-;
Arenas del Rey;Circuitos de velocidad;Espacios deportivos;-;
Arenas del Rey;Campos de golf;Espacios deportivos;-;
Arenas del Rey;Pistas de hípica;Espacios deportivos;-;
Arenas del Rey;Juegos tradicionales y populares;Espacios deportivos;-;
Arenas del Rey;Circuitos de karting;Espacios deportivos;-;
Arenas del Rey;Circuitos de motocross;Espacios deportivos;-;
Arenas del Rey;Rocódromos;Espacios deportivos;-;
Arenas del Rey;Pistas de esquí;Espacios deportivos;-;
Arenas del Rey;Campos de tiro;Espacios deportivos;-;
Arenas del Rey;Otros espacios singulares;Espacios deportivos;-;
Arenas del Rey;Áreas de actividad acuática;Espacios deportivos;-;
Arenas del Rey;Áreas de actividad aérea;Espacios deportivos;-;
Arenas del Rey;Áreas de actividad terrestre;Espacios deportivos;1;
Arenas del Rey;Total;Espacios deportivos;9;
Armilla;Campos de fútbol;Espacios deportivos;8;
Armilla;Espacios pequeños y no reglamentarios;Espacios deportivos;7;
Armilla;Frontones;Espacios deportivos;-;
Armilla;Otros campos;Espacios deportivos;-;
Armilla;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Armilla;Polideportivos;Espacios deportivos;2;
Armilla;Piscinas aire libre;Espacios deportivos;3;
Armilla;Piscinas cubiertas;Espacios deportivos;-;
Armilla;Pistas de atletismo;Espacios deportivos;-;
Armilla;Pistas de padel;Espacios deportivos;-;
Armilla;Pistas de petanca;Espacios deportivos;3;
Armilla;Pistas de squash;Espacios deportivos;-;
Armilla;Pistas de tenis;Espacios deportivos;-;
Armilla;Pistas polideportivas;Espacios deportivos;18;
Armilla;Salas;Espacios deportivos;10;
Armilla;Velódromos;Espacios deportivos;1;
Armilla;Otros espacios convencionales;Espacios deportivos;-;
Armilla;Carriles de bicicleta;Espacios deportivos;-;
Armilla;Circuitos de velocidad;Espacios deportivos;-;
Armilla;Campos de golf;Espacios deportivos;-;
Armilla;Pistas de hípica;Espacios deportivos;-;
Armilla;Juegos tradicionales y populares;Espacios deportivos;-;
Armilla;Circuitos de karting;Espacios deportivos;-;
Armilla;Circuitos de motocross;Espacios deportivos;-;
Armilla;Rocódromos;Espacios deportivos;1;
Armilla;Pistas de esquí;Espacios deportivos;-;
Armilla;Campos de tiro;Espacios deportivos;1;
Armilla;Otros espacios singulares;Espacios deportivos;1;
Armilla;Áreas de actividad acuática;Espacios deportivos;-;
Armilla;Áreas de actividad aérea;Espacios deportivos;-;
Armilla;Áreas de actividad terrestre;Espacios deportivos;-;
Armilla;Total;Espacios deportivos;55;
Atarfe;Campos de fútbol;Espacios deportivos;2;
Atarfe;Espacios pequeños y no reglamentarios;Espacios deportivos;4;
Atarfe;Frontones;Espacios deportivos;-;
Atarfe;Otros campos;Espacios deportivos;-;
Atarfe;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Atarfe;Polideportivos;Espacios deportivos;2;
Atarfe;Piscinas aire libre;Espacios deportivos;1;
Atarfe;Piscinas cubiertas;Espacios deportivos;2;
Atarfe;Pistas de atletismo;Espacios deportivos;1;
Atarfe;Pistas de padel;Espacios deportivos;-;
Atarfe;Pistas de petanca;Espacios deportivos;-;
Atarfe;Pistas de squash;Espacios deportivos;-;
Atarfe;Pistas de tenis;Espacios deportivos;6;
Atarfe;Pistas polideportivas;Espacios deportivos;19;
Atarfe;Salas;Espacios deportivos;9;
Atarfe;Velódromos;Espacios deportivos;-;
Atarfe;Otros espacios convencionales;Espacios deportivos;-;
Atarfe;Carriles de bicicleta;Espacios deportivos;-;
Atarfe;Circuitos de velocidad;Espacios deportivos;-;
Atarfe;Campos de golf;Espacios deportivos;-;
Atarfe;Pistas de hípica;Espacios deportivos;-;
Atarfe;Juegos tradicionales y populares;Espacios deportivos;-;
Atarfe;Circuitos de karting;Espacios deportivos;1;
Atarfe;Circuitos de motocross;Espacios deportivos;-;
Atarfe;Rocódromos;Espacios deportivos;1;
Atarfe;Pistas de esquí;Espacios deportivos;-;
Atarfe;Campos de tiro;Espacios deportivos;1;
Atarfe;Otros espacios singulares;Espacios deportivos;-;
Atarfe;Áreas de actividad acuática;Espacios deportivos;-;
Atarfe;Áreas de actividad aérea;Espacios deportivos;-;
Atarfe;Áreas de actividad terrestre;Espacios deportivos;-;
Atarfe;Total;Espacios deportivos;49;
Baza;Campos de fútbol;Espacios deportivos;1;
Baza;Espacios pequeños y no reglamentarios;Espacios deportivos;10;
Baza;Frontones;Espacios deportivos;3;
Baza;Otros campos;Espacios deportivos;3;
Baza;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Baza;Polideportivos;Espacios deportivos;1;
Baza;Piscinas aire libre;Espacios deportivos;7;
Baza;Piscinas cubiertas;Espacios deportivos;2;
Baza;Pistas de atletismo;Espacios deportivos;1;
Baza;Pistas de padel;Espacios deportivos;-;
Baza;Pistas de petanca;Espacios deportivos;1;
Baza;Pistas de squash;Espacios deportivos;-;
Baza;Pistas de tenis;Espacios deportivos;2;
Baza;Pistas polideportivas;Espacios deportivos;20;
Baza;Salas;Espacios deportivos;10;
Baza;Velódromos;Espacios deportivos;-;
Baza;Otros espacios convencionales;Espacios deportivos;1;
Baza;Carriles de bicicleta;Espacios deportivos;-;
Baza;Circuitos de velocidad;Espacios deportivos;-;
Baza;Campos de golf;Espacios deportivos;-;
Baza;Pistas de hípica;Espacios deportivos;-;
Baza;Juegos tradicionales y populares;Espacios deportivos;-;
Baza;Circuitos de karting;Espacios deportivos;-;
Baza;Circuitos de motocross;Espacios deportivos;1;
Baza;Rocódromos;Espacios deportivos;-;
Baza;Pistas de esquí;Espacios deportivos;-;
Baza;Campos de tiro;Espacios deportivos;1;
Baza;Otros espacios singulares;Espacios deportivos;-;
Baza;Áreas de actividad acuática;Espacios deportivos;-;
Baza;Áreas de actividad aérea;Espacios deportivos;-;
Baza;Áreas de actividad terrestre;Espacios deportivos;7;
Baza;Total;Espacios deportivos;71;
Beas de Granada;Campos de fútbol;Espacios deportivos;1;
Beas de Granada;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Beas de Granada;Frontones;Espacios deportivos;-;
Beas de Granada;Otros campos;Espacios deportivos;-;
Beas de Granada;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Beas de Granada;Polideportivos;Espacios deportivos;-;
Beas de Granada;Piscinas aire libre;Espacios deportivos;-;
Beas de Granada;Piscinas cubiertas;Espacios deportivos;-;
Beas de Granada;Pistas de atletismo;Espacios deportivos;-;
Beas de Granada;Pistas de padel;Espacios deportivos;-;
Beas de Granada;Pistas de petanca;Espacios deportivos;-;
Beas de Granada;Pistas de squash;Espacios deportivos;-;
Beas de Granada;Pistas de tenis;Espacios deportivos;-;
Beas de Granada;Pistas polideportivas;Espacios deportivos;1;
Beas de Granada;Salas;Espacios deportivos;1;
Beas de Granada;Velódromos;Espacios deportivos;-;
Beas de Granada;Otros espacios convencionales;Espacios deportivos;-;
Beas de Granada;Carriles de bicicleta;Espacios deportivos;-;
Beas de Granada;Circuitos de velocidad;Espacios deportivos;-;
Beas de Granada;Campos de golf;Espacios deportivos;-;
Beas de Granada;Pistas de hípica;Espacios deportivos;-;
Beas de Granada;Juegos tradicionales y populares;Espacios deportivos;-;
Beas de Granada;Circuitos de karting;Espacios deportivos;-;
Beas de Granada;Circuitos de motocross;Espacios deportivos;-;
Beas de Granada;Rocódromos;Espacios deportivos;-;
Beas de Granada;Pistas de esquí;Espacios deportivos;-;
Beas de Granada;Campos de tiro;Espacios deportivos;-;
Beas de Granada;Otros espacios singulares;Espacios deportivos;-;
Beas de Granada;Áreas de actividad acuática;Espacios deportivos;-;
Beas de Granada;Áreas de actividad aérea;Espacios deportivos;-;
Beas de Granada;Áreas de actividad terrestre;Espacios deportivos;-;
Beas de Granada;Total;Espacios deportivos;3;
Beas de Guadix;Campos de fútbol;Espacios deportivos;-;
Beas de Guadix;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Beas de Guadix;Frontones;Espacios deportivos;-;
Beas de Guadix;Otros campos;Espacios deportivos;-;
Beas de Guadix;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Beas de Guadix;Polideportivos;Espacios deportivos;-;
Beas de Guadix;Piscinas aire libre;Espacios deportivos;-;
Beas de Guadix;Piscinas cubiertas;Espacios deportivos;-;
Beas de Guadix;Pistas de atletismo;Espacios deportivos;-;
Beas de Guadix;Pistas de padel;Espacios deportivos;-;
Beas de Guadix;Pistas de petanca;Espacios deportivos;-;
Beas de Guadix;Pistas de squash;Espacios deportivos;-;
Beas de Guadix;Pistas de tenis;Espacios deportivos;-;
Beas de Guadix;Pistas polideportivas;Espacios deportivos;2;
