Territorio;Medida;Contratos según tipo de jornada;Sexo;Valor;
Fuente Obejuna;Contratos;No especificado;Hombres;-;
Fuente Obejuna;Contratos;No especificado;Mujeres;-;
Fuente Obejuna;Contratos;No especificado;Ambos sexos;-;
Fuente Obejuna;Contratos;TOTAL;Hombres;393;
Fuente Obejuna;Contratos;TOTAL;Mujeres;284;
Fuente Obejuna;Contratos;TOTAL;Ambos sexos;677;
Fuente Palmera;Contratos;Contratos Indefinidos;Hombres;2282;
Fuente Palmera;Contratos;Contratos Indefinidos;Mujeres;965;
Fuente Palmera;Contratos;Contratos Indefinidos;Ambos sexos;3247;
Fuente Palmera;Contratos;Indefinidos jornada completa;Hombres;773;
Fuente Palmera;Contratos;Indefinidos jornada completa;Mujeres;89;
Fuente Palmera;Contratos;Indefinidos jornada completa;Ambos sexos;862;
Fuente Palmera;Contratos;Indefinidos jornada parcial;Hombres;218;
Fuente Palmera;Contratos;Indefinidos jornada parcial;Mujeres;237;
Fuente Palmera;Contratos;Indefinidos jornada parcial;Ambos sexos;455;
Fuente Palmera;Contratos;Indefinidos fijo discontinuo;Hombres;1291;
Fuente Palmera;Contratos;Indefinidos fijo discontinuo;Mujeres;639;
Fuente Palmera;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1930;
Fuente Palmera;Contratos;Contratos Temporales;Hombres;1156;
Fuente Palmera;Contratos;Contratos Temporales;Mujeres;1179;
Fuente Palmera;Contratos;Contratos Temporales;Ambos sexos;2335;
Fuente Palmera;Contratos;Temporales jornada completa;Hombres;1073;
Fuente Palmera;Contratos;Temporales jornada completa;Mujeres;985;
Fuente Palmera;Contratos;Temporales jornada completa;Ambos sexos;2058;
Fuente Palmera;Contratos;Temporales jornada parcial;Hombres;83;
Fuente Palmera;Contratos;Temporales jornada parcial;Mujeres;194;
Fuente Palmera;Contratos;Temporales jornada parcial;Ambos sexos;277;
Fuente Palmera;Contratos;No especificado;Hombres;1;
Fuente Palmera;Contratos;No especificado;Mujeres;1;
Fuente Palmera;Contratos;No especificado;Ambos sexos;2;
Fuente Palmera;Contratos;TOTAL;Hombres;3439;
Fuente Palmera;Contratos;TOTAL;Mujeres;2145;
Fuente Palmera;Contratos;TOTAL;Ambos sexos;5584;
Fuente-Tójar;Contratos;Contratos Indefinidos;Hombres;137;
Fuente-Tójar;Contratos;Contratos Indefinidos;Mujeres;28;
Fuente-Tójar;Contratos;Contratos Indefinidos;Ambos sexos;165;
Fuente-Tójar;Contratos;Indefinidos jornada completa;Hombres;15;
Fuente-Tójar;Contratos;Indefinidos jornada completa;Mujeres;1;
Fuente-Tójar;Contratos;Indefinidos jornada completa;Ambos sexos;16;
Fuente-Tójar;Contratos;Indefinidos jornada parcial;Hombres;1;
Fuente-Tójar;Contratos;Indefinidos jornada parcial;Mujeres;3;
Fuente-Tójar;Contratos;Indefinidos jornada parcial;Ambos sexos;4;
Fuente-Tójar;Contratos;Indefinidos fijo discontinuo;Hombres;121;
Fuente-Tójar;Contratos;Indefinidos fijo discontinuo;Mujeres;24;
Fuente-Tójar;Contratos;Indefinidos fijo discontinuo;Ambos sexos;145;
Fuente-Tójar;Contratos;Contratos Temporales;Hombres;105;
Fuente-Tójar;Contratos;Contratos Temporales;Mujeres;187;
Fuente-Tójar;Contratos;Contratos Temporales;Ambos sexos;292;
Fuente-Tójar;Contratos;Temporales jornada completa;Hombres;93;
Fuente-Tójar;Contratos;Temporales jornada completa;Mujeres;112;
Fuente-Tójar;Contratos;Temporales jornada completa;Ambos sexos;205;
Fuente-Tójar;Contratos;Temporales jornada parcial;Hombres;12;
Fuente-Tójar;Contratos;Temporales jornada parcial;Mujeres;75;
Fuente-Tójar;Contratos;Temporales jornada parcial;Ambos sexos;87;
Fuente-Tójar;Contratos;No especificado;Hombres;-;
Fuente-Tójar;Contratos;No especificado;Mujeres;-;
Fuente-Tójar;Contratos;No especificado;Ambos sexos;-;
Fuente-Tójar;Contratos;TOTAL;Hombres;242;
Fuente-Tójar;Contratos;TOTAL;Mujeres;215;
Fuente-Tójar;Contratos;TOTAL;Ambos sexos;457;
Guadalcázar;Contratos;Contratos Indefinidos;Hombres;187;
Guadalcázar;Contratos;Contratos Indefinidos;Mujeres;58;
Guadalcázar;Contratos;Contratos Indefinidos;Ambos sexos;245;
Guadalcázar;Contratos;Indefinidos jornada completa;Hombres;27;
Guadalcázar;Contratos;Indefinidos jornada completa;Mujeres;6;
Guadalcázar;Contratos;Indefinidos jornada completa;Ambos sexos;33;
Guadalcázar;Contratos;Indefinidos jornada parcial;Hombres;2;
Guadalcázar;Contratos;Indefinidos jornada parcial;Mujeres;1;
Guadalcázar;Contratos;Indefinidos jornada parcial;Ambos sexos;3;
Guadalcázar;Contratos;Indefinidos fijo discontinuo;Hombres;158;
Guadalcázar;Contratos;Indefinidos fijo discontinuo;Mujeres;51;
Guadalcázar;Contratos;Indefinidos fijo discontinuo;Ambos sexos;209;
Guadalcázar;Contratos;Contratos Temporales;Hombres;372;
Guadalcázar;Contratos;Contratos Temporales;Mujeres;144;
Guadalcázar;Contratos;Contratos Temporales;Ambos sexos;516;
Guadalcázar;Contratos;Temporales jornada completa;Hombres;351;
Guadalcázar;Contratos;Temporales jornada completa;Mujeres;129;
Guadalcázar;Contratos;Temporales jornada completa;Ambos sexos;480;
Guadalcázar;Contratos;Temporales jornada parcial;Hombres;21;
Guadalcázar;Contratos;Temporales jornada parcial;Mujeres;15;
Guadalcázar;Contratos;Temporales jornada parcial;Ambos sexos;36;
Guadalcázar;Contratos;No especificado;Hombres;-;
Guadalcázar;Contratos;No especificado;Mujeres;-;
Guadalcázar;Contratos;No especificado;Ambos sexos;-;
Guadalcázar;Contratos;TOTAL;Hombres;559;
Guadalcázar;Contratos;TOTAL;Mujeres;202;
Guadalcázar;Contratos;TOTAL;Ambos sexos;761;
Hinojosa del Duque;Contratos;Contratos Indefinidos;Hombres;186;
Hinojosa del Duque;Contratos;Contratos Indefinidos;Mujeres;87;
Hinojosa del Duque;Contratos;Contratos Indefinidos;Ambos sexos;273;
Hinojosa del Duque;Contratos;Indefinidos jornada completa;Hombres;134;
Hinojosa del Duque;Contratos;Indefinidos jornada completa;Mujeres;41;
Hinojosa del Duque;Contratos;Indefinidos jornada completa;Ambos sexos;175;
Hinojosa del Duque;Contratos;Indefinidos jornada parcial;Hombres;16;
Hinojosa del Duque;Contratos;Indefinidos jornada parcial;Mujeres;23;
Hinojosa del Duque;Contratos;Indefinidos jornada parcial;Ambos sexos;39;
Hinojosa del Duque;Contratos;Indefinidos fijo discontinuo;Hombres;36;
Hinojosa del Duque;Contratos;Indefinidos fijo discontinuo;Mujeres;23;
Hinojosa del Duque;Contratos;Indefinidos fijo discontinuo;Ambos sexos;59;
Hinojosa del Duque;Contratos;Contratos Temporales;Hombres;409;
Hinojosa del Duque;Contratos;Contratos Temporales;Mujeres;518;
Hinojosa del Duque;Contratos;Contratos Temporales;Ambos sexos;927;
Hinojosa del Duque;Contratos;Temporales jornada completa;Hombres;312;
Hinojosa del Duque;Contratos;Temporales jornada completa;Mujeres;321;
Hinojosa del Duque;Contratos;Temporales jornada completa;Ambos sexos;633;
Hinojosa del Duque;Contratos;Temporales jornada parcial;Hombres;97;
Hinojosa del Duque;Contratos;Temporales jornada parcial;Mujeres;197;
Hinojosa del Duque;Contratos;Temporales jornada parcial;Ambos sexos;294;
Hinojosa del Duque;Contratos;No especificado;Hombres;-;
Hinojosa del Duque;Contratos;No especificado;Mujeres;-;
Hinojosa del Duque;Contratos;No especificado;Ambos sexos;-;
Hinojosa del Duque;Contratos;TOTAL;Hombres;595;
Hinojosa del Duque;Contratos;TOTAL;Mujeres;605;
Hinojosa del Duque;Contratos;TOTAL;Ambos sexos;1200;
Hornachuelos;Contratos;Contratos Indefinidos;Hombres;927;
Hornachuelos;Contratos;Contratos Indefinidos;Mujeres;388;
Hornachuelos;Contratos;Contratos Indefinidos;Ambos sexos;1315;
Hornachuelos;Contratos;Indefinidos jornada completa;Hombres;186;
Hornachuelos;Contratos;Indefinidos jornada completa;Mujeres;29;
Hornachuelos;Contratos;Indefinidos jornada completa;Ambos sexos;215;
Hornachuelos;Contratos;Indefinidos jornada parcial;Hombres;23;
Hornachuelos;Contratos;Indefinidos jornada parcial;Mujeres;47;
Hornachuelos;Contratos;Indefinidos jornada parcial;Ambos sexos;70;
Hornachuelos;Contratos;Indefinidos fijo discontinuo;Hombres;718;
Hornachuelos;Contratos;Indefinidos fijo discontinuo;Mujeres;312;
Hornachuelos;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1030;
Hornachuelos;Contratos;Contratos Temporales;Hombres;2351;
Hornachuelos;Contratos;Contratos Temporales;Mujeres;1005;
Hornachuelos;Contratos;Contratos Temporales;Ambos sexos;3356;
Hornachuelos;Contratos;Temporales jornada completa;Hombres;2176;
Hornachuelos;Contratos;Temporales jornada completa;Mujeres;916;
Hornachuelos;Contratos;Temporales jornada completa;Ambos sexos;3092;
Hornachuelos;Contratos;Temporales jornada parcial;Hombres;175;
Hornachuelos;Contratos;Temporales jornada parcial;Mujeres;89;
Hornachuelos;Contratos;Temporales jornada parcial;Ambos sexos;264;
Hornachuelos;Contratos;No especificado;Hombres;-;
Hornachuelos;Contratos;No especificado;Mujeres;-;
Hornachuelos;Contratos;No especificado;Ambos sexos;-;
Hornachuelos;Contratos;TOTAL;Hombres;3278;
Hornachuelos;Contratos;TOTAL;Mujeres;1393;
Hornachuelos;Contratos;TOTAL;Ambos sexos;4671;
Iznájar;Contratos;Contratos Indefinidos;Hombres;1400;
Iznájar;Contratos;Contratos Indefinidos;Mujeres;291;
Iznájar;Contratos;Contratos Indefinidos;Ambos sexos;1691;
Iznájar;Contratos;Indefinidos jornada completa;Hombres;38;
Iznájar;Contratos;Indefinidos jornada completa;Mujeres;18;
Iznájar;Contratos;Indefinidos jornada completa;Ambos sexos;56;
Iznájar;Contratos;Indefinidos jornada parcial;Hombres;61;
Iznájar;Contratos;Indefinidos jornada parcial;Mujeres;57;
Iznájar;Contratos;Indefinidos jornada parcial;Ambos sexos;118;
Iznájar;Contratos;Indefinidos fijo discontinuo;Hombres;1301;
Iznájar;Contratos;Indefinidos fijo discontinuo;Mujeres;216;
Iznájar;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1517;
Iznájar;Contratos;Contratos Temporales;Hombres;831;
Iznájar;Contratos;Contratos Temporales;Mujeres;379;
Iznájar;Contratos;Contratos Temporales;Ambos sexos;1210;
Iznájar;Contratos;Temporales jornada completa;Hombres;797;
Iznájar;Contratos;Temporales jornada completa;Mujeres;326;
Iznájar;Contratos;Temporales jornada completa;Ambos sexos;1123;
Iznájar;Contratos;Temporales jornada parcial;Hombres;34;
Iznájar;Contratos;Temporales jornada parcial;Mujeres;53;
Iznájar;Contratos;Temporales jornada parcial;Ambos sexos;87;
Iznájar;Contratos;No especificado;Hombres;-;
Iznájar;Contratos;No especificado;Mujeres;-;
Iznájar;Contratos;No especificado;Ambos sexos;-;
Iznájar;Contratos;TOTAL;Hombres;2231;
Iznájar;Contratos;TOTAL;Mujeres;670;
Iznájar;Contratos;TOTAL;Ambos sexos;2901;
La Carlota;Contratos;Contratos Indefinidos;Hombres;1073;
La Carlota;Contratos;Contratos Indefinidos;Mujeres;683;
La Carlota;Contratos;Contratos Indefinidos;Ambos sexos;1756;
La Carlota;Contratos;Indefinidos jornada completa;Hombres;461;
La Carlota;Contratos;Indefinidos jornada completa;Mujeres;122;
La Carlota;Contratos;Indefinidos jornada completa;Ambos sexos;583;
La Carlota;Contratos;Indefinidos jornada parcial;Hombres;171;
La Carlota;Contratos;Indefinidos jornada parcial;Mujeres;247;
La Carlota;Contratos;Indefinidos jornada parcial;Ambos sexos;418;
La Carlota;Contratos;Indefinidos fijo discontinuo;Hombres;441;
La Carlota;Contratos;Indefinidos fijo discontinuo;Mujeres;314;
La Carlota;Contratos;Indefinidos fijo discontinuo;Ambos sexos;755;
La Carlota;Contratos;Contratos Temporales;Hombres;1609;
La Carlota;Contratos;Contratos Temporales;Mujeres;1345;
La Carlota;Contratos;Contratos Temporales;Ambos sexos;2954;
La Carlota;Contratos;Temporales jornada completa;Hombres;1356;
La Carlota;Contratos;Temporales jornada completa;Mujeres;1052;
La Carlota;Contratos;Temporales jornada completa;Ambos sexos;2408;
La Carlota;Contratos;Temporales jornada parcial;Hombres;253;
La Carlota;Contratos;Temporales jornada parcial;Mujeres;293;
La Carlota;Contratos;Temporales jornada parcial;Ambos sexos;546;
La Carlota;Contratos;No especificado;Hombres;5;
La Carlota;Contratos;No especificado;Mujeres;1;
La Carlota;Contratos;No especificado;Ambos sexos;6;
La Carlota;Contratos;TOTAL;Hombres;2687;
La Carlota;Contratos;TOTAL;Mujeres;2029;
La Carlota;Contratos;TOTAL;Ambos sexos;4716;
La Granjuela;Contratos;Contratos Indefinidos;Hombres;9;
La Granjuela;Contratos;Contratos Indefinidos;Mujeres;1;
La Granjuela;Contratos;Contratos Indefinidos;Ambos sexos;10;
La Granjuela;Contratos;Indefinidos jornada completa;Hombres;5;
La Granjuela;Contratos;Indefinidos jornada completa;Mujeres;-;
La Granjuela;Contratos;Indefinidos jornada completa;Ambos sexos;5;
La Granjuela;Contratos;Indefinidos jornada parcial;Hombres;2;
La Granjuela;Contratos;Indefinidos jornada parcial;Mujeres;-;
La Granjuela;Contratos;Indefinidos jornada parcial;Ambos sexos;2;
La Granjuela;Contratos;Indefinidos fijo discontinuo;Hombres;2;
La Granjuela;Contratos;Indefinidos fijo discontinuo;Mujeres;1;
La Granjuela;Contratos;Indefinidos fijo discontinuo;Ambos sexos;3;
La Granjuela;Contratos;Contratos Temporales;Hombres;52;
La Granjuela;Contratos;Contratos Temporales;Mujeres;88;
La Granjuela;Contratos;Contratos Temporales;Ambos sexos;140;
La Granjuela;Contratos;Temporales jornada completa;Hombres;51;
La Granjuela;Contratos;Temporales jornada completa;Mujeres;75;
La Granjuela;Contratos;Temporales jornada completa;Ambos sexos;126;
La Granjuela;Contratos;Temporales jornada parcial;Hombres;1;
La Granjuela;Contratos;Temporales jornada parcial;Mujeres;13;
La Granjuela;Contratos;Temporales jornada parcial;Ambos sexos;14;
La Granjuela;Contratos;No especificado;Hombres;-;
La Granjuela;Contratos;No especificado;Mujeres;-;
La Granjuela;Contratos;No especificado;Ambos sexos;-;
La Granjuela;Contratos;TOTAL;Hombres;61;
La Granjuela;Contratos;TOTAL;Mujeres;89;
La Granjuela;Contratos;TOTAL;Ambos sexos;150;
La Guijarrosa;Contratos;Contratos Indefinidos;Hombres;9;
La Guijarrosa;Contratos;Contratos Indefinidos;Mujeres;16;
La Guijarrosa;Contratos;Contratos Indefinidos;Ambos sexos;25;
La Guijarrosa;Contratos;Indefinidos jornada completa;Hombres;2;
La Guijarrosa;Contratos;Indefinidos jornada completa;Mujeres;1;
La Guijarrosa;Contratos;Indefinidos jornada completa;Ambos sexos;3;
La Guijarrosa;Contratos;Indefinidos jornada parcial;Hombres;-;
La Guijarrosa;Contratos;Indefinidos jornada parcial;Mujeres;6;
La Guijarrosa;Contratos;Indefinidos jornada parcial;Ambos sexos;6;
La Guijarrosa;Contratos;Indefinidos fijo discontinuo;Hombres;7;
La Guijarrosa;Contratos;Indefinidos fijo discontinuo;Mujeres;9;
La Guijarrosa;Contratos;Indefinidos fijo discontinuo;Ambos sexos;16;
La Guijarrosa;Contratos;Contratos Temporales;Hombres;2;
La Guijarrosa;Contratos;Contratos Temporales;Mujeres;47;
La Guijarrosa;Contratos;Contratos Temporales;Ambos sexos;49;
La Guijarrosa;Contratos;Temporales jornada completa;Hombres;1;
La Guijarrosa;Contratos;Temporales jornada completa;Mujeres;9;
La Guijarrosa;Contratos;Temporales jornada completa;Ambos sexos;10;
La Guijarrosa;Contratos;Temporales jornada parcial;Hombres;1;
La Guijarrosa;Contratos;Temporales jornada parcial;Mujeres;38;
La Guijarrosa;Contratos;Temporales jornada parcial;Ambos sexos;39;
La Guijarrosa;Contratos;No especificado;Hombres;-;
La Guijarrosa;Contratos;No especificado;Mujeres;-;
La Guijarrosa;Contratos;No especificado;Ambos sexos;-;
La Guijarrosa;Contratos;TOTAL;Hombres;11;
La Guijarrosa;Contratos;TOTAL;Mujeres;63;
La Guijarrosa;Contratos;TOTAL;Ambos sexos;74;
La Rambla;Contratos;Contratos Indefinidos;Hombres;662;
La Rambla;Contratos;Contratos Indefinidos;Mujeres;317;
La Rambla;Contratos;Contratos Indefinidos;Ambos sexos;979;
La Rambla;Contratos;Indefinidos jornada completa;Hombres;169;
La Rambla;Contratos;Indefinidos jornada completa;Mujeres;71;
La Rambla;Contratos;Indefinidos jornada completa;Ambos sexos;240;
La Rambla;Contratos;Indefinidos jornada parcial;Hombres;42;
La Rambla;Contratos;Indefinidos jornada parcial;Mujeres;91;
La Rambla;Contratos;Indefinidos jornada parcial;Ambos sexos;133;
La Rambla;Contratos;Indefinidos fijo discontinuo;Hombres;451;
La Rambla;Contratos;Indefinidos fijo discontinuo;Mujeres;155;
La Rambla;Contratos;Indefinidos fijo discontinuo;Ambos sexos;606;
La Rambla;Contratos;Contratos Temporales;Hombres;1797;
La Rambla;Contratos;Contratos Temporales;Mujeres;1027;
La Rambla;Contratos;Contratos Temporales;Ambos sexos;2824;
La Rambla;Contratos;Temporales jornada completa;Hombres;1718;
La Rambla;Contratos;Temporales jornada completa;Mujeres;928;
La Rambla;Contratos;Temporales jornada completa;Ambos sexos;2646;
La Rambla;Contratos;Temporales jornada parcial;Hombres;79;
La Rambla;Contratos;Temporales jornada parcial;Mujeres;99;
La Rambla;Contratos;Temporales jornada parcial;Ambos sexos;178;
La Rambla;Contratos;No especificado;Hombres;1;
La Rambla;Contratos;No especificado;Mujeres;1;
La Rambla;Contratos;No especificado;Ambos sexos;2;
La Rambla;Contratos;TOTAL;Hombres;2460;
La Rambla;Contratos;TOTAL;Mujeres;1345;
La Rambla;Contratos;TOTAL;Ambos sexos;3805;
La Victoria;Contratos;Contratos Indefinidos;Hombres;62;
La Victoria;Contratos;Contratos Indefinidos;Mujeres;48;
La Victoria;Contratos;Contratos Indefinidos;Ambos sexos;110;
La Victoria;Contratos;Indefinidos jornada completa;Hombres;18;
La Victoria;Contratos;Indefinidos jornada completa;Mujeres;3;
La Victoria;Contratos;Indefinidos jornada completa;Ambos sexos;21;
La Victoria;Contratos;Indefinidos jornada parcial;Hombres;6;
La Victoria;Contratos;Indefinidos jornada parcial;Mujeres;17;
La Victoria;Contratos;Indefinidos jornada parcial;Ambos sexos;23;
La Victoria;Contratos;Indefinidos fijo discontinuo;Hombres;38;
La Victoria;Contratos;Indefinidos fijo discontinuo;Mujeres;28;
La Victoria;Contratos;Indefinidos fijo discontinuo;Ambos sexos;66;
La Victoria;Contratos;Contratos Temporales;Hombres;175;
La Victoria;Contratos;Contratos Temporales;Mujeres;222;
La Victoria;Contratos;Contratos Temporales;Ambos sexos;397;
La Victoria;Contratos;Temporales jornada completa;Hombres;168;
La Victoria;Contratos;Temporales jornada completa;Mujeres;137;
La Victoria;Contratos;Temporales jornada completa;Ambos sexos;305;
La Victoria;Contratos;Temporales jornada parcial;Hombres;7;
La Victoria;Contratos;Temporales jornada parcial;Mujeres;85;
La Victoria;Contratos;Temporales jornada parcial;Ambos sexos;92;
La Victoria;Contratos;No especificado;Hombres;-;
La Victoria;Contratos;No especificado;Mujeres;-;
La Victoria;Contratos;No especificado;Ambos sexos;-;
La Victoria;Contratos;TOTAL;Hombres;237;
La Victoria;Contratos;TOTAL;Mujeres;270;
La Victoria;Contratos;TOTAL;Ambos sexos;507;
Los Blázquez;Contratos;Contratos Indefinidos;Hombres;37;
Los Blázquez;Contratos;Contratos Indefinidos;Mujeres;17;
Los Blázquez;Contratos;Contratos Indefinidos;Ambos sexos;54;
Los Blázquez;Contratos;Indefinidos jornada completa;Hombres;17;
Los Blázquez;Contratos;Indefinidos jornada completa;Mujeres;6;
Los Blázquez;Contratos;Indefinidos jornada completa;Ambos sexos;23;
Los Blázquez;Contratos;Indefinidos jornada parcial;Hombres;14;
Los Blázquez;Contratos;Indefinidos jornada parcial;Mujeres;11;
Los Blázquez;Contratos;Indefinidos jornada parcial;Ambos sexos;25;
Los Blázquez;Contratos;Indefinidos fijo discontinuo;Hombres;6;
Los Blázquez;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Los Blázquez;Contratos;Indefinidos fijo discontinuo;Ambos sexos;6;
Los Blázquez;Contratos;Contratos Temporales;Hombres;107;
Los Blázquez;Contratos;Contratos Temporales;Mujeres;77;
Los Blázquez;Contratos;Contratos Temporales;Ambos sexos;184;
Los Blázquez;Contratos;Temporales jornada completa;Hombres;96;
Los Blázquez;Contratos;Temporales jornada completa;Mujeres;58;
Los Blázquez;Contratos;Temporales jornada completa;Ambos sexos;154;
Los Blázquez;Contratos;Temporales jornada parcial;Hombres;11;
Los Blázquez;Contratos;Temporales jornada parcial;Mujeres;19;
Los Blázquez;Contratos;Temporales jornada parcial;Ambos sexos;30;
Los Blázquez;Contratos;No especificado;Hombres;-;
Los Blázquez;Contratos;No especificado;Mujeres;-;
Los Blázquez;Contratos;No especificado;Ambos sexos;-;
Los Blázquez;Contratos;TOTAL;Hombres;144;
Los Blázquez;Contratos;TOTAL;Mujeres;94;
Los Blázquez;Contratos;TOTAL;Ambos sexos;238;
Lucena;Contratos;Contratos Indefinidos;Hombres;5743;
Lucena;Contratos;Contratos Indefinidos;Mujeres;2603;
Lucena;Contratos;Contratos Indefinidos;Ambos sexos;8346;
Lucena;Contratos;Indefinidos jornada completa;Hombres;1487;
Lucena;Contratos;Indefinidos jornada completa;Mujeres;570;
Lucena;Contratos;Indefinidos jornada completa;Ambos sexos;2057;
Lucena;Contratos;Indefinidos jornada parcial;Hombres;566;
Lucena;Contratos;Indefinidos jornada parcial;Mujeres;754;
Lucena;Contratos;Indefinidos jornada parcial;Ambos sexos;1320;
Lucena;Contratos;Indefinidos fijo discontinuo;Hombres;3690;
Lucena;Contratos;Indefinidos fijo discontinuo;Mujeres;1279;
Lucena;Contratos;Indefinidos fijo discontinuo;Ambos sexos;4969;
Lucena;Contratos;Contratos Temporales;Hombres;4409;
Lucena;Contratos;Contratos Temporales;Mujeres;3694;
Lucena;Contratos;Contratos Temporales;Ambos sexos;8103;
Lucena;Contratos;Temporales jornada completa;Hombres;3937;
Lucena;Contratos;Temporales jornada completa;Mujeres;2427;
Lucena;Contratos;Temporales jornada completa;Ambos sexos;6364;
Lucena;Contratos;Temporales jornada parcial;Hombres;472;
Lucena;Contratos;Temporales jornada parcial;Mujeres;1267;
Lucena;Contratos;Temporales jornada parcial;Ambos sexos;1739;
Lucena;Contratos;No especificado;Hombres;1;
Lucena;Contratos;No especificado;Mujeres;-;
Lucena;Contratos;No especificado;Ambos sexos;1;
Lucena;Contratos;TOTAL;Hombres;10153;
Lucena;Contratos;TOTAL;Mujeres;6297;
Lucena;Contratos;TOTAL;Ambos sexos;16450;
Luque;Contratos;Contratos Indefinidos;Hombres;923;
Luque;Contratos;Contratos Indefinidos;Mujeres;337;
Luque;Contratos;Contratos Indefinidos;Ambos sexos;1260;
Luque;Contratos;Indefinidos jornada completa;Hombres;85;
Luque;Contratos;Indefinidos jornada completa;Mujeres;13;
Luque;Contratos;Indefinidos jornada completa;Ambos sexos;98;
Luque;Contratos;Indefinidos jornada parcial;Hombres;15;
Luque;Contratos;Indefinidos jornada parcial;Mujeres;33;
Luque;Contratos;Indefinidos jornada parcial;Ambos sexos;48;
Luque;Contratos;Indefinidos fijo discontinuo;Hombres;823;
Luque;Contratos;Indefinidos fijo discontinuo;Mujeres;291;
Luque;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1114;
Luque;Contratos;Contratos Temporales;Hombres;690;
Luque;Contratos;Contratos Temporales;Mujeres;379;
Luque;Contratos;Contratos Temporales;Ambos sexos;1069;
Luque;Contratos;Temporales jornada completa;Hombres;657;
Luque;Contratos;Temporales jornada completa;Mujeres;316;
Luque;Contratos;Temporales jornada completa;Ambos sexos;973;
Luque;Contratos;Temporales jornada parcial;Hombres;33;
Luque;Contratos;Temporales jornada parcial;Mujeres;63;
Luque;Contratos;Temporales jornada parcial;Ambos sexos;96;
Luque;Contratos;No especificado;Hombres;-;
Luque;Contratos;No especificado;Mujeres;-;
Luque;Contratos;No especificado;Ambos sexos;-;
Luque;Contratos;TOTAL;Hombres;1613;
Luque;Contratos;TOTAL;Mujeres;716;
Luque;Contratos;TOTAL;Ambos sexos;2329;
Montalbán de Córdoba;Contratos;Contratos Indefinidos;Hombres;999;
Montalbán de Córdoba;Contratos;Contratos Indefinidos;Mujeres;699;
Montalbán de Córdoba;Contratos;Contratos Indefinidos;Ambos sexos;1698;
Montalbán de Córdoba;Contratos;Indefinidos jornada completa;Hombres;61;
Montalbán de Córdoba;Contratos;Indefinidos jornada completa;Mujeres;25;
Montalbán de Córdoba;Contratos;Indefinidos jornada completa;Ambos sexos;86;
Montalbán de Córdoba;Contratos;Indefinidos jornada parcial;Hombres;14;
Montalbán de Córdoba;Contratos;Indefinidos jornada parcial;Mujeres;30;
Montalbán de Córdoba;Contratos;Indefinidos jornada parcial;Ambos sexos;44;
Montalbán de Córdoba;Contratos;Indefinidos fijo discontinuo;Hombres;924;
Montalbán de Córdoba;Contratos;Indefinidos fijo discontinuo;Mujeres;644;
Montalbán de Córdoba;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1568;
Montalbán de Córdoba;Contratos;Contratos Temporales;Hombres;3873;
Montalbán de Córdoba;Contratos;Contratos Temporales;Mujeres;2175;
Montalbán de Córdoba;Contratos;Contratos Temporales;Ambos sexos;6048;
Montalbán de Córdoba;Contratos;Temporales jornada completa;Hombres;3847;
Montalbán de Córdoba;Contratos;Temporales jornada completa;Mujeres;2036;
Montalbán de Córdoba;Contratos;Temporales jornada completa;Ambos sexos;5883;
Montalbán de Córdoba;Contratos;Temporales jornada parcial;Hombres;26;
Montalbán de Córdoba;Contratos;Temporales jornada parcial;Mujeres;139;
Montalbán de Córdoba;Contratos;Temporales jornada parcial;Ambos sexos;165;
Montalbán de Córdoba;Contratos;No especificado;Hombres;-;
Montalbán de Córdoba;Contratos;No especificado;Mujeres;-;
Montalbán de Córdoba;Contratos;No especificado;Ambos sexos;-;
Montalbán de Córdoba;Contratos;TOTAL;Hombres;4872;
Montalbán de Córdoba;Contratos;TOTAL;Mujeres;2874;
Montalbán de Córdoba;Contratos;TOTAL;Ambos sexos;7746;
Montemayor;Contratos;Contratos Indefinidos;Hombres;244;
Montemayor;Contratos;Contratos Indefinidos;Mujeres;74;
Montemayor;Contratos;Contratos Indefinidos;Ambos sexos;318;
Montemayor;Contratos;Indefinidos jornada completa;Hombres;101;
Montemayor;Contratos;Indefinidos jornada completa;Mujeres;21;
Montemayor;Contratos;Indefinidos jornada completa;Ambos sexos;122;
Montemayor;Contratos;Indefinidos jornada parcial;Hombres;41;
Montemayor;Contratos;Indefinidos jornada parcial;Mujeres;20;
Montemayor;Contratos;Indefinidos jornada parcial;Ambos sexos;61;
Montemayor;Contratos;Indefinidos fijo discontinuo;Hombres;102;
Montemayor;Contratos;Indefinidos fijo discontinuo;Mujeres;33;
Montemayor;Contratos;Indefinidos fijo discontinuo;Ambos sexos;135;
Montemayor;Contratos;Contratos Temporales;Hombres;407;
Montemayor;Contratos;Contratos Temporales;Mujeres;448;
Montemayor;Contratos;Contratos Temporales;Ambos sexos;855;
Montemayor;Contratos;Temporales jornada completa;Hombres;358;
Montemayor;Contratos;Temporales jornada completa;Mujeres;410;
Montemayor;Contratos;Temporales jornada completa;Ambos sexos;768;
Montemayor;Contratos;Temporales jornada parcial;Hombres;49;
Montemayor;Contratos;Temporales jornada parcial;Mujeres;38;
