Territorio;Medida;Contratos según tipo de jornada;Sexo;Valor;
Alsodux;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Alsodux;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Alsodux;Contratos;Contratos Temporales;Hombres;16;
Alsodux;Contratos;Contratos Temporales;Mujeres;11;
Alsodux;Contratos;Contratos Temporales;Ambos sexos;27;
Alsodux;Contratos;Temporales jornada completa;Hombres;14;
Alsodux;Contratos;Temporales jornada completa;Mujeres;11;
Alsodux;Contratos;Temporales jornada completa;Ambos sexos;25;
Alsodux;Contratos;Temporales jornada parcial;Hombres;2;
Alsodux;Contratos;Temporales jornada parcial;Mujeres;-;
Alsodux;Contratos;Temporales jornada parcial;Ambos sexos;2;
Alsodux;Contratos;No especificado;Hombres;-;
Alsodux;Contratos;No especificado;Mujeres;-;
Alsodux;Contratos;No especificado;Ambos sexos;-;
Alsodux;Contratos;TOTAL;Hombres;16;
Alsodux;Contratos;TOTAL;Mujeres;11;
Alsodux;Contratos;TOTAL;Ambos sexos;27;
Antas;Contratos;Contratos Indefinidos;Hombres;2141;
Antas;Contratos;Contratos Indefinidos;Mujeres;502;
Antas;Contratos;Contratos Indefinidos;Ambos sexos;2643;
Antas;Contratos;Indefinidos jornada completa;Hombres;1480;
Antas;Contratos;Indefinidos jornada completa;Mujeres;207;
Antas;Contratos;Indefinidos jornada completa;Ambos sexos;1687;
Antas;Contratos;Indefinidos jornada parcial;Hombres;86;
Antas;Contratos;Indefinidos jornada parcial;Mujeres;38;
Antas;Contratos;Indefinidos jornada parcial;Ambos sexos;124;
Antas;Contratos;Indefinidos fijo discontinuo;Hombres;575;
Antas;Contratos;Indefinidos fijo discontinuo;Mujeres;257;
Antas;Contratos;Indefinidos fijo discontinuo;Ambos sexos;832;
Antas;Contratos;Contratos Temporales;Hombres;744;
Antas;Contratos;Contratos Temporales;Mujeres;344;
Antas;Contratos;Contratos Temporales;Ambos sexos;1088;
Antas;Contratos;Temporales jornada completa;Hombres;627;
Antas;Contratos;Temporales jornada completa;Mujeres;283;
Antas;Contratos;Temporales jornada completa;Ambos sexos;910;
Antas;Contratos;Temporales jornada parcial;Hombres;117;
Antas;Contratos;Temporales jornada parcial;Mujeres;61;
Antas;Contratos;Temporales jornada parcial;Ambos sexos;178;
Antas;Contratos;No especificado;Hombres;-;
Antas;Contratos;No especificado;Mujeres;-;
Antas;Contratos;No especificado;Ambos sexos;-;
Antas;Contratos;TOTAL;Hombres;2885;
Antas;Contratos;TOTAL;Mujeres;846;
Antas;Contratos;TOTAL;Ambos sexos;3731;
Arboleas;Contratos;Contratos Indefinidos;Hombres;408;
Arboleas;Contratos;Contratos Indefinidos;Mujeres;124;
Arboleas;Contratos;Contratos Indefinidos;Ambos sexos;532;
Arboleas;Contratos;Indefinidos jornada completa;Hombres;66;
Arboleas;Contratos;Indefinidos jornada completa;Mujeres;28;
Arboleas;Contratos;Indefinidos jornada completa;Ambos sexos;94;
Arboleas;Contratos;Indefinidos jornada parcial;Hombres;39;
Arboleas;Contratos;Indefinidos jornada parcial;Mujeres;42;
Arboleas;Contratos;Indefinidos jornada parcial;Ambos sexos;81;
Arboleas;Contratos;Indefinidos fijo discontinuo;Hombres;303;
Arboleas;Contratos;Indefinidos fijo discontinuo;Mujeres;54;
Arboleas;Contratos;Indefinidos fijo discontinuo;Ambos sexos;357;
Arboleas;Contratos;Contratos Temporales;Hombres;517;
Arboleas;Contratos;Contratos Temporales;Mujeres;278;
Arboleas;Contratos;Contratos Temporales;Ambos sexos;795;
Arboleas;Contratos;Temporales jornada completa;Hombres;501;
Arboleas;Contratos;Temporales jornada completa;Mujeres;244;
Arboleas;Contratos;Temporales jornada completa;Ambos sexos;745;
Arboleas;Contratos;Temporales jornada parcial;Hombres;16;
Arboleas;Contratos;Temporales jornada parcial;Mujeres;34;
Arboleas;Contratos;Temporales jornada parcial;Ambos sexos;50;
Arboleas;Contratos;No especificado;Hombres;-;
Arboleas;Contratos;No especificado;Mujeres;-;
Arboleas;Contratos;No especificado;Ambos sexos;-;
Arboleas;Contratos;TOTAL;Hombres;925;
Arboleas;Contratos;TOTAL;Mujeres;402;
Arboleas;Contratos;TOTAL;Ambos sexos;1327;
Armuña de Almanzora;Contratos;Contratos Indefinidos;Hombres;6;
Armuña de Almanzora;Contratos;Contratos Indefinidos;Mujeres;7;
Armuña de Almanzora;Contratos;Contratos Indefinidos;Ambos sexos;13;
Armuña de Almanzora;Contratos;Indefinidos jornada completa;Hombres;6;
Armuña de Almanzora;Contratos;Indefinidos jornada completa;Mujeres;7;
Armuña de Almanzora;Contratos;Indefinidos jornada completa;Ambos sexos;13;
Armuña de Almanzora;Contratos;Indefinidos jornada parcial;Hombres;-;
Armuña de Almanzora;Contratos;Indefinidos jornada parcial;Mujeres;-;
Armuña de Almanzora;Contratos;Indefinidos jornada parcial;Ambos sexos;-;
Armuña de Almanzora;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Armuña de Almanzora;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Armuña de Almanzora;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Armuña de Almanzora;Contratos;Contratos Temporales;Hombres;24;
Armuña de Almanzora;Contratos;Contratos Temporales;Mujeres;29;
Armuña de Almanzora;Contratos;Contratos Temporales;Ambos sexos;53;
Armuña de Almanzora;Contratos;Temporales jornada completa;Hombres;19;
Armuña de Almanzora;Contratos;Temporales jornada completa;Mujeres;27;
Armuña de Almanzora;Contratos;Temporales jornada completa;Ambos sexos;46;
Armuña de Almanzora;Contratos;Temporales jornada parcial;Hombres;5;
Armuña de Almanzora;Contratos;Temporales jornada parcial;Mujeres;2;
Armuña de Almanzora;Contratos;Temporales jornada parcial;Ambos sexos;7;
Armuña de Almanzora;Contratos;No especificado;Hombres;-;
Armuña de Almanzora;Contratos;No especificado;Mujeres;-;
Armuña de Almanzora;Contratos;No especificado;Ambos sexos;-;
Armuña de Almanzora;Contratos;TOTAL;Hombres;30;
Armuña de Almanzora;Contratos;TOTAL;Mujeres;36;
Armuña de Almanzora;Contratos;TOTAL;Ambos sexos;66;
Bacares;Contratos;Contratos Indefinidos;Hombres;9;
Bacares;Contratos;Contratos Indefinidos;Mujeres;10;
Bacares;Contratos;Contratos Indefinidos;Ambos sexos;19;
Bacares;Contratos;Indefinidos jornada completa;Hombres;7;
Bacares;Contratos;Indefinidos jornada completa;Mujeres;6;
Bacares;Contratos;Indefinidos jornada completa;Ambos sexos;13;
Bacares;Contratos;Indefinidos jornada parcial;Hombres;1;
Bacares;Contratos;Indefinidos jornada parcial;Mujeres;4;
Bacares;Contratos;Indefinidos jornada parcial;Ambos sexos;5;
Bacares;Contratos;Indefinidos fijo discontinuo;Hombres;1;
Bacares;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Bacares;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1;
Bacares;Contratos;Contratos Temporales;Hombres;16;
Bacares;Contratos;Contratos Temporales;Mujeres;51;
Bacares;Contratos;Contratos Temporales;Ambos sexos;67;
Bacares;Contratos;Temporales jornada completa;Hombres;15;
Bacares;Contratos;Temporales jornada completa;Mujeres;44;
Bacares;Contratos;Temporales jornada completa;Ambos sexos;59;
Bacares;Contratos;Temporales jornada parcial;Hombres;1;
Bacares;Contratos;Temporales jornada parcial;Mujeres;7;
Bacares;Contratos;Temporales jornada parcial;Ambos sexos;8;
Bacares;Contratos;No especificado;Hombres;-;
Bacares;Contratos;No especificado;Mujeres;-;
Bacares;Contratos;No especificado;Ambos sexos;-;
Bacares;Contratos;TOTAL;Hombres;25;
Bacares;Contratos;TOTAL;Mujeres;61;
Bacares;Contratos;TOTAL;Ambos sexos;86;
Balanegra;Contratos;Contratos Indefinidos;Hombres;276;
Balanegra;Contratos;Contratos Indefinidos;Mujeres;258;
Balanegra;Contratos;Contratos Indefinidos;Ambos sexos;534;
Balanegra;Contratos;Indefinidos jornada completa;Hombres;24;
Balanegra;Contratos;Indefinidos jornada completa;Mujeres;7;
Balanegra;Contratos;Indefinidos jornada completa;Ambos sexos;31;
Balanegra;Contratos;Indefinidos jornada parcial;Hombres;5;
Balanegra;Contratos;Indefinidos jornada parcial;Mujeres;6;
Balanegra;Contratos;Indefinidos jornada parcial;Ambos sexos;11;
Balanegra;Contratos;Indefinidos fijo discontinuo;Hombres;247;
Balanegra;Contratos;Indefinidos fijo discontinuo;Mujeres;245;
Balanegra;Contratos;Indefinidos fijo discontinuo;Ambos sexos;492;
Balanegra;Contratos;Contratos Temporales;Hombres;90;
Balanegra;Contratos;Contratos Temporales;Mujeres;36;
Balanegra;Contratos;Contratos Temporales;Ambos sexos;126;
Balanegra;Contratos;Temporales jornada completa;Hombres;81;
Balanegra;Contratos;Temporales jornada completa;Mujeres;23;
Balanegra;Contratos;Temporales jornada completa;Ambos sexos;104;
Balanegra;Contratos;Temporales jornada parcial;Hombres;9;
Balanegra;Contratos;Temporales jornada parcial;Mujeres;13;
Balanegra;Contratos;Temporales jornada parcial;Ambos sexos;22;
Balanegra;Contratos;No especificado;Hombres;-;
Balanegra;Contratos;No especificado;Mujeres;-;
Balanegra;Contratos;No especificado;Ambos sexos;-;
Balanegra;Contratos;TOTAL;Hombres;366;
Balanegra;Contratos;TOTAL;Mujeres;294;
Balanegra;Contratos;TOTAL;Ambos sexos;660;
Bayárcal;Contratos;Contratos Indefinidos;Hombres;6;
Bayárcal;Contratos;Contratos Indefinidos;Mujeres;2;
Bayárcal;Contratos;Contratos Indefinidos;Ambos sexos;8;
Bayárcal;Contratos;Indefinidos jornada completa;Hombres;3;
Bayárcal;Contratos;Indefinidos jornada completa;Mujeres;-;
Bayárcal;Contratos;Indefinidos jornada completa;Ambos sexos;3;
Bayárcal;Contratos;Indefinidos jornada parcial;Hombres;2;
Bayárcal;Contratos;Indefinidos jornada parcial;Mujeres;-;
Bayárcal;Contratos;Indefinidos jornada parcial;Ambos sexos;2;
Bayárcal;Contratos;Indefinidos fijo discontinuo;Hombres;1;
Bayárcal;Contratos;Indefinidos fijo discontinuo;Mujeres;2;
Bayárcal;Contratos;Indefinidos fijo discontinuo;Ambos sexos;3;
Bayárcal;Contratos;Contratos Temporales;Hombres;14;
Bayárcal;Contratos;Contratos Temporales;Mujeres;28;
Bayárcal;Contratos;Contratos Temporales;Ambos sexos;42;
Bayárcal;Contratos;Temporales jornada completa;Hombres;14;
Bayárcal;Contratos;Temporales jornada completa;Mujeres;26;
Bayárcal;Contratos;Temporales jornada completa;Ambos sexos;40;
Bayárcal;Contratos;Temporales jornada parcial;Hombres;-;
Bayárcal;Contratos;Temporales jornada parcial;Mujeres;2;
Bayárcal;Contratos;Temporales jornada parcial;Ambos sexos;2;
Bayárcal;Contratos;No especificado;Hombres;-;
Bayárcal;Contratos;No especificado;Mujeres;-;
Bayárcal;Contratos;No especificado;Ambos sexos;-;
Bayárcal;Contratos;TOTAL;Hombres;20;
Bayárcal;Contratos;TOTAL;Mujeres;30;
Bayárcal;Contratos;TOTAL;Ambos sexos;50;
Bayarque;Contratos;Contratos Indefinidos;Hombres;3;
Bayarque;Contratos;Contratos Indefinidos;Mujeres;3;
Bayarque;Contratos;Contratos Indefinidos;Ambos sexos;6;
Bayarque;Contratos;Indefinidos jornada completa;Hombres;1;
Bayarque;Contratos;Indefinidos jornada completa;Mujeres;-;
Bayarque;Contratos;Indefinidos jornada completa;Ambos sexos;1;
Bayarque;Contratos;Indefinidos jornada parcial;Hombres;-;
Bayarque;Contratos;Indefinidos jornada parcial;Mujeres;3;
Bayarque;Contratos;Indefinidos jornada parcial;Ambos sexos;3;
Bayarque;Contratos;Indefinidos fijo discontinuo;Hombres;2;
Bayarque;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Bayarque;Contratos;Indefinidos fijo discontinuo;Ambos sexos;2;
Bayarque;Contratos;Contratos Temporales;Hombres;15;
Bayarque;Contratos;Contratos Temporales;Mujeres;23;
Bayarque;Contratos;Contratos Temporales;Ambos sexos;38;
Bayarque;Contratos;Temporales jornada completa;Hombres;12;
Bayarque;Contratos;Temporales jornada completa;Mujeres;21;
Bayarque;Contratos;Temporales jornada completa;Ambos sexos;33;
Bayarque;Contratos;Temporales jornada parcial;Hombres;3;
Bayarque;Contratos;Temporales jornada parcial;Mujeres;2;
Bayarque;Contratos;Temporales jornada parcial;Ambos sexos;5;
Bayarque;Contratos;No especificado;Hombres;-;
Bayarque;Contratos;No especificado;Mujeres;-;
Bayarque;Contratos;No especificado;Ambos sexos;-;
Bayarque;Contratos;TOTAL;Hombres;18;
Bayarque;Contratos;TOTAL;Mujeres;26;
Bayarque;Contratos;TOTAL;Ambos sexos;44;
Bédar;Contratos;Contratos Indefinidos;Hombres;5;
Bédar;Contratos;Contratos Indefinidos;Mujeres;6;
Bédar;Contratos;Contratos Indefinidos;Ambos sexos;11;
Bédar;Contratos;Indefinidos jornada completa;Hombres;2;
Bédar;Contratos;Indefinidos jornada completa;Mujeres;2;
Bédar;Contratos;Indefinidos jornada completa;Ambos sexos;4;
Bédar;Contratos;Indefinidos jornada parcial;Hombres;3;
Bédar;Contratos;Indefinidos jornada parcial;Mujeres;3;
Bédar;Contratos;Indefinidos jornada parcial;Ambos sexos;6;
Bédar;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Bédar;Contratos;Indefinidos fijo discontinuo;Mujeres;1;
Bédar;Contratos;Indefinidos fijo discontinuo;Ambos sexos;1;
Bédar;Contratos;Contratos Temporales;Hombres;36;
Bédar;Contratos;Contratos Temporales;Mujeres;20;
Bédar;Contratos;Contratos Temporales;Ambos sexos;56;
Bédar;Contratos;Temporales jornada completa;Hombres;33;
Bédar;Contratos;Temporales jornada completa;Mujeres;12;
Bédar;Contratos;Temporales jornada completa;Ambos sexos;45;
Bédar;Contratos;Temporales jornada parcial;Hombres;3;
Bédar;Contratos;Temporales jornada parcial;Mujeres;8;
Bédar;Contratos;Temporales jornada parcial;Ambos sexos;11;
Bédar;Contratos;No especificado;Hombres;-;
Bédar;Contratos;No especificado;Mujeres;-;
Bédar;Contratos;No especificado;Ambos sexos;-;
Bédar;Contratos;TOTAL;Hombres;41;
Bédar;Contratos;TOTAL;Mujeres;26;
Bédar;Contratos;TOTAL;Ambos sexos;67;
Beires;Contratos;Contratos Indefinidos;Hombres;-;
Beires;Contratos;Contratos Indefinidos;Mujeres;-;
Beires;Contratos;Contratos Indefinidos;Ambos sexos;-;
Beires;Contratos;Indefinidos jornada completa;Hombres;-;
Beires;Contratos;Indefinidos jornada completa;Mujeres;-;
Beires;Contratos;Indefinidos jornada completa;Ambos sexos;-;
Beires;Contratos;Indefinidos jornada parcial;Hombres;-;
Beires;Contratos;Indefinidos jornada parcial;Mujeres;-;
Beires;Contratos;Indefinidos jornada parcial;Ambos sexos;-;
Beires;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Beires;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Beires;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Beires;Contratos;Contratos Temporales;Hombres;35;
Beires;Contratos;Contratos Temporales;Mujeres;15;
Beires;Contratos;Contratos Temporales;Ambos sexos;50;
Beires;Contratos;Temporales jornada completa;Hombres;31;
Beires;Contratos;Temporales jornada completa;Mujeres;14;
Beires;Contratos;Temporales jornada completa;Ambos sexos;45;
Beires;Contratos;Temporales jornada parcial;Hombres;4;
Beires;Contratos;Temporales jornada parcial;Mujeres;1;
Beires;Contratos;Temporales jornada parcial;Ambos sexos;5;
Beires;Contratos;No especificado;Hombres;-;
Beires;Contratos;No especificado;Mujeres;-;
Beires;Contratos;No especificado;Ambos sexos;-;
Beires;Contratos;TOTAL;Hombres;35;
Beires;Contratos;TOTAL;Mujeres;15;
Beires;Contratos;TOTAL;Ambos sexos;50;
Benahadux;Contratos;Contratos Indefinidos;Hombres;207;
Benahadux;Contratos;Contratos Indefinidos;Mujeres;152;
Benahadux;Contratos;Contratos Indefinidos;Ambos sexos;359;
Benahadux;Contratos;Indefinidos jornada completa;Hombres;116;
Benahadux;Contratos;Indefinidos jornada completa;Mujeres;36;
Benahadux;Contratos;Indefinidos jornada completa;Ambos sexos;152;
Benahadux;Contratos;Indefinidos jornada parcial;Hombres;45;
Benahadux;Contratos;Indefinidos jornada parcial;Mujeres;47;
Benahadux;Contratos;Indefinidos jornada parcial;Ambos sexos;92;
Benahadux;Contratos;Indefinidos fijo discontinuo;Hombres;46;
Benahadux;Contratos;Indefinidos fijo discontinuo;Mujeres;69;
Benahadux;Contratos;Indefinidos fijo discontinuo;Ambos sexos;115;
Benahadux;Contratos;Contratos Temporales;Hombres;366;
Benahadux;Contratos;Contratos Temporales;Mujeres;501;
Benahadux;Contratos;Contratos Temporales;Ambos sexos;867;
Benahadux;Contratos;Temporales jornada completa;Hombres;275;
Benahadux;Contratos;Temporales jornada completa;Mujeres;426;
Benahadux;Contratos;Temporales jornada completa;Ambos sexos;701;
Benahadux;Contratos;Temporales jornada parcial;Hombres;91;
Benahadux;Contratos;Temporales jornada parcial;Mujeres;75;
Benahadux;Contratos;Temporales jornada parcial;Ambos sexos;166;
Benahadux;Contratos;No especificado;Hombres;-;
Benahadux;Contratos;No especificado;Mujeres;-;
Benahadux;Contratos;No especificado;Ambos sexos;-;
Benahadux;Contratos;TOTAL;Hombres;573;
Benahadux;Contratos;TOTAL;Mujeres;653;
Benahadux;Contratos;TOTAL;Ambos sexos;1226;
Benitagla;Contratos;Contratos Indefinidos;Hombres;1;
Benitagla;Contratos;Contratos Indefinidos;Mujeres;-;
Benitagla;Contratos;Contratos Indefinidos;Ambos sexos;1;
Benitagla;Contratos;Indefinidos jornada completa;Hombres;1;
Benitagla;Contratos;Indefinidos jornada completa;Mujeres;-;
Benitagla;Contratos;Indefinidos jornada completa;Ambos sexos;1;
Benitagla;Contratos;Indefinidos jornada parcial;Hombres;-;
Benitagla;Contratos;Indefinidos jornada parcial;Mujeres;-;
Benitagla;Contratos;Indefinidos jornada parcial;Ambos sexos;-;
Benitagla;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Benitagla;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Benitagla;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Benitagla;Contratos;Contratos Temporales;Hombres;12;
Benitagla;Contratos;Contratos Temporales;Mujeres;10;
Benitagla;Contratos;Contratos Temporales;Ambos sexos;22;
Benitagla;Contratos;Temporales jornada completa;Hombres;12;
Benitagla;Contratos;Temporales jornada completa;Mujeres;10;
Benitagla;Contratos;Temporales jornada completa;Ambos sexos;22;
Benitagla;Contratos;Temporales jornada parcial;Hombres;-;
Benitagla;Contratos;Temporales jornada parcial;Mujeres;-;
Benitagla;Contratos;Temporales jornada parcial;Ambos sexos;-;
Benitagla;Contratos;No especificado;Hombres;-;
Benitagla;Contratos;No especificado;Mujeres;-;
Benitagla;Contratos;No especificado;Ambos sexos;-;
Benitagla;Contratos;TOTAL;Hombres;13;
Benitagla;Contratos;TOTAL;Mujeres;10;
Benitagla;Contratos;TOTAL;Ambos sexos;23;
Benizalón;Contratos;Contratos Indefinidos;Hombres;7;
Benizalón;Contratos;Contratos Indefinidos;Mujeres;5;
Benizalón;Contratos;Contratos Indefinidos;Ambos sexos;12;
Benizalón;Contratos;Indefinidos jornada completa;Hombres;6;
Benizalón;Contratos;Indefinidos jornada completa;Mujeres;5;
Benizalón;Contratos;Indefinidos jornada completa;Ambos sexos;11;
Benizalón;Contratos;Indefinidos jornada parcial;Hombres;1;
Benizalón;Contratos;Indefinidos jornada parcial;Mujeres;-;
Benizalón;Contratos;Indefinidos jornada parcial;Ambos sexos;1;
Benizalón;Contratos;Indefinidos fijo discontinuo;Hombres;-;
Benizalón;Contratos;Indefinidos fijo discontinuo;Mujeres;-;
Benizalón;Contratos;Indefinidos fijo discontinuo;Ambos sexos;-;
Benizalón;Contratos;Contratos Temporales;Hombres;28;
Benizalón;Contratos;Contratos Temporales;Mujeres;28;
Benizalón;Contratos;Contratos Temporales;Ambos sexos;56;
Benizalón;Contratos;Temporales jornada completa;Hombres;28;
Benizalón;Contratos;Temporales jornada completa;Mujeres;27;
Benizalón;Contratos;Temporales jornada completa;Ambos sexos;55;
Benizalón;Contratos;Temporales jornada parcial;Hombres;-;
Benizalón;Contratos;Temporales jornada parcial;Mujeres;1;
Benizalón;Contratos;Temporales jornada parcial;Ambos sexos;1;
Benizalón;Contratos;No especificado;Hombres;-;
Benizalón;Contratos;No especificado;Mujeres;-;
Benizalón;Contratos;No especificado;Ambos sexos;-;
Benizalón;Contratos;TOTAL;Hombres;35;
Benizalón;Contratos;TOTAL;Mujeres;33;
Benizalón;Contratos;TOTAL;Ambos sexos;68;
Bentarique;Contratos;Contratos Indefinidos;Hombres;9;
Bentarique;Contratos;Contratos Indefinidos;Mujeres;3;
Bentarique;Contratos;Contratos Indefinidos;Ambos sexos;12;
Bentarique;Contratos;Indefinidos jornada completa;Hombres;4;
Bentarique;Contratos;Indefinidos jornada completa;Mujeres;-;
Bentarique;Contratos;Indefinidos jornada completa;Ambos sexos;4;
Bentarique;Contratos;Indefinidos jornada parcial;Hombres;1;
Bentarique;Contratos;Indefinidos jornada parcial;Mujeres;-;
Bentarique;Contratos;Indefinidos jornada parcial;Ambos sexos;1;
Bentarique;Contratos;Indefinidos fijo discontinuo;Hombres;4;
Bentarique;Contratos;Indefinidos fijo discontinuo;Mujeres;3;
