Territorio;Nivel educativo;Medida;Valor;
Ronda;E.S.O.;Número de centros;4;
Ronda;Bachillerato;Número de centros;4;
Ronda;Cursos acceso a otros niveles;Número de centros;1;
Ronda;Formación Profesional Básica;Número de centros;3;
Ronda;C. F. Grado Medio;Número de centros;4;
Ronda;C. F. Grado Superior;Número de centros;3;
Ronda;Enseñanzas de Régimen Especial;Número de centros;5;
Sayalonga;Infantil 1º ciclo;Número de centros;1;
Sayalonga;Infantil 2º ciclo;Número de centros;1;
Sayalonga;Primaria;Número de centros;1;
Sayalonga;Educación especial;Número de centros;-;
Sayalonga;E.S.O.;Número de centros;-;
Sayalonga;Bachillerato;Número de centros;-;
Sayalonga;Cursos acceso a otros niveles;Número de centros;-;
Sayalonga;Formación Profesional Básica;Número de centros;-;
Sayalonga;C. F. Grado Medio;Número de centros;-;
Sayalonga;C. F. Grado Superior;Número de centros;-;
Sayalonga;Enseñanzas de Régimen Especial;Número de centros;-;
Serrato;Infantil 1º ciclo;Número de centros;-;
Serrato;Infantil 2º ciclo;Número de centros;1;
Serrato;Primaria;Número de centros;1;
Serrato;Educación especial;Número de centros;-;
Serrato;E.S.O.;Número de centros;-;
Serrato;Bachillerato;Número de centros;-;
Serrato;Cursos acceso a otros niveles;Número de centros;-;
Serrato;Formación Profesional Básica;Número de centros;-;
Serrato;C. F. Grado Medio;Número de centros;-;
Serrato;C. F. Grado Superior;Número de centros;-;
Serrato;Enseñanzas de Régimen Especial;Número de centros;-;
Sierra de Yeguas;Infantil 1º ciclo;Número de centros;1;
Sierra de Yeguas;Infantil 2º ciclo;Número de centros;1;
Sierra de Yeguas;Primaria;Número de centros;1;
Sierra de Yeguas;Educación especial;Número de centros;1;
Sierra de Yeguas;E.S.O.;Número de centros;1;
Sierra de Yeguas;Bachillerato;Número de centros;-;
Sierra de Yeguas;Cursos acceso a otros niveles;Número de centros;-;
Sierra de Yeguas;Formación Profesional Básica;Número de centros;-;
Sierra de Yeguas;C. F. Grado Medio;Número de centros;-;
Sierra de Yeguas;C. F. Grado Superior;Número de centros;-;
Sierra de Yeguas;Enseñanzas de Régimen Especial;Número de centros;-;
Teba;Infantil 1º ciclo;Número de centros;-;
Teba;Infantil 2º ciclo;Número de centros;1;
Teba;Primaria;Número de centros;1;
Teba;Educación especial;Número de centros;-;
Teba;E.S.O.;Número de centros;1;
Teba;Bachillerato;Número de centros;-;
Teba;Cursos acceso a otros niveles;Número de centros;-;
Teba;Formación Profesional Básica;Número de centros;-;
Teba;C. F. Grado Medio;Número de centros;-;
Teba;C. F. Grado Superior;Número de centros;-;
Teba;Enseñanzas de Régimen Especial;Número de centros;-;
Tolox;Infantil 1º ciclo;Número de centros;-;
Tolox;Infantil 2º ciclo;Número de centros;1;
Tolox;Primaria;Número de centros;1;
Tolox;Educación especial;Número de centros;-;
Tolox;E.S.O.;Número de centros;1;
Tolox;Bachillerato;Número de centros;-;
Tolox;Cursos acceso a otros niveles;Número de centros;-;
Tolox;Formación Profesional Básica;Número de centros;-;
Tolox;C. F. Grado Medio;Número de centros;-;
Tolox;C. F. Grado Superior;Número de centros;-;
Tolox;Enseñanzas de Régimen Especial;Número de centros;-;
Torremolinos;Infantil 1º ciclo;Número de centros;1;
Torremolinos;Infantil 2º ciclo;Número de centros;8;
Torremolinos;Primaria;Número de centros;8;
Torremolinos;Educación especial;Número de centros;8;
Torremolinos;E.S.O.;Número de centros;4;
Torremolinos;Bachillerato;Número de centros;3;
Torremolinos;Cursos acceso a otros niveles;Número de centros;-;
Torremolinos;Formación Profesional Básica;Número de centros;2;
Torremolinos;C. F. Grado Medio;Número de centros;3;
Torremolinos;C. F. Grado Superior;Número de centros;2;
Torremolinos;Enseñanzas de Régimen Especial;Número de centros;1;
Torrox;Infantil 1º ciclo;Número de centros;1;
Torrox;Infantil 2º ciclo;Número de centros;5;
Torrox;Primaria;Número de centros;5;
Torrox;Educación especial;Número de centros;1;
Torrox;E.S.O.;Número de centros;2;
Torrox;Bachillerato;Número de centros;1;
Torrox;Cursos acceso a otros niveles;Número de centros;-;
Torrox;Formación Profesional Básica;Número de centros;1;
Torrox;C. F. Grado Medio;Número de centros;1;
Torrox;C. F. Grado Superior;Número de centros;1;
Torrox;Enseñanzas de Régimen Especial;Número de centros;-;
Totalán;Infantil 1º ciclo;Número de centros;1;
Totalán;Infantil 2º ciclo;Número de centros;1;
Totalán;Primaria;Número de centros;1;
Totalán;Educación especial;Número de centros;-;
Totalán;E.S.O.;Número de centros;-;
Totalán;Bachillerato;Número de centros;-;
Totalán;Cursos acceso a otros niveles;Número de centros;-;
Totalán;Formación Profesional Básica;Número de centros;-;
Totalán;C. F. Grado Medio;Número de centros;-;
Totalán;C. F. Grado Superior;Número de centros;-;
Totalán;Enseñanzas de Régimen Especial;Número de centros;-;
Valle de Abdalajís;Infantil 1º ciclo;Número de centros;1;
Valle de Abdalajís;Infantil 2º ciclo;Número de centros;1;
Valle de Abdalajís;Primaria;Número de centros;1;
Valle de Abdalajís;Educación especial;Número de centros;-;
Valle de Abdalajís;E.S.O.;Número de centros;1;
Valle de Abdalajís;Bachillerato;Número de centros;-;
Valle de Abdalajís;Cursos acceso a otros niveles;Número de centros;-;
Valle de Abdalajís;Formación Profesional Básica;Número de centros;-;
Valle de Abdalajís;C. F. Grado Medio;Número de centros;-;
Valle de Abdalajís;C. F. Grado Superior;Número de centros;-;
Valle de Abdalajís;Enseñanzas de Régimen Especial;Número de centros;-;
Vélez-Málaga;Infantil 1º ciclo;Número de centros;3;
Vélez-Málaga;Infantil 2º ciclo;Número de centros;18;
Vélez-Málaga;Primaria;Número de centros;18;
Vélez-Málaga;Educación especial;Número de centros;8;
Vélez-Málaga;E.S.O.;Número de centros;8;
Vélez-Málaga;Bachillerato;Número de centros;5;
Vélez-Málaga;Cursos acceso a otros niveles;Número de centros;1;
Vélez-Málaga;Formación Profesional Básica;Número de centros;4;
Vélez-Málaga;C. F. Grado Medio;Número de centros;4;
Vélez-Málaga;C. F. Grado Superior;Número de centros;3;
Vélez-Málaga;Enseñanzas de Régimen Especial;Número de centros;3;
Villanueva de Algaidas;Infantil 1º ciclo;Número de centros;1;
Villanueva de Algaidas;Infantil 2º ciclo;Número de centros;1;
Villanueva de Algaidas;Primaria;Número de centros;1;
Villanueva de Algaidas;Educación especial;Número de centros;1;
Villanueva de Algaidas;E.S.O.;Número de centros;1;
Villanueva de Algaidas;Bachillerato;Número de centros;-;
Villanueva de Algaidas;Cursos acceso a otros niveles;Número de centros;-;
Villanueva de Algaidas;Formación Profesional Básica;Número de centros;-;
Villanueva de Algaidas;C. F. Grado Medio;Número de centros;-;
Villanueva de Algaidas;C. F. Grado Superior;Número de centros;-;
Villanueva de Algaidas;Enseñanzas de Régimen Especial;Número de centros;1;
Villanueva de la Concepción;Infantil 1º ciclo;Número de centros;1;
Villanueva de la Concepción;Infantil 2º ciclo;Número de centros;1;
Villanueva de la Concepción;Primaria;Número de centros;1;
Villanueva de la Concepción;Educación especial;Número de centros;1;
Villanueva de la Concepción;E.S.O.;Número de centros;1;
Villanueva de la Concepción;Bachillerato;Número de centros;-;
Villanueva de la Concepción;Cursos acceso a otros niveles;Número de centros;-;
Villanueva de la Concepción;Formación Profesional Básica;Número de centros;-;
Villanueva de la Concepción;C. F. Grado Medio;Número de centros;-;
Villanueva de la Concepción;C. F. Grado Superior;Número de centros;-;
Villanueva de la Concepción;Enseñanzas de Régimen Especial;Número de centros;-;
Villanueva de Tapia;Infantil 1º ciclo;Número de centros;1;
Villanueva de Tapia;Infantil 2º ciclo;Número de centros;1;
Villanueva de Tapia;Primaria;Número de centros;1;
Villanueva de Tapia;Educación especial;Número de centros;-;
Villanueva de Tapia;E.S.O.;Número de centros;1;
Villanueva de Tapia;Bachillerato;Número de centros;-;
Villanueva de Tapia;Cursos acceso a otros niveles;Número de centros;-;
Villanueva de Tapia;Formación Profesional Básica;Número de centros;-;
Villanueva de Tapia;C. F. Grado Medio;Número de centros;-;
Villanueva de Tapia;C. F. Grado Superior;Número de centros;-;
Villanueva de Tapia;Enseñanzas de Régimen Especial;Número de centros;-;
Villanueva del Rosario;Infantil 1º ciclo;Número de centros;1;
Villanueva del Rosario;Infantil 2º ciclo;Número de centros;1;
Villanueva del Rosario;Primaria;Número de centros;1;
Villanueva del Rosario;Educación especial;Número de centros;1;
Villanueva del Rosario;E.S.O.;Número de centros;1;
Villanueva del Rosario;Bachillerato;Número de centros;-;
Villanueva del Rosario;Cursos acceso a otros niveles;Número de centros;-;
Villanueva del Rosario;Formación Profesional Básica;Número de centros;-;
Villanueva del Rosario;C. F. Grado Medio;Número de centros;-;
Villanueva del Rosario;C. F. Grado Superior;Número de centros;-;
Villanueva del Rosario;Enseñanzas de Régimen Especial;Número de centros;1;
Villanueva del Trabuco;Infantil 1º ciclo;Número de centros;2;
Villanueva del Trabuco;Infantil 2º ciclo;Número de centros;1;
Villanueva del Trabuco;Primaria;Número de centros;1;
Villanueva del Trabuco;Educación especial;Número de centros;1;
Villanueva del Trabuco;E.S.O.;Número de centros;1;
Villanueva del Trabuco;Bachillerato;Número de centros;-;
Villanueva del Trabuco;Cursos acceso a otros niveles;Número de centros;-;
Villanueva del Trabuco;Formación Profesional Básica;Número de centros;-;
Villanueva del Trabuco;C. F. Grado Medio;Número de centros;-;
Villanueva del Trabuco;C. F. Grado Superior;Número de centros;-;
Villanueva del Trabuco;Enseñanzas de Régimen Especial;Número de centros;2;
Viñuela;Infantil 1º ciclo;Número de centros;-;
Viñuela;Infantil 2º ciclo;Número de centros;1;
Viñuela;Primaria;Número de centros;1;
Viñuela;Educación especial;Número de centros;-;
Viñuela;E.S.O.;Número de centros;1;
Viñuela;Bachillerato;Número de centros;-;
Viñuela;Cursos acceso a otros niveles;Número de centros;-;
Viñuela;Formación Profesional Básica;Número de centros;-;
Viñuela;C. F. Grado Medio;Número de centros;-;
Viñuela;C. F. Grado Superior;Número de centros;-;
Viñuela;Enseñanzas de Régimen Especial;Número de centros;-;
Yunquera;Infantil 1º ciclo;Número de centros;1;
Yunquera;Infantil 2º ciclo;Número de centros;1;
Yunquera;Primaria;Número de centros;1;
Yunquera;Educación especial;Número de centros;-;
Yunquera;E.S.O.;Número de centros;1;
Yunquera;Bachillerato;Número de centros;-;
Yunquera;Cursos acceso a otros niveles;Número de centros;-;
Yunquera;Formación Profesional Básica;Número de centros;-;
Yunquera;C. F. Grado Medio;Número de centros;-;
Yunquera;C. F. Grado Superior;Número de centros;-;
Yunquera;Enseñanzas de Régimen Especial;Número de centros;-;
Aguadulce;Infantil 1º ciclo;Número de centros;1;
Aguadulce;Infantil 2º ciclo;Número de centros;1;
Aguadulce;Primaria;Número de centros;1;
Aguadulce;Educación especial;Número de centros;1;
Aguadulce;E.S.O.;Número de centros;1;
Aguadulce;Bachillerato;Número de centros;-;
Aguadulce;Cursos acceso a otros niveles;Número de centros;-;
Aguadulce;Formación Profesional Básica;Número de centros;-;
Aguadulce;C. F. Grado Medio;Número de centros;-;
Aguadulce;C. F. Grado Superior;Número de centros;-;
Aguadulce;Enseñanzas de Régimen Especial;Número de centros;1;
Alanís;Infantil 1º ciclo;Número de centros;1;
Alanís;Infantil 2º ciclo;Número de centros;1;
Alanís;Primaria;Número de centros;1;
Alanís;Educación especial;Número de centros;1;
Alanís;E.S.O.;Número de centros;1;
Alanís;Bachillerato;Número de centros;-;
Alanís;Cursos acceso a otros niveles;Número de centros;-;
Alanís;Formación Profesional Básica;Número de centros;-;
Alanís;C. F. Grado Medio;Número de centros;-;
Alanís;C. F. Grado Superior;Número de centros;-;
Alanís;Enseñanzas de Régimen Especial;Número de centros;-;
Albaida del Aljarafe;Infantil 1º ciclo;Número de centros;1;
Albaida del Aljarafe;Infantil 2º ciclo;Número de centros;2;
Albaida del Aljarafe;Primaria;Número de centros;2;
Albaida del Aljarafe;Educación especial;Número de centros;1;
Albaida del Aljarafe;E.S.O.;Número de centros;-;
Albaida del Aljarafe;Bachillerato;Número de centros;-;
Albaida del Aljarafe;Cursos acceso a otros niveles;Número de centros;-;
Albaida del Aljarafe;Formación Profesional Básica;Número de centros;-;
Albaida del Aljarafe;C. F. Grado Medio;Número de centros;-;
Albaida del Aljarafe;C. F. Grado Superior;Número de centros;-;
Albaida del Aljarafe;Enseñanzas de Régimen Especial;Número de centros;-;
Alcalá de Guadaíra;Infantil 1º ciclo;Número de centros;4;
Alcalá de Guadaíra;Infantil 2º ciclo;Número de centros;19;
Alcalá de Guadaíra;Primaria;Número de centros;19;
Alcalá de Guadaíra;Educación especial;Número de centros;7;
Alcalá de Guadaíra;E.S.O.;Número de centros;6;
Alcalá de Guadaíra;Bachillerato;Número de centros;5;
Alcalá de Guadaíra;Cursos acceso a otros niveles;Número de centros;1;
Alcalá de Guadaíra;Formación Profesional Básica;Número de centros;2;
Alcalá de Guadaíra;C. F. Grado Medio;Número de centros;5;
Alcalá de Guadaíra;C. F. Grado Superior;Número de centros;3;
Alcalá de Guadaíra;Enseñanzas de Régimen Especial;Número de centros;3;
Alcalá del Río;Infantil 1º ciclo;Número de centros;1;
Alcalá del Río;Infantil 2º ciclo;Número de centros;5;
Alcalá del Río;Primaria;Número de centros;5;
Alcalá del Río;Educación especial;Número de centros;2;
Alcalá del Río;E.S.O.;Número de centros;1;
Alcalá del Río;Bachillerato;Número de centros;1;
Alcalá del Río;Cursos acceso a otros niveles;Número de centros;-;
Alcalá del Río;Formación Profesional Básica;Número de centros;1;
Alcalá del Río;C. F. Grado Medio;Número de centros;1;
Alcalá del Río;C. F. Grado Superior;Número de centros;1;
Alcalá del Río;Enseñanzas de Régimen Especial;Número de centros;-;
Alcolea del Río;Infantil 1º ciclo;Número de centros;1;
Alcolea del Río;Infantil 2º ciclo;Número de centros;1;
Alcolea del Río;Primaria;Número de centros;1;
Alcolea del Río;Educación especial;Número de centros;1;
Alcolea del Río;E.S.O.;Número de centros;1;
Alcolea del Río;Bachillerato;Número de centros;-;
Alcolea del Río;Cursos acceso a otros niveles;Número de centros;-;
Alcolea del Río;Formación Profesional Básica;Número de centros;-;
Alcolea del Río;C. F. Grado Medio;Número de centros;-;
