Territorio;Tipo de centros asistenciales;Medida;Valor;
Canjáyar;Otros;Plazas;-;
Canjáyar;Otros;Superficie cubierta;-;
Canjáyar;Otros;Superficie aire libre;-;
Canjáyar;Otros;Superficie solar;-;
Canjáyar;TOTAL;Nº centros;1;
Canjáyar;TOTAL;Plazas;49;
Canjáyar;TOTAL;Superficie cubierta;2806;
Canjáyar;TOTAL;Superficie aire libre;557;
Canjáyar;TOTAL;Superficie solar;2131;
Cantoria;Centro de asistencia social;Nº centros;-;
Cantoria;Centro de asistencia social;Plazas;-;
Cantoria;Centro de asistencia social;Superficie cubierta;-;
Cantoria;Centro de asistencia social;Superficie aire libre;-;
Cantoria;Centro de asistencia social;Superficie solar;-;
Cantoria;Residencia de ancianos;Nº centros;1;
Cantoria;Residencia de ancianos;Plazas;16;
Cantoria;Residencia de ancianos;Superficie cubierta;790;
Cantoria;Residencia de ancianos;Superficie aire libre;773;
Cantoria;Residencia de ancianos;Superficie solar;1168;
Cantoria;Guarderías infantiles;Nº centros;1;
Cantoria;Guarderías infantiles;Plazas;35;
Cantoria;Guarderías infantiles;Superficie cubierta;278;
Cantoria;Guarderías infantiles;Superficie aire libre;136;
Cantoria;Guarderías infantiles;Superficie solar;275;
Cantoria;Albergues municipales;Nº centros;-;
Cantoria;Albergues municipales;Plazas;-;
Cantoria;Albergues municipales;Superficie cubierta;-;
Cantoria;Albergues municipales;Superficie aire libre;-;
Cantoria;Albergues municipales;Superficie solar;-;
Cantoria;Rehabilitación toxicómanos;Nº centros;-;
Cantoria;Rehabilitación toxicómanos;Plazas;-;
Cantoria;Rehabilitación toxicómanos;Superficie cubierta;-;
Cantoria;Rehabilitación toxicómanos;Superficie aire libre;-;
Cantoria;Rehabilitación toxicómanos;Superficie solar;-;
Cantoria;Otros;Nº centros;-;
Cantoria;Otros;Plazas;-;
Cantoria;Otros;Superficie cubierta;-;
Cantoria;Otros;Superficie aire libre;-;
Cantoria;Otros;Superficie solar;-;
Cantoria;TOTAL;Nº centros;2;
Cantoria;TOTAL;Plazas;51;
Cantoria;TOTAL;Superficie cubierta;1068;
Cantoria;TOTAL;Superficie aire libre;909;
Cantoria;TOTAL;Superficie solar;1443;
Carboneras;Centro de asistencia social;Nº centros;-;
Carboneras;Centro de asistencia social;Plazas;-;
Carboneras;Centro de asistencia social;Superficie cubierta;-;
Carboneras;Centro de asistencia social;Superficie aire libre;-;
Carboneras;Centro de asistencia social;Superficie solar;-;
Carboneras;Residencia de ancianos;Nº centros;-;
Carboneras;Residencia de ancianos;Plazas;-;
Carboneras;Residencia de ancianos;Superficie cubierta;-;
Carboneras;Residencia de ancianos;Superficie aire libre;-;
Carboneras;Residencia de ancianos;Superficie solar;-;
Carboneras;Guarderías infantiles;Nº centros;2;
Carboneras;Guarderías infantiles;Plazas;130;
Carboneras;Guarderías infantiles;Superficie cubierta;1380;
Carboneras;Guarderías infantiles;Superficie aire libre;300;
Carboneras;Guarderías infantiles;Superficie solar;1421;
Carboneras;Albergues municipales;Nº centros;-;
Carboneras;Albergues municipales;Plazas;-;
Carboneras;Albergues municipales;Superficie cubierta;-;
Carboneras;Albergues municipales;Superficie aire libre;-;
Carboneras;Albergues municipales;Superficie solar;-;
Carboneras;Rehabilitación toxicómanos;Nº centros;-;
Carboneras;Rehabilitación toxicómanos;Plazas;-;
Carboneras;Rehabilitación toxicómanos;Superficie cubierta;-;
Carboneras;Rehabilitación toxicómanos;Superficie aire libre;-;
Carboneras;Rehabilitación toxicómanos;Superficie solar;-;
Carboneras;Otros;Nº centros;-;
Carboneras;Otros;Plazas;-;
Carboneras;Otros;Superficie cubierta;-;
Carboneras;Otros;Superficie aire libre;-;
Carboneras;Otros;Superficie solar;-;
Carboneras;TOTAL;Nº centros;2;
Carboneras;TOTAL;Plazas;130;
Carboneras;TOTAL;Superficie cubierta;1380;
Carboneras;TOTAL;Superficie aire libre;300;
Carboneras;TOTAL;Superficie solar;1421;
Chirivel;Centro de asistencia social;Nº centros;-;
Chirivel;Centro de asistencia social;Plazas;-;
Chirivel;Centro de asistencia social;Superficie cubierta;-;
Chirivel;Centro de asistencia social;Superficie aire libre;-;
Chirivel;Centro de asistencia social;Superficie solar;-;
Chirivel;Residencia de ancianos;Nº centros;1;
Chirivel;Residencia de ancianos;Plazas;49;
Chirivel;Residencia de ancianos;Superficie cubierta;2445;
Chirivel;Residencia de ancianos;Superficie aire libre;364;
Chirivel;Residencia de ancianos;Superficie solar;1277;
Chirivel;Guarderías infantiles;Nº centros;1;
Chirivel;Guarderías infantiles;Plazas;35;
Chirivel;Guarderías infantiles;Superficie cubierta;192;
Chirivel;Guarderías infantiles;Superficie aire libre;104;
Chirivel;Guarderías infantiles;Superficie solar;296;
Chirivel;Albergues municipales;Nº centros;-;
Chirivel;Albergues municipales;Plazas;-;
Chirivel;Albergues municipales;Superficie cubierta;-;
Chirivel;Albergues municipales;Superficie aire libre;-;
Chirivel;Albergues municipales;Superficie solar;-;
Chirivel;Rehabilitación toxicómanos;Nº centros;1;
Chirivel;Rehabilitación toxicómanos;Plazas;25;
Chirivel;Rehabilitación toxicómanos;Superficie cubierta;6275;
Chirivel;Rehabilitación toxicómanos;Superficie aire libre;2476;
Chirivel;Rehabilitación toxicómanos;Superficie solar;8751;
Chirivel;Otros;Nº centros;-;
Chirivel;Otros;Plazas;-;
Chirivel;Otros;Superficie cubierta;-;
Chirivel;Otros;Superficie aire libre;-;
Chirivel;Otros;Superficie solar;-;
Chirivel;TOTAL;Nº centros;3;
Chirivel;TOTAL;Plazas;109;
Chirivel;TOTAL;Superficie cubierta;8912;
Chirivel;TOTAL;Superficie aire libre;2944;
Chirivel;TOTAL;Superficie solar;10324;
Cuevas del Almanzora;Centro de asistencia social;Nº centros;-;
Cuevas del Almanzora;Centro de asistencia social;Plazas;-;
Cuevas del Almanzora;Centro de asistencia social;Superficie cubierta;-;
Cuevas del Almanzora;Centro de asistencia social;Superficie aire libre;-;
Cuevas del Almanzora;Centro de asistencia social;Superficie solar;-;
Cuevas del Almanzora;Residencia de ancianos;Nº centros;1;
Cuevas del Almanzora;Residencia de ancianos;Plazas;45;
Cuevas del Almanzora;Residencia de ancianos;Superficie cubierta;5460;
Cuevas del Almanzora;Residencia de ancianos;Superficie aire libre;386;
Cuevas del Almanzora;Residencia de ancianos;Superficie solar;2275;
Cuevas del Almanzora;Guarderías infantiles;Nº centros;2;
Cuevas del Almanzora;Guarderías infantiles;Plazas;120;
Cuevas del Almanzora;Guarderías infantiles;Superficie cubierta;1348;
Cuevas del Almanzora;Guarderías infantiles;Superficie aire libre;1178;
Cuevas del Almanzora;Guarderías infantiles;Superficie solar;2526;
Cuevas del Almanzora;Albergues municipales;Nº centros;-;
Cuevas del Almanzora;Albergues municipales;Plazas;-;
Cuevas del Almanzora;Albergues municipales;Superficie cubierta;-;
Cuevas del Almanzora;Albergues municipales;Superficie aire libre;-;
Cuevas del Almanzora;Albergues municipales;Superficie solar;-;
Cuevas del Almanzora;Rehabilitación toxicómanos;Nº centros;-;
Cuevas del Almanzora;Rehabilitación toxicómanos;Plazas;-;
Cuevas del Almanzora;Rehabilitación toxicómanos;Superficie cubierta;-;
Cuevas del Almanzora;Rehabilitación toxicómanos;Superficie aire libre;-;
Cuevas del Almanzora;Rehabilitación toxicómanos;Superficie solar;-;
Cuevas del Almanzora;Otros;Nº centros;1;
Cuevas del Almanzora;Otros;Plazas;20;
Cuevas del Almanzora;Otros;Superficie cubierta;250;
Cuevas del Almanzora;Otros;Superficie aire libre;496;
Cuevas del Almanzora;Otros;Superficie solar;746;
Cuevas del Almanzora;TOTAL;Nº centros;4;
Cuevas del Almanzora;TOTAL;Plazas;185;
Cuevas del Almanzora;TOTAL;Superficie cubierta;7058;
Cuevas del Almanzora;TOTAL;Superficie aire libre;2060;
Cuevas del Almanzora;TOTAL;Superficie solar;5547;
Dalías;Centro de asistencia social;Nº centros;-;
Dalías;Centro de asistencia social;Plazas;-;
Dalías;Centro de asistencia social;Superficie cubierta;-;
Dalías;Centro de asistencia social;Superficie aire libre;-;
Dalías;Centro de asistencia social;Superficie solar;-;
Dalías;Residencia de ancianos;Nº centros;1;
Dalías;Residencia de ancianos;Plazas;30;
Dalías;Residencia de ancianos;Superficie cubierta;1404;
Dalías;Residencia de ancianos;Superficie aire libre;984;
Dalías;Residencia de ancianos;Superficie solar;1763;
Dalías;Guarderías infantiles;Nº centros;1;
Dalías;Guarderías infantiles;Plazas;61;
Dalías;Guarderías infantiles;Superficie cubierta;486;
Dalías;Guarderías infantiles;Superficie aire libre;0;
Dalías;Guarderías infantiles;Superficie solar;486;
Dalías;Albergues municipales;Nº centros;-;
Dalías;Albergues municipales;Plazas;-;
Dalías;Albergues municipales;Superficie cubierta;-;
Dalías;Albergues municipales;Superficie aire libre;-;
Dalías;Albergues municipales;Superficie solar;-;
Dalías;Rehabilitación toxicómanos;Nº centros;-;
Dalías;Rehabilitación toxicómanos;Plazas;-;
Dalías;Rehabilitación toxicómanos;Superficie cubierta;-;
Dalías;Rehabilitación toxicómanos;Superficie aire libre;-;
Dalías;Rehabilitación toxicómanos;Superficie solar;-;
Dalías;Otros;Nº centros;-;
Dalías;Otros;Plazas;-;
Dalías;Otros;Superficie cubierta;-;
Dalías;Otros;Superficie aire libre;-;
Dalías;Otros;Superficie solar;-;
Dalías;TOTAL;Nº centros;2;
Dalías;TOTAL;Plazas;91;
Dalías;TOTAL;Superficie cubierta;1890;
Dalías;TOTAL;Superficie aire libre;984;
Dalías;TOTAL;Superficie solar;2249;
Fines;Centro de asistencia social;Nº centros;-;
Fines;Centro de asistencia social;Plazas;-;
Fines;Centro de asistencia social;Superficie cubierta;-;
Fines;Centro de asistencia social;Superficie aire libre;-;
Fines;Centro de asistencia social;Superficie solar;-;
Fines;Residencia de ancianos;Nº centros;-;
Fines;Residencia de ancianos;Plazas;-;
Fines;Residencia de ancianos;Superficie cubierta;-;
Fines;Residencia de ancianos;Superficie aire libre;-;
Fines;Residencia de ancianos;Superficie solar;-;
Fines;Guarderías infantiles;Nº centros;1;
Fines;Guarderías infantiles;Plazas;74;
Fines;Guarderías infantiles;Superficie cubierta;590;
Fines;Guarderías infantiles;Superficie aire libre;467;
Fines;Guarderías infantiles;Superficie solar;1057;
Fines;Albergues municipales;Nº centros;-;
Fines;Albergues municipales;Plazas;-;
Fines;Albergues municipales;Superficie cubierta;-;
Fines;Albergues municipales;Superficie aire libre;-;
Fines;Albergues municipales;Superficie solar;-;
Fines;Rehabilitación toxicómanos;Nº centros;-;
Fines;Rehabilitación toxicómanos;Plazas;-;
Fines;Rehabilitación toxicómanos;Superficie cubierta;-;
Fines;Rehabilitación toxicómanos;Superficie aire libre;-;
Fines;Rehabilitación toxicómanos;Superficie solar;-;
Fines;Otros;Nº centros;-;
Fines;Otros;Plazas;-;
Fines;Otros;Superficie cubierta;-;
Fines;Otros;Superficie aire libre;-;
Fines;Otros;Superficie solar;-;
Fines;TOTAL;Nº centros;1;
Fines;TOTAL;Plazas;74;
Fines;TOTAL;Superficie cubierta;590;
Fines;TOTAL;Superficie aire libre;467;
Fines;TOTAL;Superficie solar;1057;
Fiñana;Centro de asistencia social;Nº centros;-;
Fiñana;Centro de asistencia social;Plazas;-;
Fiñana;Centro de asistencia social;Superficie cubierta;-;
Fiñana;Centro de asistencia social;Superficie aire libre;-;
Fiñana;Centro de asistencia social;Superficie solar;-;
Fiñana;Residencia de ancianos;Nº centros;-;
Fiñana;Residencia de ancianos;Plazas;-;
Fiñana;Residencia de ancianos;Superficie cubierta;-;
Fiñana;Residencia de ancianos;Superficie aire libre;-;
Fiñana;Residencia de ancianos;Superficie solar;-;
Fiñana;Guarderías infantiles;Nº centros;1;
Fiñana;Guarderías infantiles;Plazas;41;
Fiñana;Guarderías infantiles;Superficie cubierta;237;
Fiñana;Guarderías infantiles;Superficie aire libre;207;
Fiñana;Guarderías infantiles;Superficie solar;444;
Fiñana;Albergues municipales;Nº centros;-;
Fiñana;Albergues municipales;Plazas;-;
Fiñana;Albergues municipales;Superficie cubierta;-;
Fiñana;Albergues municipales;Superficie aire libre;-;
Fiñana;Albergues municipales;Superficie solar;-;
Fiñana;Rehabilitación toxicómanos;Nº centros;-;
Fiñana;Rehabilitación toxicómanos;Plazas;-;
Fiñana;Rehabilitación toxicómanos;Superficie cubierta;-;
Fiñana;Rehabilitación toxicómanos;Superficie aire libre;-;
Fiñana;Rehabilitación toxicómanos;Superficie solar;-;
Fiñana;Otros;Nº centros;-;
Fiñana;Otros;Plazas;-;
Fiñana;Otros;Superficie cubierta;-;
Fiñana;Otros;Superficie aire libre;-;
Fiñana;Otros;Superficie solar;-;
Fiñana;TOTAL;Nº centros;1;
Fiñana;TOTAL;Plazas;41;
Fiñana;TOTAL;Superficie cubierta;237;
Fiñana;TOTAL;Superficie aire libre;207;
Fiñana;TOTAL;Superficie solar;444;
Fondón;Centro de asistencia social;Nº centros;-;
Fondón;Centro de asistencia social;Plazas;-;
Fondón;Centro de asistencia social;Superficie cubierta;-;
Fondón;Centro de asistencia social;Superficie aire libre;-;
Fondón;Centro de asistencia social;Superficie solar;-;
Fondón;Residencia de ancianos;Nº centros;1;
Fondón;Residencia de ancianos;Plazas;27;
Fondón;Residencia de ancianos;Superficie cubierta;1101;
Fondón;Residencia de ancianos;Superficie aire libre;457;
Fondón;Residencia de ancianos;Superficie solar;1558;
Fondón;Guarderías infantiles;Nº centros;-;
Fondón;Guarderías infantiles;Plazas;-;
Fondón;Guarderías infantiles;Superficie cubierta;-;
Fondón;Guarderías infantiles;Superficie aire libre;-;
Fondón;Guarderías infantiles;Superficie solar;-;
Fondón;Albergues municipales;Nº centros;-;
Fondón;Albergues municipales;Plazas;-;
Fondón;Albergues municipales;Superficie cubierta;-;
Fondón;Albergues municipales;Superficie aire libre;-;
Fondón;Albergues municipales;Superficie solar;-;
Fondón;Rehabilitación toxicómanos;Nº centros;-;
Fondón;Rehabilitación toxicómanos;Plazas;-;
Fondón;Rehabilitación toxicómanos;Superficie cubierta;-;
Fondón;Rehabilitación toxicómanos;Superficie aire libre;-;
Fondón;Rehabilitación toxicómanos;Superficie solar;-;
Fondón;Otros;Nº centros;-;
Fondón;Otros;Plazas;-;
Fondón;Otros;Superficie cubierta;-;
Fondón;Otros;Superficie aire libre;-;
Fondón;Otros;Superficie solar;-;
Fondón;TOTAL;Nº centros;1;
Fondón;TOTAL;Plazas;27;
Fondón;TOTAL;Superficie cubierta;1101;
Fondón;TOTAL;Superficie aire libre;457;
Fondón;TOTAL;Superficie solar;1558;
Gádor;Centro de asistencia social;Nº centros;1;
Gádor;Centro de asistencia social;Plazas;1;
Gádor;Centro de asistencia social;Superficie cubierta;98;
Gádor;Centro de asistencia social;Superficie aire libre;19;
Gádor;Centro de asistencia social;Superficie solar;117;
Gádor;Residencia de ancianos;Nº centros;-;
Gádor;Residencia de ancianos;Plazas;-;
Gádor;Residencia de ancianos;Superficie cubierta;-;
Gádor;Residencia de ancianos;Superficie aire libre;-;
Gádor;Residencia de ancianos;Superficie solar;-;
Gádor;Guarderías infantiles;Nº centros;1;
Gádor;Guarderías infantiles;Plazas;18;
Gádor;Guarderías infantiles;Superficie cubierta;267;
Gádor;Guarderías infantiles;Superficie aire libre;369;
Gádor;Guarderías infantiles;Superficie solar;636;
Gádor;Albergues municipales;Nº centros;-;
Gádor;Albergues municipales;Plazas;-;
Gádor;Albergues municipales;Superficie cubierta;-;
Gádor;Albergues municipales;Superficie aire libre;-;
Gádor;Albergues municipales;Superficie solar;-;
Gádor;Rehabilitación toxicómanos;Nº centros;-;
Gádor;Rehabilitación toxicómanos;Plazas;-;
Gádor;Rehabilitación toxicómanos;Superficie cubierta;-;
Gádor;Rehabilitación toxicómanos;Superficie aire libre;-;
Gádor;Rehabilitación toxicómanos;Superficie solar;-;
Gádor;Otros;Nº centros;1;
Gádor;Otros;Plazas;180;
Gádor;Otros;Superficie cubierta;748;
Gádor;Otros;Superficie aire libre;260;
Gádor;Otros;Superficie solar;634;
Gádor;TOTAL;Nº centros;3;
Gádor;TOTAL;Plazas;199;
Gádor;TOTAL;Superficie cubierta;1113;
Gádor;TOTAL;Superficie aire libre;648;
Gádor;TOTAL;Superficie solar;1387;
Garrucha;Centro de asistencia social;Nº centros;-;
Garrucha;Centro de asistencia social;Plazas;-;
Garrucha;Centro de asistencia social;Superficie cubierta;-;
Garrucha;Centro de asistencia social;Superficie aire libre;-;
Garrucha;Centro de asistencia social;Superficie solar;-;
Garrucha;Residencia de ancianos;Nº centros;1;
Garrucha;Residencia de ancianos;Plazas;79;
Garrucha;Residencia de ancianos;Superficie cubierta;4704;
Garrucha;Residencia de ancianos;Superficie aire libre;320;
Garrucha;Residencia de ancianos;Superficie solar;1888;
Garrucha;Guarderías infantiles;Nº centros;1;
Garrucha;Guarderías infantiles;Plazas;123;
Garrucha;Guarderías infantiles;Superficie cubierta;1696;
Garrucha;Guarderías infantiles;Superficie aire libre;107;
Garrucha;Guarderías infantiles;Superficie solar;1583;
Garrucha;Albergues municipales;Nº centros;-;
Garrucha;Albergues municipales;Plazas;-;
Garrucha;Albergues municipales;Superficie cubierta;-;
Garrucha;Albergues municipales;Superficie aire libre;-;
Garrucha;Albergues municipales;Superficie solar;-;
Garrucha;Rehabilitación toxicómanos;Nº centros;-;
Garrucha;Rehabilitación toxicómanos;Plazas;-;
Garrucha;Rehabilitación toxicómanos;Superficie cubierta;-;
Garrucha;Rehabilitación toxicómanos;Superficie aire libre;-;
Garrucha;Rehabilitación toxicómanos;Superficie solar;-;
Garrucha;Otros;Nº centros;-;
Garrucha;Otros;Plazas;-;
Garrucha;Otros;Superficie cubierta;-;
Garrucha;Otros;Superficie aire libre;-;
Garrucha;Otros;Superficie solar;-;
Garrucha;TOTAL;Nº centros;2;
Garrucha;TOTAL;Plazas;202;
Garrucha;TOTAL;Superficie cubierta;6400;
Garrucha;TOTAL;Superficie aire libre;427;
Garrucha;TOTAL;Superficie solar;3471;
Gérgal;Centro de asistencia social;Nº centros;-;
Gérgal;Centro de asistencia social;Plazas;-;
Gérgal;Centro de asistencia social;Superficie cubierta;-;
Gérgal;Centro de asistencia social;Superficie aire libre;-;
Gérgal;Centro de asistencia social;Superficie solar;-;
Gérgal;Residencia de ancianos;Nº centros;2;
Gérgal;Residencia de ancianos;Plazas;58;
Gérgal;Residencia de ancianos;Superficie cubierta;1694;
Gérgal;Residencia de ancianos;Superficie aire libre;5086;
Gérgal;Residencia de ancianos;Superficie solar;6244;
Gérgal;Guarderías infantiles;Nº centros;-;
Gérgal;Guarderías infantiles;Plazas;-;
Gérgal;Guarderías infantiles;Superficie cubierta;-;
Gérgal;Guarderías infantiles;Superficie aire libre;-;
Gérgal;Guarderías infantiles;Superficie solar;-;
Gérgal;Albergues municipales;Nº centros;-;
Gérgal;Albergues municipales;Plazas;-;
Gérgal;Albergues municipales;Superficie cubierta;-;
