Territorio;Tipo de centros asistenciales;Medida;Valor;
Algar;Guarderías infantiles;Plazas;-;
Algar;Guarderías infantiles;Superficie cubierta;-;
Algar;Guarderías infantiles;Superficie aire libre;-;
Algar;Guarderías infantiles;Superficie solar;-;
Algar;Albergues municipales;Nº centros;-;
Algar;Albergues municipales;Plazas;-;
Algar;Albergues municipales;Superficie cubierta;-;
Algar;Albergues municipales;Superficie aire libre;-;
Algar;Albergues municipales;Superficie solar;-;
Algar;Rehabilitación toxicómanos;Nº centros;-;
Algar;Rehabilitación toxicómanos;Plazas;-;
Algar;Rehabilitación toxicómanos;Superficie cubierta;-;
Algar;Rehabilitación toxicómanos;Superficie aire libre;-;
Algar;Rehabilitación toxicómanos;Superficie solar;-;
Algar;Otros;Nº centros;1;
Algar;Otros;Plazas;25;
Algar;Otros;Superficie cubierta;349;
Algar;Otros;Superficie aire libre;0;
Algar;Otros;Superficie solar;349;
Algar;TOTAL;Nº centros;1;
Algar;TOTAL;Plazas;25;
Algar;TOTAL;Superficie cubierta;349;
Algar;TOTAL;Superficie aire libre;0;
Algar;TOTAL;Superficie solar;349;
Algodonales;Centro de asistencia social;Nº centros;-;
Algodonales;Centro de asistencia social;Plazas;-;
Algodonales;Centro de asistencia social;Superficie cubierta;-;
Algodonales;Centro de asistencia social;Superficie aire libre;-;
Algodonales;Centro de asistencia social;Superficie solar;-;
Algodonales;Residencia de ancianos;Nº centros;1;
Algodonales;Residencia de ancianos;Plazas;126;
Algodonales;Residencia de ancianos;Superficie cubierta;4129;
Algodonales;Residencia de ancianos;Superficie aire libre;1840;
Algodonales;Residencia de ancianos;Superficie solar;3407;
Algodonales;Guarderías infantiles;Nº centros;-;
Algodonales;Guarderías infantiles;Plazas;-;
Algodonales;Guarderías infantiles;Superficie cubierta;-;
Algodonales;Guarderías infantiles;Superficie aire libre;-;
Algodonales;Guarderías infantiles;Superficie solar;-;
Algodonales;Albergues municipales;Nº centros;-;
Algodonales;Albergues municipales;Plazas;-;
Algodonales;Albergues municipales;Superficie cubierta;-;
Algodonales;Albergues municipales;Superficie aire libre;-;
Algodonales;Albergues municipales;Superficie solar;-;
Algodonales;Rehabilitación toxicómanos;Nº centros;1;
Algodonales;Rehabilitación toxicómanos;Plazas;-;
Algodonales;Rehabilitación toxicómanos;Superficie cubierta;110;
Algodonales;Rehabilitación toxicómanos;Superficie aire libre;0;
Algodonales;Rehabilitación toxicómanos;Superficie solar;110;
Algodonales;Otros;Nº centros;2;
Algodonales;Otros;Plazas;25;
Algodonales;Otros;Superficie cubierta;1516;
Algodonales;Otros;Superficie aire libre;71;
Algodonales;Otros;Superficie solar;699;
Algodonales;TOTAL;Nº centros;4;
Algodonales;TOTAL;Plazas;151;
Algodonales;TOTAL;Superficie cubierta;5755;
Algodonales;TOTAL;Superficie aire libre;1911;
Algodonales;TOTAL;Superficie solar;4216;
Arcos de la Frontera;Centro de asistencia social;Nº centros;2;
Arcos de la Frontera;Centro de asistencia social;Plazas;25;
Arcos de la Frontera;Centro de asistencia social;Superficie cubierta;1166;
Arcos de la Frontera;Centro de asistencia social;Superficie aire libre;47775;
Arcos de la Frontera;Centro de asistencia social;Superficie solar;48941;
Arcos de la Frontera;Residencia de ancianos;Nº centros;3;
Arcos de la Frontera;Residencia de ancianos;Plazas;241;
Arcos de la Frontera;Residencia de ancianos;Superficie cubierta;11024;
Arcos de la Frontera;Residencia de ancianos;Superficie aire libre;38543;
Arcos de la Frontera;Residencia de ancianos;Superficie solar;47709;
Arcos de la Frontera;Guarderías infantiles;Nº centros;-;
Arcos de la Frontera;Guarderías infantiles;Plazas;-;
Arcos de la Frontera;Guarderías infantiles;Superficie cubierta;-;
Arcos de la Frontera;Guarderías infantiles;Superficie aire libre;-;
Arcos de la Frontera;Guarderías infantiles;Superficie solar;-;
Arcos de la Frontera;Albergues municipales;Nº centros;-;
Arcos de la Frontera;Albergues municipales;Plazas;-;
Arcos de la Frontera;Albergues municipales;Superficie cubierta;-;
Arcos de la Frontera;Albergues municipales;Superficie aire libre;-;
Arcos de la Frontera;Albergues municipales;Superficie solar;-;
Arcos de la Frontera;Rehabilitación toxicómanos;Nº centros;2;
Arcos de la Frontera;Rehabilitación toxicómanos;Plazas;34;
Arcos de la Frontera;Rehabilitación toxicómanos;Superficie cubierta;540;
Arcos de la Frontera;Rehabilitación toxicómanos;Superficie aire libre;5500;
Arcos de la Frontera;Rehabilitación toxicómanos;Superficie solar;6040;
Arcos de la Frontera;Otros;Nº centros;1;
Arcos de la Frontera;Otros;Plazas;25;
Arcos de la Frontera;Otros;Superficie cubierta;1720;
Arcos de la Frontera;Otros;Superficie aire libre;0;
Arcos de la Frontera;Otros;Superficie solar;1720;
Arcos de la Frontera;TOTAL;Nº centros;8;
Arcos de la Frontera;TOTAL;Plazas;325;
Arcos de la Frontera;TOTAL;Superficie cubierta;14450;
Arcos de la Frontera;TOTAL;Superficie aire libre;91818;
Arcos de la Frontera;TOTAL;Superficie solar;104410;
Barbate;Centro de asistencia social;Nº centros;3;
Barbate;Centro de asistencia social;Plazas;170;
Barbate;Centro de asistencia social;Superficie cubierta;2814;
Barbate;Centro de asistencia social;Superficie aire libre;1138;
Barbate;Centro de asistencia social;Superficie solar;3011;
Barbate;Residencia de ancianos;Nº centros;1;
Barbate;Residencia de ancianos;Plazas;24;
Barbate;Residencia de ancianos;Superficie cubierta;460;
Barbate;Residencia de ancianos;Superficie aire libre;920;
Barbate;Residencia de ancianos;Superficie solar;1380;
Barbate;Guarderías infantiles;Nº centros;1;
Barbate;Guarderías infantiles;Plazas;50;
Barbate;Guarderías infantiles;Superficie cubierta;226;
Barbate;Guarderías infantiles;Superficie aire libre;47;
Barbate;Guarderías infantiles;Superficie solar;149;
Barbate;Albergues municipales;Nº centros;-;
Barbate;Albergues municipales;Plazas;-;
Barbate;Albergues municipales;Superficie cubierta;-;
Barbate;Albergues municipales;Superficie aire libre;-;
Barbate;Albergues municipales;Superficie solar;-;
Barbate;Rehabilitación toxicómanos;Nº centros;1;
Barbate;Rehabilitación toxicómanos;Plazas;-;
Barbate;Rehabilitación toxicómanos;Superficie cubierta;528;
Barbate;Rehabilitación toxicómanos;Superficie aire libre;32;
Barbate;Rehabilitación toxicómanos;Superficie solar;296;
Barbate;Otros;Nº centros;4;
Barbate;Otros;Plazas;145;
Barbate;Otros;Superficie cubierta;2159;
Barbate;Otros;Superficie aire libre;3630;
Barbate;Otros;Superficie solar;5354;
Barbate;TOTAL;Nº centros;10;
Barbate;TOTAL;Plazas;389;
Barbate;TOTAL;Superficie cubierta;6187;
Barbate;TOTAL;Superficie aire libre;5767;
Barbate;TOTAL;Superficie solar;10190;
Benalup-Casas Viejas;Centro de asistencia social;Nº centros;1;
Benalup-Casas Viejas;Centro de asistencia social;Plazas;-;
Benalup-Casas Viejas;Centro de asistencia social;Superficie cubierta;560;
Benalup-Casas Viejas;Centro de asistencia social;Superficie aire libre;270;
Benalup-Casas Viejas;Centro de asistencia social;Superficie solar;830;
Benalup-Casas Viejas;Residencia de ancianos;Nº centros;1;
Benalup-Casas Viejas;Residencia de ancianos;Plazas;46;
Benalup-Casas Viejas;Residencia de ancianos;Superficie cubierta;2050;
Benalup-Casas Viejas;Residencia de ancianos;Superficie aire libre;200;
Benalup-Casas Viejas;Residencia de ancianos;Superficie solar;1071;
Benalup-Casas Viejas;Guarderías infantiles;Nº centros;-;
Benalup-Casas Viejas;Guarderías infantiles;Plazas;-;
Benalup-Casas Viejas;Guarderías infantiles;Superficie cubierta;-;
Benalup-Casas Viejas;Guarderías infantiles;Superficie aire libre;-;
Benalup-Casas Viejas;Guarderías infantiles;Superficie solar;-;
Benalup-Casas Viejas;Albergues municipales;Nº centros;-;
Benalup-Casas Viejas;Albergues municipales;Plazas;-;
Benalup-Casas Viejas;Albergues municipales;Superficie cubierta;-;
Benalup-Casas Viejas;Albergues municipales;Superficie aire libre;-;
Benalup-Casas Viejas;Albergues municipales;Superficie solar;-;
Benalup-Casas Viejas;Rehabilitación toxicómanos;Nº centros;-;
Benalup-Casas Viejas;Rehabilitación toxicómanos;Plazas;-;
Benalup-Casas Viejas;Rehabilitación toxicómanos;Superficie cubierta;-;
Benalup-Casas Viejas;Rehabilitación toxicómanos;Superficie aire libre;-;
Benalup-Casas Viejas;Rehabilitación toxicómanos;Superficie solar;-;
Benalup-Casas Viejas;Otros;Nº centros;2;
Benalup-Casas Viejas;Otros;Plazas;25;
Benalup-Casas Viejas;Otros;Superficie cubierta;490;
Benalup-Casas Viejas;Otros;Superficie aire libre;0;
Benalup-Casas Viejas;Otros;Superficie solar;370;
Benalup-Casas Viejas;TOTAL;Nº centros;4;
Benalup-Casas Viejas;TOTAL;Plazas;71;
Benalup-Casas Viejas;TOTAL;Superficie cubierta;3100;
Benalup-Casas Viejas;TOTAL;Superficie aire libre;470;
Benalup-Casas Viejas;TOTAL;Superficie solar;2271;
Benaocaz;Centro de asistencia social;Nº centros;-;
Benaocaz;Centro de asistencia social;Plazas;-;
Benaocaz;Centro de asistencia social;Superficie cubierta;-;
Benaocaz;Centro de asistencia social;Superficie aire libre;-;
Benaocaz;Centro de asistencia social;Superficie solar;-;
Benaocaz;Residencia de ancianos;Nº centros;-;
Benaocaz;Residencia de ancianos;Plazas;-;
Benaocaz;Residencia de ancianos;Superficie cubierta;-;
Benaocaz;Residencia de ancianos;Superficie aire libre;-;
Benaocaz;Residencia de ancianos;Superficie solar;-;
Benaocaz;Guarderías infantiles;Nº centros;-;
Benaocaz;Guarderías infantiles;Plazas;-;
Benaocaz;Guarderías infantiles;Superficie cubierta;-;
Benaocaz;Guarderías infantiles;Superficie aire libre;-;
Benaocaz;Guarderías infantiles;Superficie solar;-;
Benaocaz;Albergues municipales;Nº centros;1;
Benaocaz;Albergues municipales;Plazas;20;
Benaocaz;Albergues municipales;Superficie cubierta;177;
Benaocaz;Albergues municipales;Superficie aire libre;66;
Benaocaz;Albergues municipales;Superficie solar;243;
Benaocaz;Rehabilitación toxicómanos;Nº centros;-;
Benaocaz;Rehabilitación toxicómanos;Plazas;-;
Benaocaz;Rehabilitación toxicómanos;Superficie cubierta;-;
Benaocaz;Rehabilitación toxicómanos;Superficie aire libre;-;
Benaocaz;Rehabilitación toxicómanos;Superficie solar;-;
Benaocaz;Otros;Nº centros;-;
Benaocaz;Otros;Plazas;-;
Benaocaz;Otros;Superficie cubierta;-;
Benaocaz;Otros;Superficie aire libre;-;
Benaocaz;Otros;Superficie solar;-;
Benaocaz;TOTAL;Nº centros;1;
Benaocaz;TOTAL;Plazas;20;
Benaocaz;TOTAL;Superficie cubierta;177;
Benaocaz;TOTAL;Superficie aire libre;66;
Benaocaz;TOTAL;Superficie solar;243;
Bornos;Centro de asistencia social;Nº centros;-;
Bornos;Centro de asistencia social;Plazas;-;
Bornos;Centro de asistencia social;Superficie cubierta;-;
Bornos;Centro de asistencia social;Superficie aire libre;-;
Bornos;Centro de asistencia social;Superficie solar;-;
Bornos;Residencia de ancianos;Nº centros;-;
Bornos;Residencia de ancianos;Plazas;-;
Bornos;Residencia de ancianos;Superficie cubierta;-;
Bornos;Residencia de ancianos;Superficie aire libre;-;
Bornos;Residencia de ancianos;Superficie solar;-;
Bornos;Guarderías infantiles;Nº centros;-;
Bornos;Guarderías infantiles;Plazas;-;
Bornos;Guarderías infantiles;Superficie cubierta;-;
Bornos;Guarderías infantiles;Superficie aire libre;-;
Bornos;Guarderías infantiles;Superficie solar;-;
Bornos;Albergues municipales;Nº centros;-;
Bornos;Albergues municipales;Plazas;-;
Bornos;Albergues municipales;Superficie cubierta;-;
Bornos;Albergues municipales;Superficie aire libre;-;
Bornos;Albergues municipales;Superficie solar;-;
Bornos;Rehabilitación toxicómanos;Nº centros;-;
Bornos;Rehabilitación toxicómanos;Plazas;-;
Bornos;Rehabilitación toxicómanos;Superficie cubierta;-;
Bornos;Rehabilitación toxicómanos;Superficie aire libre;-;
Bornos;Rehabilitación toxicómanos;Superficie solar;-;
Bornos;Otros;Nº centros;1;
Bornos;Otros;Plazas;185;
Bornos;Otros;Superficie cubierta;287;
Bornos;Otros;Superficie aire libre;0;
Bornos;Otros;Superficie solar;287;
Bornos;TOTAL;Nº centros;1;
Bornos;TOTAL;Plazas;185;
Bornos;TOTAL;Superficie cubierta;287;
Bornos;TOTAL;Superficie aire libre;0;
Bornos;TOTAL;Superficie solar;287;
Castellar de la Frontera;Centro de asistencia social;Nº centros;1;
Castellar de la Frontera;Centro de asistencia social;Plazas;-;
Castellar de la Frontera;Centro de asistencia social;Superficie cubierta;345;
Castellar de la Frontera;Centro de asistencia social;Superficie aire libre;7;
Castellar de la Frontera;Centro de asistencia social;Superficie solar;352;
Castellar de la Frontera;Residencia de ancianos;Nº centros;-;
Castellar de la Frontera;Residencia de ancianos;Plazas;-;
Castellar de la Frontera;Residencia de ancianos;Superficie cubierta;-;
Castellar de la Frontera;Residencia de ancianos;Superficie aire libre;-;
Castellar de la Frontera;Residencia de ancianos;Superficie solar;-;
Castellar de la Frontera;Guarderías infantiles;Nº centros;-;
Castellar de la Frontera;Guarderías infantiles;Plazas;-;
Castellar de la Frontera;Guarderías infantiles;Superficie cubierta;-;
Castellar de la Frontera;Guarderías infantiles;Superficie aire libre;-;
Castellar de la Frontera;Guarderías infantiles;Superficie solar;-;
Castellar de la Frontera;Albergues municipales;Nº centros;-;
Castellar de la Frontera;Albergues municipales;Plazas;-;
Castellar de la Frontera;Albergues municipales;Superficie cubierta;-;
Castellar de la Frontera;Albergues municipales;Superficie aire libre;-;
Castellar de la Frontera;Albergues municipales;Superficie solar;-;
Castellar de la Frontera;Rehabilitación toxicómanos;Nº centros;1;
Castellar de la Frontera;Rehabilitación toxicómanos;Plazas;27;
Castellar de la Frontera;Rehabilitación toxicómanos;Superficie cubierta;800;
Castellar de la Frontera;Rehabilitación toxicómanos;Superficie aire libre;200;
Castellar de la Frontera;Rehabilitación toxicómanos;Superficie solar;2000;
Castellar de la Frontera;Otros;Nº centros;1;
Castellar de la Frontera;Otros;Plazas;30;
Castellar de la Frontera;Otros;Superficie cubierta;422;
Castellar de la Frontera;Otros;Superficie aire libre;65;
Castellar de la Frontera;Otros;Superficie solar;406;
Castellar de la Frontera;TOTAL;Nº centros;3;
Castellar de la Frontera;TOTAL;Plazas;57;
Castellar de la Frontera;TOTAL;Superficie cubierta;1567;
Castellar de la Frontera;TOTAL;Superficie aire libre;272;
Castellar de la Frontera;TOTAL;Superficie solar;2758;
Chipiona;Centro de asistencia social;Nº centros;2;
Chipiona;Centro de asistencia social;Plazas;20;
Chipiona;Centro de asistencia social;Superficie cubierta;303;
Chipiona;Centro de asistencia social;Superficie aire libre;100;
Chipiona;Centro de asistencia social;Superficie solar;403;
Chipiona;Residencia de ancianos;Nº centros;-;
Chipiona;Residencia de ancianos;Plazas;-;
Chipiona;Residencia de ancianos;Superficie cubierta;-;
Chipiona;Residencia de ancianos;Superficie aire libre;-;
Chipiona;Residencia de ancianos;Superficie solar;-;
Chipiona;Guarderías infantiles;Nº centros;-;
Chipiona;Guarderías infantiles;Plazas;-;
Chipiona;Guarderías infantiles;Superficie cubierta;-;
Chipiona;Guarderías infantiles;Superficie aire libre;-;
Chipiona;Guarderías infantiles;Superficie solar;-;
Chipiona;Albergues municipales;Nº centros;2;
Chipiona;Albergues municipales;Plazas;236;
Chipiona;Albergues municipales;Superficie cubierta;5525;
Chipiona;Albergues municipales;Superficie aire libre;16829;
Chipiona;Albergues municipales;Superficie solar;19088;
Chipiona;Rehabilitación toxicómanos;Nº centros;2;
Chipiona;Rehabilitación toxicómanos;Plazas;20;
Chipiona;Rehabilitación toxicómanos;Superficie cubierta;507;
Chipiona;Rehabilitación toxicómanos;Superficie aire libre;6573;
Chipiona;Rehabilitación toxicómanos;Superficie solar;7029;
Chipiona;Otros;Nº centros;4;
Chipiona;Otros;Plazas;154;
Chipiona;Otros;Superficie cubierta;4713;
Chipiona;Otros;Superficie aire libre;8404;
Chipiona;Otros;Superficie solar;11442;
Chipiona;TOTAL;Nº centros;10;
Chipiona;TOTAL;Plazas;430;
Chipiona;TOTAL;Superficie cubierta;11048;
Chipiona;TOTAL;Superficie aire libre;31906;
Chipiona;TOTAL;Superficie solar;37962;
Conil de la Frontera;Centro de asistencia social;Nº centros;1;
Conil de la Frontera;Centro de asistencia social;Plazas;-;
Conil de la Frontera;Centro de asistencia social;Superficie cubierta;804;
Conil de la Frontera;Centro de asistencia social;Superficie aire libre;0;
Conil de la Frontera;Centro de asistencia social;Superficie solar;804;
Conil de la Frontera;Residencia de ancianos;Nº centros;1;
Conil de la Frontera;Residencia de ancianos;Plazas;90;
Conil de la Frontera;Residencia de ancianos;Superficie cubierta;4260;
Conil de la Frontera;Residencia de ancianos;Superficie aire libre;2730;
Conil de la Frontera;Residencia de ancianos;Superficie solar;4860;
Conil de la Frontera;Guarderías infantiles;Nº centros;-;
Conil de la Frontera;Guarderías infantiles;Plazas;-;
Conil de la Frontera;Guarderías infantiles;Superficie cubierta;-;
Conil de la Frontera;Guarderías infantiles;Superficie aire libre;-;
Conil de la Frontera;Guarderías infantiles;Superficie solar;-;
Conil de la Frontera;Albergues municipales;Nº centros;-;
Conil de la Frontera;Albergues municipales;Plazas;-;
Conil de la Frontera;Albergues municipales;Superficie cubierta;-;
Conil de la Frontera;Albergues municipales;Superficie aire libre;-;
Conil de la Frontera;Albergues municipales;Superficie solar;-;
Conil de la Frontera;Rehabilitación toxicómanos;Nº centros;-;
Conil de la Frontera;Rehabilitación toxicómanos;Plazas;-;
Conil de la Frontera;Rehabilitación toxicómanos;Superficie cubierta;-;
Conil de la Frontera;Rehabilitación toxicómanos;Superficie aire libre;-;
Conil de la Frontera;Rehabilitación toxicómanos;Superficie solar;-;
Conil de la Frontera;Otros;Nº centros;3;
Conil de la Frontera;Otros;Plazas;96;
Conil de la Frontera;Otros;Superficie cubierta;1833;
Conil de la Frontera;Otros;Superficie aire libre;1226;
Conil de la Frontera;Otros;Superficie solar;2756;
Conil de la Frontera;TOTAL;Nº centros;5;
Conil de la Frontera;TOTAL;Plazas;186;
Conil de la Frontera;TOTAL;Superficie cubierta;6897;
Conil de la Frontera;TOTAL;Superficie aire libre;3956;
Conil de la Frontera;TOTAL;Superficie solar;8420;
El Bosque;Centro de asistencia social;Nº centros;1;
El Bosque;Centro de asistencia social;Plazas;52;
El Bosque;Centro de asistencia social;Superficie cubierta;1091;
El Bosque;Centro de asistencia social;Superficie aire libre;6637;
El Bosque;Centro de asistencia social;Superficie solar;7220;
El Bosque;Residencia de ancianos;Nº centros;-;
El Bosque;Residencia de ancianos;Plazas;-;
El Bosque;Residencia de ancianos;Superficie cubierta;-;
El Bosque;Residencia de ancianos;Superficie aire libre;-;
El Bosque;Residencia de ancianos;Superficie solar;-;
El Bosque;Guarderías infantiles;Nº centros;-;
El Bosque;Guarderías infantiles;Plazas;-;
El Bosque;Guarderías infantiles;Superficie cubierta;-;
El Bosque;Guarderías infantiles;Superficie aire libre;-;
El Bosque;Guarderías infantiles;Superficie solar;-;
El Bosque;Albergues municipales;Nº centros;1;
El Bosque;Albergues municipales;Plazas;211;
El Bosque;Albergues municipales;Superficie cubierta;406;
El Bosque;Albergues municipales;Superficie aire libre;946;
El Bosque;Albergues municipales;Superficie solar;1352;
El Bosque;Rehabilitación toxicómanos;Nº centros;-;
El Bosque;Rehabilitación toxicómanos;Plazas;-;
El Bosque;Rehabilitación toxicómanos;Superficie cubierta;-;
El Bosque;Rehabilitación toxicómanos;Superficie aire libre;-;
El Bosque;Rehabilitación toxicómanos;Superficie solar;-;
El Bosque;Otros;Nº centros;1;
El Bosque;Otros;Plazas;25;
El Bosque;Otros;Superficie cubierta;393;
El Bosque;Otros;Superficie aire libre;0;
El Bosque;Otros;Superficie solar;165;
El Bosque;TOTAL;Nº centros;3;
El Bosque;TOTAL;Plazas;288;
El Bosque;TOTAL;Superficie cubierta;1890;
El Bosque;TOTAL;Superficie aire libre;7583;
El Bosque;TOTAL;Superficie solar;8737;
El Gastor;Centro de asistencia social;Nº centros;-;
El Gastor;Centro de asistencia social;Plazas;-;
El Gastor;Centro de asistencia social;Superficie cubierta;-;
El Gastor;Centro de asistencia social;Superficie aire libre;-;
El Gastor;Centro de asistencia social;Superficie solar;-;
El Gastor;Residencia de ancianos;Nº centros;-;
El Gastor;Residencia de ancianos;Plazas;-;
El Gastor;Residencia de ancianos;Superficie cubierta;-;
El Gastor;Residencia de ancianos;Superficie aire libre;-;
El Gastor;Residencia de ancianos;Superficie solar;-;
El Gastor;Guarderías infantiles;Nº centros;-;
El Gastor;Guarderías infantiles;Plazas;-;
El Gastor;Guarderías infantiles;Superficie cubierta;-;
El Gastor;Guarderías infantiles;Superficie aire libre;-;
El Gastor;Guarderías infantiles;Superficie solar;-;
El Gastor;Albergues municipales;Nº centros;-;
El Gastor;Albergues municipales;Plazas;-;
El Gastor;Albergues municipales;Superficie cubierta;-;
El Gastor;Albergues municipales;Superficie aire libre;-;
El Gastor;Albergues municipales;Superficie solar;-;
El Gastor;Rehabilitación toxicómanos;Nº centros;-;
El Gastor;Rehabilitación toxicómanos;Plazas;-;
El Gastor;Rehabilitación toxicómanos;Superficie cubierta;-;
El Gastor;Rehabilitación toxicómanos;Superficie aire libre;-;
El Gastor;Rehabilitación toxicómanos;Superficie solar;-;
El Gastor;Otros;Nº centros;1;
El Gastor;Otros;Plazas;14;
El Gastor;Otros;Superficie cubierta;348;
El Gastor;Otros;Superficie aire libre;0;
El Gastor;Otros;Superficie solar;348;
El Gastor;TOTAL;Nº centros;1;
El Gastor;TOTAL;Plazas;14;
El Gastor;TOTAL;Superficie cubierta;348;
El Gastor;TOTAL;Superficie aire libre;0;
El Gastor;TOTAL;Superficie solar;348;
Espera;Centro de asistencia social;Nº centros;2;
Espera;Centro de asistencia social;Plazas;86;
Espera;Centro de asistencia social;Superficie cubierta;1304;
Espera;Centro de asistencia social;Superficie aire libre;0;
Espera;Centro de asistencia social;Superficie solar;1304;
Espera;Residencia de ancianos;Nº centros;-;
Espera;Residencia de ancianos;Plazas;-;
Espera;Residencia de ancianos;Superficie cubierta;-;
Espera;Residencia de ancianos;Superficie aire libre;-;
Espera;Residencia de ancianos;Superficie solar;-;
Espera;Guarderías infantiles;Nº centros;-;
Espera;Guarderías infantiles;Plazas;-;
Espera;Guarderías infantiles;Superficie cubierta;-;
Espera;Guarderías infantiles;Superficie aire libre;-;
Espera;Guarderías infantiles;Superficie solar;-;
Espera;Albergues municipales;Nº centros;-;
Espera;Albergues municipales;Plazas;-;
Espera;Albergues municipales;Superficie cubierta;-;
Espera;Albergues municipales;Superficie aire libre;-;
Espera;Albergues municipales;Superficie solar;-;
Espera;Rehabilitación toxicómanos;Nº centros;-;
Espera;Rehabilitación toxicómanos;Plazas;-;
Espera;Rehabilitación toxicómanos;Superficie cubierta;-;
Espera;Rehabilitación toxicómanos;Superficie aire libre;-;
Espera;Rehabilitación toxicómanos;Superficie solar;-;
Espera;Otros;Nº centros;2;
Espera;Otros;Plazas;50;
Espera;Otros;Superficie cubierta;532;
Espera;Otros;Superficie aire libre;0;
Espera;Otros;Superficie solar;522;
Espera;TOTAL;Nº centros;4;
Espera;TOTAL;Plazas;136;
Espera;TOTAL;Superficie cubierta;1836;
Espera;TOTAL;Superficie aire libre;0;
Espera;TOTAL;Superficie solar;1826;
Jimena de la Frontera;Centro de asistencia social;Nº centros;1;
Jimena de la Frontera;Centro de asistencia social;Plazas;-;
Jimena de la Frontera;Centro de asistencia social;Superficie cubierta;255;
Jimena de la Frontera;Centro de asistencia social;Superficie aire libre;0;
Jimena de la Frontera;Centro de asistencia social;Superficie solar;255;
Jimena de la Frontera;Residencia de ancianos;Nº centros;-;
Jimena de la Frontera;Residencia de ancianos;Plazas;-;
Jimena de la Frontera;Residencia de ancianos;Superficie cubierta;-;
Jimena de la Frontera;Residencia de ancianos;Superficie aire libre;-;
Jimena de la Frontera;Residencia de ancianos;Superficie solar;-;
Jimena de la Frontera;Guarderías infantiles;Nº centros;-;
Jimena de la Frontera;Guarderías infantiles;Plazas;-;
Jimena de la Frontera;Guarderías infantiles;Superficie cubierta;-;
Jimena de la Frontera;Guarderías infantiles;Superficie aire libre;-;
Jimena de la Frontera;Guarderías infantiles;Superficie solar;-;
Jimena de la Frontera;Albergues municipales;Nº centros;1;
Jimena de la Frontera;Albergues municipales;Plazas;-;
Jimena de la Frontera;Albergues municipales;Superficie cubierta;975;
Jimena de la Frontera;Albergues municipales;Superficie aire libre;348;
Jimena de la Frontera;Albergues municipales;Superficie solar;883;
Jimena de la Frontera;Rehabilitación toxicómanos;Nº centros;-;
Jimena de la Frontera;Rehabilitación toxicómanos;Plazas;-;
Jimena de la Frontera;Rehabilitación toxicómanos;Superficie cubierta;-;
Jimena de la Frontera;Rehabilitación toxicómanos;Superficie aire libre;-;
Jimena de la Frontera;Rehabilitación toxicómanos;Superficie solar;-;
Jimena de la Frontera;Otros;Nº centros;3;
Jimena de la Frontera;Otros;Plazas;227;
Jimena de la Frontera;Otros;Superficie cubierta;2979;
Jimena de la Frontera;Otros;Superficie aire libre;1350;
Jimena de la Frontera;Otros;Superficie solar;2789;
Jimena de la Frontera;TOTAL;Nº centros;5;
Jimena de la Frontera;TOTAL;Plazas;227;
Jimena de la Frontera;TOTAL;Superficie cubierta;4209;
Jimena de la Frontera;TOTAL;Superficie aire libre;1698;
Jimena de la Frontera;TOTAL;Superficie solar;3927;
Los Barrios;Centro de asistencia social;Nº centros;3;
Los Barrios;Centro de asistencia social;Plazas;-;
Los Barrios;Centro de asistencia social;Superficie cubierta;289;
Los Barrios;Centro de asistencia social;Superficie aire libre;100;
Los Barrios;Centro de asistencia social;Superficie solar;1189;
Los Barrios;Residencia de ancianos;Nº centros;3;
Los Barrios;Residencia de ancianos;Plazas;249;
Los Barrios;Residencia de ancianos;Superficie cubierta;10176;
Los Barrios;Residencia de ancianos;Superficie aire libre;8456;
Los Barrios;Residencia de ancianos;Superficie solar;11076;
Los Barrios;Guarderías infantiles;Nº centros;-;
Los Barrios;Guarderías infantiles;Plazas;-;
Los Barrios;Guarderías infantiles;Superficie cubierta;-;
Los Barrios;Guarderías infantiles;Superficie aire libre;-;
Los Barrios;Guarderías infantiles;Superficie solar;-;
Los Barrios;Albergues municipales;Nº centros;-;
Los Barrios;Albergues municipales;Plazas;-;
Los Barrios;Albergues municipales;Superficie cubierta;-;
Los Barrios;Albergues municipales;Superficie aire libre;-;
Los Barrios;Albergues municipales;Superficie solar;-;
Los Barrios;Rehabilitación toxicómanos;Nº centros;-;
Los Barrios;Rehabilitación toxicómanos;Plazas;-;
Los Barrios;Rehabilitación toxicómanos;Superficie cubierta;-;
Los Barrios;Rehabilitación toxicómanos;Superficie aire libre;-;
Los Barrios;Rehabilitación toxicómanos;Superficie solar;-;
Los Barrios;Otros;Nº centros;4;
Los Barrios;Otros;Plazas;383;
Los Barrios;Otros;Superficie cubierta;4158;
Los Barrios;Otros;Superficie aire libre;4425;
Los Barrios;Otros;Superficie solar;7978;
Los Barrios;TOTAL;Nº centros;10;
Los Barrios;TOTAL;Plazas;632;
Los Barrios;TOTAL;Superficie cubierta;14623;
Los Barrios;TOTAL;Superficie aire libre;12981;
Los Barrios;TOTAL;Superficie solar;20243;
Medina Sidonia;Centro de asistencia social;Nº centros;-;
Medina Sidonia;Centro de asistencia social;Plazas;-;
Medina Sidonia;Centro de asistencia social;Superficie cubierta;-;
Medina Sidonia;Centro de asistencia social;Superficie aire libre;-;
Medina Sidonia;Centro de asistencia social;Superficie solar;-;
Medina Sidonia;Residencia de ancianos;Nº centros;2;
Medina Sidonia;Residencia de ancianos;Plazas;208;
